monotonic_time_ns,ros_time_sec,ros_time_nsec,cpu_core_0_percent,cpu_core_1_percent,cpu_core_2_percent,cpu_core_3_percent,cpu_core_4_percent,cpu_core_5_percent
4043404913042,1779707259,862663325,50.000,50.000,50.000,50.000,100.000,66.667
4043424904610,1779707259,882654221,50.000,0.000,50.000,0.000,0.000,66.667
4043444910643,1779707259,902660574,50.000,50.000,100.000,0.000,50.000,50.000
4043464906979,1779707259,922657166,100.000,0.000,100.000,0.000,0.000,100.000
4043484907155,1779707259,942657567,0.000,50.000,0.000,100.000,0.000,100.000
4043504906916,1779707259,962657199,66.667,0.000,100.000,50.000,50.000,50.000
4043524906772,1779707259,982656927,66.667,50.000,50.000,50.000,50.000,100.000
4043544907141,1779707260,2656496,50.000,50.000,50.000,100.000,100.000,100.000
4043564906997,1779707260,22656768,50.000,50.000,0.000,0.000,50.000,100.000
4043584905766,1779707260,42655473,0.000,100.000,100.000,0.000,0.000,0.000
4043604906198,1779707260,62656257,50.000,0.000,100.000,0.000,50.000,100.000
4043624904615,1779707260,82654066,0.000,0.000,100.000,50.000,50.000,100.000
4043644912023,1779707260,102662307,100.000,50.000,100.000,0.000,0.000,0.000
4043664908776,1779707260,122658707,100.000,100.000,100.000,0.000,50.000,100.000
4043684904152,1779707260,142653731,0.000,0.000,0.000,100.000,0.000,66.667
4043704908297,1779707260,162657908,66.667,0.000,50.000,0.000,50.000,0.000
4043724905913,1779707260,182655237,0.000,50.000,0.000,50.000,50.000,50.000
4043744905098,1779707260,202653941,100.000,0.000,50.000,0.000,0.000,0.000
4043764904698,1779707260,222653926,0.000,0.000,100.000,0.000,50.000,50.000
4043784908587,1779707260,242658742,0.000,50.000,50.000,66.667,100.000,100.000
4043804912604,1779707260,262662375,50.000,0.000,50.000,0.000,50.000,0.000
4043824908172,1779707260,282657975,0.000,66.667,50.000,0.000,0.000,50.000
4043844904797,1779707260,302654024,0.000,0.000,50.000,0.000,50.000,50.000
