monotonic_time_ns,ros_time_sec,ros_time_nsec,node_name,pid,cache_references,cache_misses,cache_reference_delta,cache_miss_delta,cache_miss_rate_percent,cache_hit_rate_percent,counters_valid
4038734394136,1779707255,192141187,static_baselink_to_laser,21080,0,0,0,0,0.000000,-1.000000,true
4038734394136,1779707255,192141187,system_monitor,21058,25214877,544727,20466595,448224,2.190027,97.809973,true
4038734394136,1779707255,192141187,vesc_driver_node,21052,5440830,173847,1986230,64452,3.244941,96.755059,true
4038734394136,1779707255,192141187,vesc_to_odom_node,21054,3516460,143352,3516460,143352,4.076600,95.923400,true
4038934392982,1779707255,392139906,ackermann_mux,21060,1353829,24375,0,0,0.000000,-1.000000,true
4038934392982,1779707255,392139906,ackermann_to_vesc_node,21056,4381412,155537,3026628,107376,3.547711,96.452289,true
4038934392982,1779707255,392139906,ekf_localization,20908,9295558,322407,2071698,120284,5.806059,94.193941,true
4038934392982,1779707255,392139906,gpu_amcl_cpp,20906,66241479,1136675,2403185,105687,4.397789,95.602211,true
4038934392982,1779707255,392139906,hokuyo_scip_driver,21062,0,0,0,0,0.000000,-1.000000,true
4038934392982,1779707255,392139906,lifecycle_manager_map,21050,486665,8292,32100,1366,4.255452,95.744548,true
4038934392982,1779707255,392139906,map_server,21048,3819813,98097,153168,5880,3.838922,96.161078,true
4038934392982,1779707255,392139906,odom_fused,20904,8732728,292665,1548008,86338,5.577361,94.422639,true
4038934392982,1779707255,392139906,performance_monitor,20912,4921206,100035,0,0,0.000000,-1.000000,true
4038934392982,1779707255,392139906,pipeline_latency_monitor,20910,11870062,338457,2177916,84288,3.870122,96.129878,true
4038934392982,1779707255,392139906,scan_splitter_node,21065,5634714,152643,1641633,35398,2.156268,97.843732,true
4038934392982,1779707255,392139906,static_baselink_to_imu,21086,1384927,23102,0,0,0.000000,-1.000000,true
4038934392982,1779707255,392139906,static_baselink_to_laser,21080,0,0,0,0,0.000000,-1.000000,true
4038934392982,1779707255,392139906,system_monitor,21058,56329560,1207397,31114683,662670,2.129766,97.870234,true
4038934392982,1779707255,392139906,vesc_driver_node,21052,7247051,231694,1806221,57847,3.202653,96.797347,true
4038934392982,1779707255,392139906,vesc_to_odom_node,21054,7519554,348764,4003094,205412,5.131331,94.868669,true
4039134389813,1779707255,596973143,ackermann_mux,21060,1353829,24375,0,0,0.000000,-1.000000,true
4039134389813,1779707255,596973143,ackermann_to_vesc_node,21056,7479218,266655,3097806,111118,3.586990,96.413010,true
4039134389813,1779707255,596973143,ekf_localization,20908,11406494,443686,2110936,121279,5.745271,94.254729,true
4039134389813,1779707255,596973143,gpu_amcl_cpp,20906,68647037,1234004,2405558,97329,4.046005,95.953995,true
4039134389813,1779707255,596973143,hokuyo_scip_driver,21062,0,0,0,0,0.000000,-1.000000,true
4039134389813,1779707255,596973143,lifecycle_manager_map,21050,486665,8292,0,0,0.000000,-1.000000,true
4039134389813,1779707255,596973143,map_server,21048,3973477,103971,153664,5874,3.822626,96.177374,true
4039134389813,1779707255,596973143,odom_fused,20904,10313417,381918,1580689,89253,5.646462,94.353538,true
4039134389813,1779707255,596973143,performance_monitor,20912,4962089,101655,40883,1620,3.962527,96.037473,true
4039134389813,1779707255,596973143,pipeline_latency_monitor,20910,14092737,427411,2222675,88954,4.002115,95.997885,true
4039134389813,1779707255,596973143,scan_splitter_node,21065,7285440,188374,1650726,35731,2.164563,97.835437,true
4039134389813,1779707255,596973143,static_baselink_to_imu,21086,1384927,23102,0,0,0.000000,-1.000000,true
4039134389813,1779707255,596973143,static_baselink_to_laser,21080,0,0,0,0,0.000000,-1.000000,true
4039134389813,1779707255,596973143,system_monitor,21058,88005792,1880359,31676232,672962,2.124501,97.875499,true
4039134389813,1779707255,596973143,vesc_driver_node,21052,9093065,288067,1846014,56373,3.053769,96.946231,true
4039134389813,1779707255,596973143,vesc_to_odom_node,21054,11653388,569682,4133834,220918,5.344143,94.655857,true
4039334394740,1779707255,792144223,ackermann_mux,21060,1353829,24375,0,0,0.000000,-1.000000,true
4039334394740,1779707255,792144223,ackermann_to_vesc_node,21056,10494749,378578,3015531,111923,3.711552,96.288448,true
4039334394740,1779707255,792144223,ekf_localization,20908,13426660,546800,2020166,103114,5.104234,94.895766,true
