label,phase,raceline,score,tracker_score,fastest_score,promotable,promotable_deficit,promotable_reason,passed,failed,failed_non_speed,scenario_count,scenario_failures,recovery_failures,main_failed,lap_time_est,completed_laps,progress_m,avg_progress_mps,max_steer_change,steer_reversals,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,solver_optimal_rate,solver_max_iter_rate,avg_lap_time,status,return_code,scenario_race_status,scenario_race_lap_time_est,scenario_race_avg_progress_mps,scenario_race_avg_lat_err,scenario_race_avg_vx,scenario_race_wall_collisions,scenario_race_failed_non_speed,scenario_race_speed_check_pass,scenario_avoid_single_status,scenario_avoid_single_lap_time_est,scenario_avoid_single_avg_progress_mps,scenario_avoid_single_avg_lat_err,scenario_avoid_single_avg_vx,scenario_avoid_single_wall_collisions,scenario_avoid_single_failed_non_speed,scenario_avoid_single_speed_check_pass,scenario_avoid_double_status,scenario_avoid_double_lap_time_est,scenario_avoid_double_avg_progress_mps,scenario_avoid_double_avg_lat_err,scenario_avoid_double_avg_vx,scenario_avoid_double_wall_collisions,scenario_avoid_double_failed_non_speed,scenario_avoid_double_speed_check_pass,Q_LAT,Q_HDG,Q_VEL,Q_LAT_VEL,Q_YAW,R_STEER,R_ACCEL,W_JERK,W_ACCEL_RATE,RHO,RHO_U,TOL,MAX_ITER,HORIZON,PRED_DT
BASELINE,Phase 1: One-at-a-time sensitivity,my_track,7.342576,61.492,7.342576,1,0.0,,15,3,0,3,0,0,0,7.0894,26,199.46665000000002,2.95765,0.1966,7.5,1.0961,0.054,0.6179,0.0921,4.87,2.9122500000000002,0.500075,4.4994,2254.425,46798.4,0,0.0,3.7249999999999996,0.97811225,0.021887749999999997,7.0894,OK,1,OK,7.16,2.9347,0.0531,2.9436,0,0,0,OK,7.0163,2.9803,0.0472,2.913,0,0,0,OK,7.0213,2.9809,0.0626,2.8488,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT=11000,Phase 1: One-at-a-time sensitivity,my_track,7.421713,61.556,7.421713,1,0.0,,15,3,0,3,0,0,0,7.1068750000000005,26,199.173275,2.952775,0.1966,11.75,1.0961,0.05205,0.6098,0.08905,4.88,2.9022,0.5136000000000001,4.4994,2288.625,37745.7,0,0.0,3.825,0.9780917499999999,0.021908249999999997,7.1068750000000005,OK,1,OK,7.16,2.9341,0.0512,2.936,0,0,0,OK,7.0362,2.9753,0.0459,2.9019,0,0,0,OK,7.0713,2.9676,0.0599,2.8349,0,0,0,11000,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT=12000,Phase 1: One-at-a-time sensitivity,my_track,7.467168,61.852,7.467168,1,0.0,,15,3,0,3,0,0,0,7.121675,26,198.83984999999998,2.947875,0.1966,13.75,1.0961,0.052125000000000005,0.6059,0.0881,4.88,2.89335,0.5256000000000001,4.4994,2368.1749999999997,47028.4,0,0.0,3.95,0.977325,0.022675,7.121675,OK,1,OK,7.174,2.9288,0.0519,2.9263,0,0,0,OK,7.0481,2.9718,0.0462,2.8951,0,0,0,OK,7.0906,2.9621,0.0585,2.8257,0,0,0,12000,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT=13000,Phase 1: One-at-a-time sensitivity,my_track,7.497525,62.209,7.497525,1,0.0,,15,3,0,3,0,0,0,7.140525,26,198.33605,2.9402500000000003,0.1966,14.5,1.0961,0.0517,0.6115,0.087325,4.91,2.88295,0.538,4.4994,2466.725,39851.5,0,0.0,4.075,0.97616225,0.023837749999999998,7.140525,OK,1,OK,7.192,2.9226,0.0521,2.9169,0,0,0,OK,7.0606,2.9679,0.0463,2.8883,0,0,0,OK,7.1175,2.9479,0.0563,2.8097,0,0,0,13000,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT=14000,Phase 1: One-at-a-time sensitivity,my_track,7.480084,62.459,7.480084,1,0.0,,15,3,0,3,0,0,0,7.152225,26,198.00355,2.9351,0.1966,12.5,1.0961,0.051925,0.6111,0.08712500000000001,4.89,2.87495,0.546925,4.4994,2513.65,56339.0,0,0.0,4.15,0.9763539999999999,0.023646,7.152225,OK,1,OK,7.1985,2.9196,0.0529,2.9107,0,0,0,OK,7.0663,2.9659,0.0464,2.8829,0,0,0,OK,7.1456,2.9353,0.0555,2.7955,0,0,0,14000,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT=15000,Phase 1: One-at-a-time sensitivity,my_track,7.529985,62.698,7.529985,1,0.0,,15,3,0,3,0,0,0,7.1677,26,197.511125,2.928,0.1966,14.75,1.0961,0.051925,0.6115,0.08687500000000001,4.9,2.8653,0.556625,4.4994,2532.975,67342.4,0,0.0,4.225,0.976254,0.023746,7.1677,OK,1,OK,7.2145,2.9107,0.0533,2.9,0,0,0,OK,7.0762,2.9638,0.0468,2.8766,0,0,0,OK,7.1656,2.9268,0.0543,2.7846,0,0,0,15000,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_HDG=4600,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,0.0,status_not_ok|wall_collision|scenario_failure,14,4,1,3,1,1,0,8.180134966192908,16,146.24805,2.591425,0.1966,4.75,1.0961,0.146975,0.5963,0.10785,4.7,2.6290999999999998,0.753325,4.4994,2587.7,65817.8,1,0.0,4.225,0.9670325,0.0329675,7.6764,EXIT_FAIL,1,OK,7.7139,2.7152,0.105,2.7739,0,0,0,OK,7.6014,2.7612,0.1054,2.7451,0,0,0,EXIT_FAIL,9.69133986477163,2.1741,0.2725,2.2235,1,1,0,9660.42,4600,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_VEL=50,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.1,status_not_ok|scenario_failure|race_not_ok|race_progress_low,14,4,1,3,1,0,1,503.429825,14,79.565375,1.3260999999999998,0.1966,2.25,1.0961,0.57925,0.5681,0.072775,4.72,1.2792,2.664675,4.4994,1928.625,54920.9,0,0.0,3.175,0.988979,0.011021,7.85965,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,OK,7.8329,2.6597,0.0559,2.5974,0,0,0,OK,7.8864,2.6447,0.0691,2.5194,0,0,0,9660.42,1400.0,50,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_VEL=42,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.1,status_not_ok|scenario_failure|race_not_ok|race_progress_low,14,4,1,3,1,0,1,503.520875,14,78.30365,1.30505,0.1966,1.25,1.0961,0.5795250000000001,0.571,0.071425,4.71,1.259,2.693475,4.4994,1974.4250000000002,59539.5,0,0.0,3.225,0.98917925,0.01082075,8.04175,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,OK,7.9964,2.6226,0.0566,2.5587,0,0,0,OK,8.0871,2.5976,0.0693,2.4773,0,0,0,9660.42,1400.0,42,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_VEL=45,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.1,status_not_ok|scenario_failure|race_not_ok|race_progress_low,14,4,1,3,1,0,1,503.478225,14,78.89602500000001,1.314925,0.1966,1.25,1.0961,0.5794250000000001,0.5693,0.071575,4.71,1.268325,2.680125,4.4994,1994.875,71559.7,0,0.0,3.25,0.98895,0.01105,7.95645,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,OK,7.9179,2.635,0.0565,2.5709,0,0,0,OK,7.995,2.6247,0.0692,2.5024,0,0,0,9660.42,1400.0,45,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_VEL=48,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.1,status_not_ok|scenario_failure|race_not_ok|race_progress_low,14,4,1,3,1,0,1,503.450525,14,79.23445000000001,1.3205749999999998,0.1966,3.25,1.0961,0.579225,0.5677,0.072275,4.74,1.273925,2.671375,4.4994,2007.6000000000001,60573.8,0,0.0,3.2750000000000004,0.9890085,0.0109915,7.90105,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,OK,7.865,2.6489,0.0561,2.5858,0,0,0,OK,7.9371,2.6334,0.0688,2.5099,0,0,0,9660.42,1400.0,48,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_VEL=53,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.1,status_not_ok|scenario_failure|race_not_ok|race_progress_low,14,4,1,3,1,0,1,503.38645,14,80.528275,1.342125,0.1966,0.5,1.0961,0.577475,0.5674,0.0737,4.73,1.29465,2.64865,4.4994,2075.65,71340.7,0,0.0,3.45,0.988779,0.011221,7.7729,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0957,0.0001,0,1,0,OK,7.7179,2.7005,0.0482,2.6368,0,0,0,OK,7.8279,2.668,0.0703,2.5416,0,0,0,9660.42,1400.0,53,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_VEL=56,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.0986,status_not_ok|scenario_failure|race_not_ok|race_progress_low,14,4,1,3,1,0,1,503.360725,14,81.23235,1.3538000000000001,0.1966,1.5,1.0961,0.57675,0.5693,0.0754,4.76,1.304675,2.639425,4.4994,2090.85,50355.6,0,0.0,3.425,0.9878875,0.0121125,7.72145,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0946,0.0006,0,1,0,OK,7.66,2.7246,0.0478,2.655,0,0,0,OK,7.7829,2.6892,0.07,2.5625,0,0,0,9660.42,1400.0,56,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT_VEL=3.8,Phase 1: One-at-a-time sensitivity,my_track,7.340791,61.471,7.340791,1,0.0,,15,3,0,3,0,0,0,7.0811,26,199.605275,2.959525,0.1966,8.0,1.0961,0.053375,0.6229,0.091875,4.87,2.914125,0.49670000000000003,4.4994,2362.4500000000003,108540.3,0,0.0,3.7,0.978271,0.021729000000000002,7.0811,OK,1,OK,7.1475,2.938,0.0519,2.9469,0,0,0,OK,7.0094,2.9812,0.0473,2.9134,0,0,0,OK,7.02,2.9809,0.0624,2.8493,0,0,0,9660.42,1400.0,132.192,3.8,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT_VEL=4.2,Phase 1: One-at-a-time sensitivity,my_track,7.304272,61.838,7.304272,1,0.0,,15,3,0,3,0,0,0,7.085525,26,199.521175,2.958375,0.1966,5.25,1.0961,0.053525,0.6198,0.09195,4.87,2.9133,0.498275,4.4994,2772.925,95148.3,0,0.0,3.7249999999999996,0.97857925,0.02142075,7.085525,OK,1,OK,7.1545,2.936,0.0523,2.9453,0,0,0,OK,7.0131,2.9811,0.0473,2.9133,0,0,0,OK,7.02,2.9804,0.0622,2.8493,0,0,0,9660.42,1400.0,132.192,4.2,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT_VEL=5.4,Phase 1: One-at-a-time sensitivity,my_track,7.32868,61.866,7.32868,1,0.0,,15,3,0,3,0,0,0,7.091425,26,199.43130000000002,2.957125,0.1966,6.5,1.0961,0.053225,0.6235,0.09165,4.87,2.911975,0.5005000000000001,4.4994,2754.0499999999997,100334.6,0,0.0,3.7,0.978354,0.021646,7.091425,OK,1,OK,7.161,2.934,0.0522,2.9434,0,0,0,OK,7.0187,2.9804,0.0468,2.9125,0,0,0,OK,7.025,2.9801,0.0617,2.8486,0,0,0,9660.42,1400.0,132.192,5.4,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT_VEL=5.0,Phase 1: One-at-a-time sensitivity,my_track,7.299534,61.825,7.299534,1,0.0,,15,3,0,3,0,0,0,7.088925,26,199.48725000000002,2.957825,0.1966,4.75,1.0961,0.052925,0.6183,0.09165000000000001,4.87,2.9128249999999998,0.49929999999999997,4.4994,2796.8,129939.0,0,0.0,3.7249999999999996,0.97834175,0.02165825,7.088925,OK,1,OK,7.156,2.9355,0.0512,2.9452,0,0,0,OK,7.0187,2.98,0.0471,2.9124,0,0,0,OK,7.025,2.9803,0.0622,2.8485,0,0,0,9660.42,1400.0,132.192,5.0,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT_VEL=4.6,Phase 1: One-at-a-time sensitivity,my_track,7.329772,61.86,7.329772,1,0.0,,15,3,0,3,0,0,0,7.08875,26,199.49345,2.957975,0.1966,6.75,1.0961,0.0533,0.617,0.091725,4.87,2.9129,0.4994,4.4994,2813.425,128975.6,0,0.0,3.7249999999999996,0.9785335,0.0214665,7.08875,OK,1,OK,7.1575,2.9353,0.052,2.9446,0,0,0,OK,7.0163,2.9804,0.0471,2.913,0,0,0,OK,7.0237,2.9809,0.0621,2.8494,0,0,0,9660.42,1400.0,132.192,4.6,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_YAW=1.8,Phase 1: One-at-a-time sensitivity,my_track,7.329928,61.852,7.329928,1,0.0,,15,3,0,3,0,0,0,7.081775,26,199.6039,2.9595000000000002,0.1966,7.25,1.0961,0.053125,0.6224,0.09165,4.87,2.913925,0.49735,4.4994,2849.075,94047.7,0,0.0,3.7249999999999996,0.9784247500000001,0.021575249999999997,7.081775,OK,1,OK,7.147,2.938,0.0517,2.9466,0,0,0,OK,7.0125,2.9809,0.0472,2.9131,0,0,0,OK,7.0206,2.9811,0.0619,2.8494,0,0,0,9660.42,1400.0,132.192,4.59,1.8,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_YAW=2.1,Phase 1: One-at-a-time sensitivity,my_track,7.319759,62.006,7.319759,1,0.0,,15,3,0,3,0,0,0,7.086175,26,199.5257,2.95845,0.1966,6.25,1.0961,0.05335,0.6227,0.09185,4.87,2.913025,0.498925,4.4994,2963.55,155099.7,0,0.0,3.7249999999999996,0.9785502500000001,0.02144975,7.086175,OK,1,OK,7.1555,2.936,0.0519,2.9451,0,0,0,OK,7.0137,2.9809,0.047,2.9131,0,0,0,OK,7.02,2.9809,0.0626,2.8488,0,0,0,9660.42,1400.0,132.192,4.59,2.1,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_YAW=2.4,Phase 1: One-at-a-time sensitivity,my_track,7.336206,61.962,7.336206,1,0.0,,15,3,0,3,0,0,0,7.087875,26,199.48989999999998,2.957925,0.1966,7.25,1.0961,0.053175,0.6211,0.091725,4.87,2.9128749999999997,0.498575,4.4994,2954.25,121616.4,0,0.0,3.675,0.97860825,0.02139175,7.087875,OK,1,OK,7.157,2.9353,0.0517,2.945,0,0,0,OK,7.0175,2.9802,0.0471,2.9126,0,0,0,OK,7.02,2.9809,0.0622,2.8489,0,0,0,9660.42,1400.0,132.192,4.59,2.4,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_YAW=2.7,Phase 1: One-at-a-time sensitivity,my_track,7.322555,61.989,7.322555,1,0.0,,15,3,0,3,0,0,0,7.092675,26,199.41255,2.956875,0.1966,6.0,1.0961,0.053250000000000006,0.6164,0.09205,4.87,2.911975,0.49975,4.4994,2951.8,106245.6,0,0.0,3.7249999999999996,0.97852475,0.02147525,7.092675,OK,1,OK,7.1635,2.9333,0.0519,2.9435,0,0,0,OK,7.0206,2.98,0.0471,2.912,0,0,0,OK,7.0231,2.9809,0.0621,2.8489,0,0,0,9660.42,1400.0,132.192,4.59,2.7,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
R_STEER=1.8,Phase 1: One-at-a-time sensitivity,my_track,7.373399,62.161,7.373399,1,0.0,,15,3,0,3,0,0,0,7.066525,26,199.835875,2.962775,0.1966,11.25,1.0961,0.05255,0.6192,0.090775,4.89,2.91535,0.492925,4.4994,3486.775,117013.6,0,0.0,3.7249999999999996,0.97818325,0.02181675,7.066525,OK,1,OK,7.1265,2.9426,0.0513,2.949,0,0,0,OK,6.9956,2.9842,0.0461,2.914,0,0,0,OK,7.0175,2.9817,0.0615,2.8494,0,0,0,9660.42,1400.0,132.192,4.59,2.112,1.8,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
R_STEER=2.2,Phase 1: One-at-a-time sensitivity,my_track,7.332578,62.687,7.332578,1,0.0,,15,3,0,3,0,0,0,7.0844,26,199.56605,2.95895,0.1966,7.25,1.0961,0.05315,0.62,0.09157499999999999,4.87,2.913525,0.497725,4.4994,3900.8,175905.3,0,0.0,3.7,0.978596,0.021404,7.0844,OK,1,OK,7.151,2.9373,0.0518,2.946,0,0,0,OK,7.0137,2.9809,0.0468,2.9131,0,0,0,OK,7.0219,2.9803,0.0622,2.849,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.2,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
R_STEER=2.0,Phase 1: One-at-a-time sensitivity,my_track,7.341046,62.615,7.341046,1,0.0,,15,3,0,3,0,0,0,7.074675,26,199.714025,2.96105,0.1966,8.5,1.0961,0.052975,0.6204,0.091275,4.88,2.9146,0.49445,4.4994,3931.1499999999996,110988.1,0,0.0,3.7249999999999996,0.9782415,0.0217585,7.074675,OK,1,OK,7.1365,2.9403,0.0517,2.9479,0,0,0,OK,7.0094,2.9817,0.0469,2.9134,0,0,0,OK,7.0163,2.9819,0.0616,2.8492,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.0,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
R_STEER=2.4,Phase 1: One-at-a-time sensitivity,my_track,7.340955,62.848,7.340955,1,0.0,,15,3,0,3,0,0,0,7.0915,26,199.41255,2.956875,0.1966,7.25,1.0961,0.053875,0.6227,0.09234999999999999,4.86,2.911875,0.50075,4.4994,3907.05,153233.7,0,0.0,3.675,0.97876675,0.02123325,7.0915,OK,1,OK,7.163,2.9333,0.0532,2.943,0,0,0,OK,7.0175,2.98,0.0469,2.9124,0,0,0,OK,7.0225,2.9809,0.0622,2.8491,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.4,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
