idx,stamp_ns,status,status_api,iters,out_steer_fp,out_accel_fp,ey_fp,epsi_fp,vx_fp,vy_fp,omega_fp,steer_meas_fp,prev_accel_in_fp
7271,1778515530231457090,0,0,3,-75361,1011837,-47139,802,1624797,265097,-316184,-71738,1074006
7272,1778515530236432130,0,0,3,-78349,1059061,-46398,1062,1625391,264184,-316930,-75860,1011837
7273,1778515530241362338,0,0,3,-78032,1106208,-45382,421,1624560,263203,-319368,-77734,1059061
7274,1778515530246339490,0,0,3,-79325,1174231,-44657,644,1624382,262159,-324978,-80259,1106208
7275,1778515530251434852,0,0,2,-79444,1165171,-46376,3197,1626103,261310,-331725,-80233,1174231
7276,1778515530256462340,0,0,3,-79690,1184141,-44404,-374,1628892,260568,-338106,-82939,1165171
7277,1778515530261608903,0,0,3,-74443,1156951,-43357,-1203,1630138,260264,-340877,-79315,1184141
7278,1778515530266343012,0,0,3,-77230,1219985,-42693,-942,1628773,259970,-338595,-80910,1156951
7279,1778515530271387013,0,0,3,-72894,1210726,-41955,-789,1627646,259840,-335914,-76577,1219985
7280,1778515530276346437,0,0,3,-75578,1249669,-40480,-3362,1629426,259471,-333150,-79589,1210726
7281,1778515530281441830,0,0,3,-73336,1111135,-44384,2580,1633046,259430,-326394,-73321,1249669
7282,1778515530286414502,0,0,3,-80712,1188798,-43650,2793,1634114,258697,-323779,-81613,1111135
7283,1778515530291393382,0,0,3,-74009,1171169,-42904,2972,1632452,258242,-317821,-75548,1188798
7284,1778515530296375687,0,0,3,-81107,1270954,-41849,2249,1631088,257159,-318981,-82926,1171169
7285,1778515530301461320,0,0,3,-75409,1222762,-44533,6027,1631088,257159,-318981,-76094,1270954
7286,1778515530306422248,0,0,3,-81689,1225664,-41970,984,1637259,255462,-321661,-84637,1222762
7287,1778515530311357672,0,0,3,-71250,1146779,-40940,288,1639989,255123,-318462,-74868,1225664
7288,1778515530316394793,0,0,3,-77634,1239495,-40136,392,1639455,254278,-321559,-81536,1146779
7289,1778515530321419625,0,0,3,-69925,1209631,-39335,472,1638387,254033,-319377,-73325,1239495
7290,1778515530326349065,0,0,3,-74306,1274427,-37884,-1951,1640108,253375,-321610,-79617,1209631
7291,1778515530331428554,0,0,3,-67815,1164767,-41579,1215,1645211,253384,-318641,-70547,1274427
7292,1778515530336344522,0,0,3,-73497,1221970,-40529,490,1648475,252897,-318492,-77876,1164767
7293,1778515530341387691,0,0,3,-66635,1172937,-39668,571,1647110,252896,-313465,-69556,1221970
7294,1778515530346413451,0,0,3,-72431,1276146,-38613,-155,1644855,252280,-314583,-76720,1172937
7295,1778515530351434284,0,0,3,-64062,1244035,-37504,-1711,1645805,252199,-311749,-68840,1276146
7296,1778515530356558030,0,0,3,-68392,1289611,-36437,-2469,1650255,251764,-314816,-73752,1244035
7297,1778515530361427405,0,0,3,-60943,1197797,-35439,-3142,1653816,251977,-310733,-65448,1289611
7298,1778515530366438573,0,0,3,-65839,1275775,-34559,-3016,1653104,251739,-313777,-70615,1197797
7299,1778515530371346893,0,0,3,-59462,1239772,-33705,-2895,1650967,252022,-312931,-63345,1275775
7300,1778515530376354349,0,0,3,-65466,1321875,-33349,-477,1651323,251929,-318380,-69118,1239772
7301,1778515530381427982,0,0,3,-60432,1213484,-37364,2634,1656605,252457,-318990,-62737,1321875
7302,1778515530386372366,0,0,3,-66161,1247946,-36445,2541,1661234,252597,-322960,-69773,1213484
7303,1778515530391400591,0,0,3,-59576,1200217,-35504,2372,1659987,253264,-323455,-63071,1247946
7304,1778515530396424240,0,0,3,-65001,1307710,-34367,1418,1656249,253494,-330408,-69635,1200217
7305,1778515530401417008,0,0,3,-58018,1253807,-36593,2223,1656427,254382,-332787,-62408,1307710
7306,1778515530406391632,0,0,3,-62381,1289048,-35280,537,1662242,255034,-338843,-68053,1253807
