# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
12.186879,4.910152,-1.048931,-1.262331,-0.408161,3.702000,1.934627,0.505000,0.790000
12.236825,4.924740,-1.096359,-1.282421,-0.400994,3.728010,1.940634,0.475000,0.790000
12.286771,4.938426,-1.144233,-1.302216,-0.394332,3.753919,1.954075,0.460000,0.800000
12.336717,4.951229,-1.192602,-1.321807,-0.388988,3.779829,1.967515,0.445000,0.800000
12.386663,4.963135,-1.241414,-1.341244,-0.384908,3.805739,1.941359,0.430000,0.775000
12.436610,4.974037,-1.290172,-1.360298,-0.375660,3.831132,1.931484,0.420000,0.775000
12.486556,4.984000,-1.339010,-1.378723,-0.363836,3.856231,1.944096,0.415000,0.800000
12.536502,4.993096,-1.388137,-1.396627,-0.353028,3.881329,1.956708,0.395000,0.810000
12.586448,5.001338,-1.437506,-1.414047,-0.343198,3.906428,1.972390,0.385000,0.805000
12.636394,5.008730,-1.487003,-1.430981,-0.332092,3.931565,1.992770,0.365000,0.810000
12.686341,5.015283,-1.536488,-1.447155,-0.315999,3.956800,2.005520,0.350000,0.815000
12.736287,5.021058,-1.586099,-1.462544,-0.300287,3.982035,2.018270,0.355000,0.820000
12.786233,5.026089,-1.635809,-1.477163,-0.284955,4.007270,2.031020,0.340000,0.820000
12.836179,5.030413,-1.685591,-1.491027,-0.269999,4.032505,2.154961,0.325000,0.815000
12.886126,5.034064,-1.735408,-1.504111,-0.253731,4.059108,2.179629,0.330000,0.820000
12.936072,5.037083,-1.785261,-1.516373,-0.237257,4.085840,2.193936,0.325000,0.820000
12.986018,5.039512,-1.835146,-1.527810,-0.220749,4.112572,2.208243,0.325000,0.805000
13.035964,5.041390,-1.885056,-1.538423,-0.204234,4.139304,2.190606,0.310000,0.805000
13.085911,5.042759,-1.934976,-1.548090,-0.178806,4.165652,2.177306,0.310000,0.805000
13.135857,5.043684,-1.984904,-1.556195,-0.145820,4.191677,2.190866,0.320000,0.805000
13.185803,5.044245,-2.034845,-1.562654,-0.112850,4.217702,2.204427,0.310000,0.805000
13.235749,5.044525,-2.084798,-1.567469,-0.079914,4.243726,1.225212,0.320000,0.805000
13.285695,5.044605,-2.134700,-1.570641,-0.048105,4.258122,-3.688542,0.320000,0.805000
13.335642,5.044564,-2.184337,-1.572372,-0.021627,4.214634,-3.650678,0.320000,0.805000
13.385588,5.044470,-2.234099,-1.572791,0.004695,4.171147,-3.612815,0.320000,0.805000
13.435534,5.044387,-2.284085,-1.571910,0.030396,4.127660,-3.574951,0.310000,0.785000
13.485480,5.044380,-2.334395,-1.569755,0.055036,4.084173,-3.450904,0.330000,0.785000
13.535426,5.044499,-2.383871,-1.567180,0.039726,4.041750,-3.388130,0.330000,0.785000
13.585373,5.044716,-2.433379,-1.565877,0.013158,3.999662,-3.352664,0.310000,0.785000
13.635319,5.044967,-2.483315,-1.565861,-0.012298,3.957574,-3.317197,0.350000,0.785000
13.685265,5.045190,-2.533682,-1.567099,-0.036677,3.915486,-3.270092,0.325000,0.790000
13.735211,5.045320,-2.584138,-1.569538,-0.059520,3.873548,-3.191101,0.345000,0.750000
13.785158,5.045301,-2.633675,-1.572992,-0.079874,3.832180,-3.156839,0.345000,0.780000
13.835104,5.045084,-2.683527,-1.577478,-0.100079,3.790813,-3.122576,0.345000,0.780000
13.885050,5.044615,-2.733615,-1.583000,-0.120420,3.749445,-3.088314,0.370000,0.775000
13.934996,5.043841,-2.783859,-1.589570,-0.141171,3.708078,-2.764372,0.350000,0.765000
13.984943,5.042712,-2.834031,-1.597174,-0.161414,3.670654,-2.451122,0.370000,0.775000
14.034889,5.041182,-2.884063,-1.605746,-0.181217,3.637149,-2.428646,0.360000,0.765000
14.084835,5.039199,-2.934042,-1.615323,-0.201884,3.603644,-2.406170,0.375000,0.760000
14.134781,5.036716,-2.983911,-1.625941,-0.223600,3.570139,-2.383694,0.355000,0.750000
14.184727,5.033686,-3.033609,-1.637639,-0.246558,3.536634,-2.185420,0.370000,0.750000
14.234674,5.030000,-3.083859,-1.650526,-0.263423,3.505634,-2.113176,0.375000,0.735000
14.284620,5.025650,-3.134030,-1.664197,-0.279889,3.475396,-2.094870,0.390000,0.730000
14.334566,5.020628,-3.183802,-1.678654,-0.298523,3.445158,-2.076564,0.385000,0.725000
14.384512,5.014913,-3.233092,-1.693979,-0.319613,3.414921,-2.035337,0.400000,0.725000
