time_s,rpm,motor_current_A,duty_cycle,voltage_V,phase
5.6001,0,0.00,-0.0010,11.6,step_down
5.6051,0,0.00,0.0000,11.6,step_down
5.6101,0,0.00,-0.0010,11.6,step_down
5.6151,0,0.00,0.0000,11.6,step_down
5.6201,0,0.00,-0.0010,11.6,step_down
5.6251,0,0.00,-0.0010,11.6,step_down
5.6301,0,0.00,-0.0010,11.6,step_down
5.6351,0,0.00,-0.0020,11.6,step_down
5.6401,0,0.00,-0.0010,11.6,step_down
5.6451,0,0.00,-0.0010,11.6,step_down
5.6501,0,0.00,0.0010,11.6,step_down
5.6551,0,0.00,-0.0010,11.6,step_down
5.6601,0,0.00,-0.0010,11.6,step_down
5.6651,0,0.00,-0.0010,11.6,step_down
5.6701,0,0.00,-0.0010,11.6,step_down
5.6751,0,0.00,0.0000,11.6,step_down
5.6801,0,0.00,0.0010,11.6,step_down
5.6851,0,0.00,-0.0010,11.6,step_down
5.6901,0,0.00,-0.0010,11.6,step_down
5.6951,0,0.00,-0.0010,11.6,step_down
5.7001,0,0.00,-0.0010,11.6,step_down
5.7051,0,0.00,0.0000,11.6,step_down
5.7101,0,0.00,-0.0010,11.6,step_down
5.7151,0,0.00,-0.0010,11.6,step_down
5.7201,0,0.00,-0.0010,11.6,step_down
5.7251,0,0.00,-0.0020,11.6,step_down
5.7301,0,0.00,-0.0010,11.6,step_down
5.7351,0,0.00,-0.0010,11.6,step_down
5.7401,0,0.00,-0.0010,11.6,step_down
5.7451,0,0.00,0.0000,11.6,step_down
5.7501,0,0.00,-0.0010,11.6,step_down
5.7551,0,0.00,-0.0010,11.6,step_down
5.7601,0,0.00,-0.0010,11.6,step_down
5.7651,0,0.00,-0.0010,11.6,step_down
5.7701,0,0.00,-0.0010,11.6,step_down
5.7751,0,0.00,-0.0010,11.6,step_down
5.7801,0,0.00,0.0000,11.6,step_down
5.7851,0,0.00,0.0010,11.6,step_down
5.7901,0,0.00,0.0000,11.6,step_down
5.7951,0,0.00,0.0000,11.6,step_down
5.8001,0,0.00,-0.0010,11.6,step_down
5.8051,0,0.00,-0.0010,11.6,step_down
5.8101,0,0.00,-0.0010,11.6,step_down
5.8151,0,0.00,0.0000,11.6,step_down
5.8201,0,0.00,-0.0010,11.6,step_down
5.8251,0,0.00,-0.0020,11.6,step_down
5.8301,0,0.00,-0.0010,11.6,step_down
5.8351,0,0.00,-0.0010,11.6,step_down
5.8401,0,0.00,-0.0010,11.6,step_down
5.8451,0,0.00,-0.0010,11.6,step_down
5.8501,0,0.00,-0.0010,11.6,step_down
5.8551,0,0.00,-0.0010,11.6,step_down
5.8601,0,0.00,-0.0010,11.6,step_down
5.8651,0,0.00,-0.0010,11.6,step_down
5.8701,0,0.00,-0.0010,11.6,step_down
5.8751,0,0.00,-0.0010,11.6,step_down
5.8801,0,0.00,-0.0010,11.6,step_down
5.8851,0,0.00,-0.0010,11.6,step_down
5.8901,0,0.00,-0.0010,11.6,step_down
5.8951,0,0.00,-0.0010,11.6,step_down
5.9001,0,0.00,0.0000,11.6,step_down
5.9051,0,0.00,-0.0010,11.6,step_down
5.9101,0,0.00,-0.0010,11.6,step_down
5.9151,0,0.00,0.0000,11.6,step_down
5.9201,0,0.00,-0.0020,11.6,step_down
5.9251,0,0.00,-0.0010,11.6,step_down
5.9301,0,0.00,-0.0010,11.6,step_down
5.9351,0,0.00,0.0010,11.6,step_down
5.9401,0,0.00,-0.0010,11.6,step_down
5.9451,0,0.00,0.0010,11.6,step_down
5.9501,0,0.00,-0.0010,11.6,step_down
5.9551,0,0.00,-0.0010,11.6,step_down
5.9601,0,0.00,-0.0010,11.6,step_down
5.9651,0,0.00,-0.0010,11.6,step_down
5.9701,0,0.00,-0.0010,11.6,step_down
5.9751,0,0.00,-0.0010,11.6,step_down
5.9801,0,0.00,-0.0010,11.6,step_down
5.9851,0,0.00,-0.0020,11.6,step_down
5.9901,0,0.00,-0.0010,11.6,step_down
5.9951,0,0.00,-0.0010,11.6,step_down
6.0001,0,0.00,-0.0010,11.6,step_down
6.0051,0,0.00,0.0000,11.6,step_down
6.0101,0,0.00,-0.0010,11.6,step_down
6.0151,0,0.00,-0.0010,11.6,step_down
6.0201,0,0.00,-0.0010,11.6,step_down
6.0251,0,0.00,-0.0010,11.6,step_down
6.0301,0,0.00,-0.0020,11.6,step_down
6.0351,0,0.00,-0.0010,11.6,step_down
6.0401,0,0.00,-0.0020,11.6,step_down
6.0451,0,0.00,-0.0010,11.6,step_down
6.0501,0,0.00,-0.0010,11.6,step_down
6.0551,0,0.00,0.0000,11.6,step_down
6.0601,0,0.00,-0.0010,11.6,step_down
6.0651,0,0.00,-0.0020,11.6,step_down
6.0701,0,0.00,-0.0010,11.6,step_down
6.0751,0,0.00,-0.0010,11.6,step_down
6.0801,0,0.00,-0.0010,11.6,step_down
6.0851,0,0.00,0.0000,11.6,step_down
6.0901,0,0.00,-0.0010,11.6,step_down
6.0951,0,0.00,0.0000,11.6,step_down
6.1001,0,0.00,0.0000,11.6,step_down
6.1051,0,0.00,-0.0010,11.6,step_down
6.1101,0,0.00,-0.0020,11.6,step_down
6.1151,0,0.00,-0.0010,11.6,step_down
6.1201,0,0.00,-0.0010,11.6,step_down
6.1251,0,0.00,0.0010,11.6,step_down
6.1301,0,0.00,-0.0010,11.6,step_down
6.1351,0,0.00,-0.0010,11.6,step_down
6.1401,0,0.00,0.0000,11.6,step_down
6.1451,0,0.00,-0.0010,11.6,step_down
6.1501,0,0.00,-0.0010,11.6,step_down
6.1551,0,0.00,-0.0010,11.6,step_down
6.1601,0,0.00,-0.0010,11.6,step_down
6.1651,0,0.00,-0.0010,11.6,step_down
6.1701,0,0.00,-0.0010,11.6,step_down
6.1751,0,0.00,-0.0010,11.6,step_down
6.1801,0,0.00,-0.0020,11.6,step_down
6.1851,0,0.00,-0.0010,11.6,step_down
6.1901,0,0.00,-0.0010,11.6,step_down
6.1951,0,0.00,-0.0010,11.6,step_down
6.2001,0,0.00,0.0010,11.6,step_down
6.2051,0,0.00,0.0000,11.6,step_down
6.2101,0,0.00,-0.0010,11.6,step_down
6.2151,0,0.00,-0.0020,11.6,step_down
6.2201,0,0.00,0.0000,11.6,step_down
6.2251,0,0.00,-0.0010,11.6,step_down
6.2301,0,0.00,-0.0010,11.6,step_down
6.2351,0,0.00,-0.0010,11.6,step_down
6.2401,0,0.00,0.0000,11.6,step_down
6.2451,0,0.00,0.0000,11.6,step_down
6.2501,0,0.00,-0.0010,11.6,step_down
6.2551,0,0.00,0.0010,11.6,step_down
6.2601,0,0.00,-0.0010,11.6,step_down
6.2651,0,0.00,-0.0010,11.6,step_down
6.2701,0,0.00,-0.0010,11.6,step_down
6.2751,0,0.00,-0.0010,11.6,step_down
6.2801,0,0.00,-0.0010,11.6,step_down
6.2851,0,0.00,0.0010,11.6,step_down
6.2901,0,0.00,-0.0010,11.6,step_down
6.2951,0,0.00,-0.0010,11.6,step_down
6.3001,0,0.00,-0.0010,11.6,step_down
6.3051,0,0.00,-0.0010,11.6,step_down
6.3101,0,0.00,0.0000,11.6,step_down
6.3151,0,0.00,-0.0010,11.6,step_down
6.3201,0,0.00,-0.0020,11.6,step_down
6.3251,0,0.00,-0.0010,11.6,step_down
6.3301,0,0.00,0.0000,11.6,step_down
6.3351,0,0.00,-0.0010,11.6,step_down
6.3401,0,0.00,-0.0010,11.6,step_down
6.3451,0,0.00,-0.0010,11.6,step_down
6.3501,0,0.00,0.0000,11.6,step_down
6.3551,0,0.00,-0.0020,11.6,step_down
6.3601,0,0.00,0.0000,11.6,step_down
6.3651,0,0.00,-0.0010,11.6,step_down
6.3701,0,0.00,-0.0010,11.6,step_down
6.3751,0,0.00,-0.0010,11.6,step_down
6.3801,0,0.00,0.0000,11.6,step_down
6.3851,0,0.00,-0.0010,11.6,step_down
6.3901,0,0.00,-0.0010,11.6,step_down
6.3951,0,0.00,-0.0010,11.6,step_down
6.4001,0,0.00,-0.0010,11.6,step_down
6.4051,0,0.00,-0.0010,11.6,step_down
6.4101,0,0.00,-0.0010,11.6,step_down
6.4151,0,0.00,-0.0010,11.6,step_down
6.4201,0,0.00,-0.0010,11.6,step_down
6.4251,0,0.00,-0.0010,11.6,step_down
6.4301,0,0.00,-0.0010,11.6,step_down
6.4351,0,0.00,0.0010,11.6,step_down
6.4401,0,0.00,0.0000,11.6,step_down
6.4451,0,0.00,-0.0010,11.6,step_down
6.4501,0,0.00,-0.0010,11.6,step_down
6.4551,0,0.00,-0.0010,11.6,step_down
6.4601,0,0.00,-0.0010,11.6,step_down
6.4651,0,0.00,-0.0010,11.6,step_down
6.4701,0,0.00,-0.0010,11.6,step_down
6.4751,0,0.00,-0.0010,11.6,step_down
6.4801,0,0.00,-0.0010,11.6,step_down
6.4851,0,0.00,-0.0020,11.6,step_down
6.4901,0,0.00,-0.0010,11.6,step_down
6.4951,0,0.00,-0.0010,11.6,step_down
6.5001,0,0.00,-0.0010,11.6,step_down
6.5051,0,0.00,-0.0010,11.6,step_down
6.5101,0,0.00,-0.0010,11.6,step_down
6.5151,0,0.00,-0.0020,11.6,step_down
6.5201,0,0.00,-0.0010,11.6,step_down
6.5251,0,0.00,-0.0010,11.6,step_down
6.5301,0,0.00,-0.0010,11.6,step_down
6.5351,0,0.00,-0.0010,11.6,step_down
6.5401,0,0.00,-0.0020,11.6,step_down
6.5451,0,0.00,-0.0010,11.6,step_down
6.5501,0,0.00,0.0000,11.6,step_down
6.5551,0,0.00,-0.0010,11.6,step_down
6.5601,0,0.00,-0.0010,11.6,step_down
6.5651,0,0.00,-0.0010,11.6,step_down
6.5701,0,0.00,-0.0010,11.6,step_down
6.5751,0,0.00,-0.0020,11.6,step_down
6.5801,0,0.00,-0.0010,11.6,step_down
6.5851,0,0.00,-0.0010,11.6,step_down
6.5901,0,0.00,-0.0020,11.6,step_down
6.5951,0,0.00,-0.0010,11.6,step_down
6.6001,0,0.00,-0.0010,11.6,step_down
6.6051,0,0.00,-0.0010,11.6,step_down
6.6105,0,0.00,-0.0010,11.6,step_down
6.6151,0,0.00,-0.0010,11.6,step_down
6.6201,0,0.00,-0.0020,11.6,step_down
6.6251,0,0.00,-0.0010,11.6,step_down
6.6301,0,0.00,0.0000,11.6,step_down
6.6351,0,0.00,-0.0020,11.6,step_down
6.6401,0,0.00,-0.0010,11.6,step_down
6.6451,0,0.00,-0.0010,11.6,step_down
6.6501,0,0.00,0.0020,11.6,step_down
6.6551,0,0.00,0.0000,11.6,step_down
6.6601,0,0.00,0.0000,11.6,step_down
6.6651,0,0.00,-0.0010,11.6,step_down
6.6701,0,0.00,-0.0020,11.6,step_down
6.6751,0,0.00,0.0000,11.6,step_down
6.6801,0,0.00,-0.0010,11.6,step_down
6.6851,0,0.00,0.0000,11.6,step_down
6.6901,0,0.00,-0.0010,11.6,step_down
6.6951,0,0.00,-0.0020,11.6,step_down
6.7001,0,0.00,-0.0010,11.6,step_down
6.7053,0,0.00,0.0000,11.6,step_down
6.7101,0,0.00,-0.0010,11.6,step_down
6.7151,0,0.00,-0.0010,11.6,step_down
6.7201,0,0.00,-0.0020,11.6,step_down
6.7251,0,0.00,-0.0010,11.6,step_down
6.7301,0,0.00,0.0000,11.6,step_down
6.7351,0,0.00,0.0000,11.6,step_down
6.7401,0,0.00,0.0000,11.6,step_down
6.7451,0,0.00,-0.0020,11.6,step_down
6.7501,0,0.00,0.0010,11.6,step_down
6.7551,0,0.00,0.0010,11.6,step_down
6.7601,0,0.00,-0.0010,11.6,step_down
6.7651,0,0.00,-0.0020,11.6,step_down
6.7701,0,0.00,0.0000,11.6,step_down
6.7751,0,0.00,-0.0010,11.6,step_down
6.7801,0,0.00,-0.0010,11.6,step_down
6.7851,0,0.00,0.0000,11.6,step_down
6.7901,0,0.00,-0.0010,11.6,step_down
6.7951,0,0.00,0.0000,11.6,step_down
6.8001,0,0.00,-0.0010,11.6,step_down
6.8051,0,0.00,-0.0020,11.6,step_down
6.8101,0,0.00,-0.0020,11.6,step_down
6.8151,0,0.00,-0.0010,11.6,step_down
6.8201,0,0.00,0.0010,11.6,step_down
6.8251,0,0.00,-0.0010,11.6,step_down
6.8301,0,0.00,-0.0010,11.6,step_down
6.8351,0,0.00,-0.0020,11.6,step_down
6.8401,0,0.00,0.0000,11.6,step_down
6.8451,0,0.00,-0.0010,11.6,step_down
6.8501,0,0.00,-0.0010,11.6,step_down
6.8551,0,0.00,-0.0020,11.6,step_down
6.8601,0,0.00,-0.0010,11.6,step_down
6.8651,0,0.00,-0.0010,11.6,step_down
6.8701,0,0.00,-0.0010,11.6,step_down
6.8751,0,0.00,-0.0010,11.6,step_down
6.8801,0,0.00,-0.0010,11.6,step_down
6.8851,0,0.00,-0.0010,11.6,step_down
6.8901,0,0.00,-0.0010,11.6,step_down
6.8951,0,0.00,-0.0010,11.6,step_down
6.9001,0,0.00,-0.0010,11.6,step_down
6.9051,0,0.00,-0.0020,11.6,step_down
6.9101,0,0.00,0.0000,11.6,step_down
6.9151,0,0.00,-0.0010,11.6,step_down
6.9201,0,0.00,-0.0010,11.6,step_down
6.9251,0,0.00,-0.0010,11.6,step_down
6.9301,0,0.00,-0.0010,11.6,step_down
6.9351,0,0.00,-0.0010,11.6,step_down
6.9401,0,0.00,0.0000,11.6,step_down
6.9451,0,0.00,-0.0010,11.6,step_down
6.9501,0,0.00,-0.0010,11.6,step_down
6.9551,0,0.00,-0.0020,11.6,step_down
6.9601,0,0.00,0.0010,11.6,step_down
6.9651,0,0.00,0.0000,11.6,step_down
6.9701,0,0.00,-0.0010,11.6,step_down
6.9751,0,0.00,0.0000,11.6,step_down
6.9801,0,0.00,-0.0010,11.6,step_down
6.9851,0,0.00,-0.0010,11.6,step_down
6.9901,0,0.00,0.0000,11.6,step_down
6.9951,0,0.00,-0.0020,11.6,step_down
