idx,stamp_sec,stamp_nsec,stamp_ns,x_fp,y_fp,theta_fp,velocity_fp,vy_fp,omega_fp,steering_angle_fp,horizon_length_msg,ref_ey_fp_0,ref_ey_fp_1,ref_ey_fp_2,ref_ey_fp_3,ref_ey_fp_4,ref_ey_fp_5,ref_ey_fp_6,ref_ey_fp_7,ref_ey_fp_8,ref_ey_fp_9,ref_ey_fp_10,ref_ey_fp_11,ref_ey_fp_12,ref_ey_fp_13,ref_ey_fp_14,ref_ey_fp_15,ref_ey_fp_16,ref_ey_fp_17,ref_ey_fp_18,ref_ey_fp_19,ref_epsi_fp_0,ref_epsi_fp_1,ref_epsi_fp_2,ref_epsi_fp_3,ref_epsi_fp_4,ref_epsi_fp_5,ref_epsi_fp_6,ref_epsi_fp_7,ref_epsi_fp_8,ref_epsi_fp_9,ref_epsi_fp_10,ref_epsi_fp_11,ref_epsi_fp_12,ref_epsi_fp_13,ref_epsi_fp_14,ref_epsi_fp_15,ref_epsi_fp_16,ref_epsi_fp_17,ref_epsi_fp_18,ref_epsi_fp_19,ref_x_fp_0,ref_x_fp_1,ref_x_fp_2,ref_x_fp_3,ref_x_fp_4,ref_x_fp_5,ref_x_fp_6,ref_x_fp_7,ref_x_fp_8,ref_x_fp_9,ref_x_fp_10,ref_x_fp_11,ref_x_fp_12,ref_x_fp_13,ref_x_fp_14,ref_x_fp_15,ref_x_fp_16,ref_x_fp_17,ref_x_fp_18,ref_x_fp_19,ref_y_fp_0,ref_y_fp_1,ref_y_fp_2,ref_y_fp_3,ref_y_fp_4,ref_y_fp_5,ref_y_fp_6,ref_y_fp_7,ref_y_fp_8,ref_y_fp_9,ref_y_fp_10,ref_y_fp_11,ref_y_fp_12,ref_y_fp_13,ref_y_fp_14,ref_y_fp_15,ref_y_fp_16,ref_y_fp_17,ref_y_fp_18,ref_y_fp_19,ref_psi_fp_0,ref_psi_fp_1,ref_psi_fp_2,ref_psi_fp_3,ref_psi_fp_4,ref_psi_fp_5,ref_psi_fp_6,ref_psi_fp_7,ref_psi_fp_8,ref_psi_fp_9,ref_psi_fp_10,ref_psi_fp_11,ref_psi_fp_12,ref_psi_fp_13,ref_psi_fp_14,ref_psi_fp_15,ref_psi_fp_16,ref_psi_fp_17,ref_psi_fp_18,ref_psi_fp_19,ref_vx_fp_0,ref_vx_fp_1,ref_vx_fp_2,ref_vx_fp_3,ref_vx_fp_4,ref_vx_fp_5,ref_vx_fp_6,ref_vx_fp_7,ref_vx_fp_8,ref_vx_fp_9,ref_vx_fp_10,ref_vx_fp_11,ref_vx_fp_12,ref_vx_fp_13,ref_vx_fp_14,ref_vx_fp_15,ref_vx_fp_16,ref_vx_fp_17,ref_vx_fp_18,ref_vx_fp_19,ref_vy_fp_0,ref_vy_fp_1,ref_vy_fp_2,ref_vy_fp_3,ref_vy_fp_4,ref_vy_fp_5,ref_vy_fp_6,ref_vy_fp_7,ref_vy_fp_8,ref_vy_fp_9,ref_vy_fp_10,ref_vy_fp_11,ref_vy_fp_12,ref_vy_fp_13,ref_vy_fp_14,ref_vy_fp_15,ref_vy_fp_16,ref_vy_fp_17,ref_vy_fp_18,ref_vy_fp_19,ref_omega_ref_fp_0,ref_omega_ref_fp_1,ref_omega_ref_fp_2,ref_omega_ref_fp_3,ref_omega_ref_fp_4,ref_omega_ref_fp_5,ref_omega_ref_fp_6,ref_omega_ref_fp_7,ref_omega_ref_fp_8,ref_omega_ref_fp_9,ref_omega_ref_fp_10,ref_omega_ref_fp_11,ref_omega_ref_fp_12,ref_omega_ref_fp_13,ref_omega_ref_fp_14,ref_omega_ref_fp_15,ref_omega_ref_fp_16,ref_omega_ref_fp_17,ref_omega_ref_fp_18,ref_omega_ref_fp_19,ref_kappa_fp_0,ref_kappa_fp_1,ref_kappa_fp_2,ref_kappa_fp_3,ref_kappa_fp_4,ref_kappa_fp_5,ref_kappa_fp_6,ref_kappa_fp_7,ref_kappa_fp_8,ref_kappa_fp_9,ref_kappa_fp_10,ref_kappa_fp_11,ref_kappa_fp_12,ref_kappa_fp_13,ref_kappa_fp_14,ref_kappa_fp_15,ref_kappa_fp_16,ref_kappa_fp_17,ref_kappa_fp_18,ref_kappa_fp_19,ref_left_bound_fp_0,ref_left_bound_fp_1,ref_left_bound_fp_2,ref_left_bound_fp_3,ref_left_bound_fp_4,ref_left_bound_fp_5,ref_left_bound_fp_6,ref_left_bound_fp_7,ref_left_bound_fp_8,ref_left_bound_fp_9,ref_left_bound_fp_10,ref_left_bound_fp_11,ref_left_bound_fp_12,ref_left_bound_fp_13,ref_left_bound_fp_14,ref_left_bound_fp_15,ref_left_bound_fp_16,ref_left_bound_fp_17,ref_left_bound_fp_18,ref_left_bound_fp_19,ref_right_bound_fp_0,ref_right_bound_fp_1,ref_right_bound_fp_2,ref_right_bound_fp_3,ref_right_bound_fp_4,ref_right_bound_fp_5,ref_right_bound_fp_6,ref_right_bound_fp_7,ref_right_bound_fp_8,ref_right_bound_fp_9,ref_right_bound_fp_10,ref_right_bound_fp_11,ref_right_bound_fp_12,ref_right_bound_fp_13,ref_right_bound_fp_14,ref_right_bound_fp_15,ref_right_bound_fp_16,ref_right_bound_fp_17,ref_right_bound_fp_18,ref_right_bound_fp_19,e_y_fp,e_psi_fp
262,1779177351,77684018,1779177351077684018,0,0,0,0,0,66,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481325,489389,497704,506276,515109,524230,533580,543041,552444,561634,570093,578533,586971,595388,603776,612119,620406,628622,636753,644790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190036,-251065,-242144,-233010,-223494,-213559,-205112,-199489,-194249,-190156,-185661,-181226,-177210,-174201,-170775,-167548,-165610,-163356,-161565,-159676,-103500,-134484,-127539,-120650,-113738,-106791,-100770,-96300,-92175,-88756,-85372,-82117,-79143,-76699,-74146,-71753,-69976,-68122,-66514,-64917,209715,205119,203138,200457,193987,189917,188744,188744,183501,183501,178258,180879,181055,179189,180879,183501,180879,187934,186122,189679,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260628,259523,257136,257711,254280,256901,27100,-41987
263,1779177351,82445993,1779177351082445993,0,0,0,0,0,27,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481472,489541,497862,506440,515278,524405,533761,543228,552636,561831,570294,578740,587182,595605,603997,612345,620637,628858,636994,645035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190095,-251139,-242214,-233073,-223552,-213608,-205160,-199541,-194300,-190198,-185705,-181271,-177253,-174238,-170820,-167587,-165647,-163395,-161614,-159726,-103500,-134482,-127535,-120644,-113730,-106780,-100760,-96292,-92167,-88744,-85362,-82108,-79134,-76688,-74138,-71744,-69966,-68112,-66509,-64913,209715,205117,203133,200444,193987,189895,188744,188744,183501,183501,178258,180879,181082,179131,180879,183501,180879,188010,186122,189721,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260597,259523,257172,257635,254280,256901,27100,-41987
264,1779177351,87455367,1779177351087455367,0,0,0,0,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481620,489694,498019,506603,515447,524580,533942,543414,552828,562028,570495,578945,587393,595820,604218,612571,620867,629093,637233,645279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190153,-251214,-242283,-233135,-223610,-213657,-205208,-199593,-194351,-190240,-185748,-181315,-177296,-174275,-170865,-167626,-165684,-163434,-161662,-159775,-103500,-134480,-127532,-120637,-113723,-106769,-100749,-96284,-92159,-88733,-85352,-82099,-79124,-76676,-74131,-71734,-69956,-68103,-66504,-64908,209715,205115,203129,200430,193987,189873,188744,188744,183501,183501,178258,180879,181108,179074,180879,183501,180879,188085,186122,189763,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260566,259523,257207,257560,254280,256901,27100,-41987
265,1779177351,92453924,1779177351092453924,0,0,0,0,0,37,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481767,489846,498177,506766,515616,524755,534123,543601,553021,562225,570696,579151,587604,596037,604439,612797,621098,629329,637473,645523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190211,-251288,-242353,-233198,-223668,-213706,-205256,-199645,-194402,-190283,-185791,-181360,-177339,-174312,-170910,-167665,-165722,-163472,-161711,-159825,-103500,-134478,-127528,-120630,-113715,-106758,-100738,-96276,-92151,-88722,-85341,-82090,-79115,-76665,-74123,-71724,-69945,-68094,-66499,-64904,209715,205112,203124,200417,193987,189851,188744,188744,183501,183501,178258,180879,181135,179016,180879,183501,180879,188160,186122,189805,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260535,259523,257243,257485,254280,256901,27100,-41987
266,1779177351,97450721,1779177351097450721,0,0,0,0,0,117,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481915,489999,498335,506929,515785,524929,534304,543788,553213,562421,570896,579357,587815,596253,604660,613023,621328,629564,637713,645767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190269,-251363,-242422,-233260,-223726,-213755,-205304,-199697,-194453,-190325,-185834,-181404,-177382,-174350,-170955,-167704,-165759,-163511,-161760,-159874,-103500,-134476,-127524,-120624,-113707,-106747,-100728,-96268,-92143,-88710,-85331,-82081,-79106,-76653,-74116,-71714,-69935,-68084,-66495,-64900,209715,205110,203120,200404,193987,189829,188744,188744,183501,183501,178258,180879,181162,178959,180879,183501,180879,188235,186122,189847,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260504,259523,257278,257409,254280,256901,27100,-41986
267,1779177351,102460542,1779177351102460542,0,0,0,0,0,198,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482062,490151,498492,507093,515954,525104,534485,543974,553405,562618,571097,579563,588026,596469,604881,613249,621559,629799,637953,646011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190328,-251437,-242492,-233322,-223784,-213805,-205352,-199749,-194505,-190367,-185877,-181449,-177425,-174387,-171000,-167743,-165796,-163550,-161809,-159923,-103500,-134474,-127520,-120617,-113700,-106736,-100717,-96260,-92135,-88699,-85321,-82072,-79097,-76642,-74108,-71705,-69925,-68075,-66490,-64895,209715,205108,203116,200391,193987,189807,188744,188744,183501,183501,178258,180879,181188,178901,180879,183501,180879,188311,186122,189889,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260473,259523,257313,257334,254280,256901,27100,-41985
268,1779177351,107470875,1779177351107470875,0,0,0,0,0,211,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482210,490304,498651,507256,516123,525280,534666,544162,553598,562815,571298,579769,588238,596686,605103,613475,621790,630035,638194,646256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190386,-251512,-242561,-233385,-223843,-213854,-205400,-199801,-194556,-190409,-185920,-181493,-177468,-174424,-171045,-167782,-165833,-163589,-161858,-159973,-103500,-134472,-127516,-120611,-113692,-106725,-100706,-96252,-92128,-88687,-85311,-82063,-79087,-76630,-74100,-71695,-69914,-68066,-66485,-64891,209715,205106,203111,200377,193987,189784,188744,188744,183501,183501,178258,180879,181215,178843,180879,183501,180879,188386,186122,189931,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260442,259523,257349,257259,254280,256901,27100,-41984
269,1779177351,112715039,1779177351112715039,0,0,0,0,0,162,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482527,490632,498990,507607,516487,525655,535055,544563,554011,563238,571729,580212,588691,597150,605578,613961,622286,630542,638709,646781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190511,-251672,-242711,-233519,-223968,-213959,-205503,-199912,-194665,-190500,-186013,-181589,-177560,-174503,-171141,-167865,-165913,-163672,-161963,-160079,-103500,-134468,-127508,-120596,-113675,-106701,-100684,-96235,-92111,-88663,-85289,-82043,-79067,-76606,-74084,-71674,-69892,-68046,-66474,-64881,209715,205101,203102,200349,193987,189737,188744,188744,183501,183501,178258,180879,181272,178720,180879,183501,180879,188548,186122,190022,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260375,259523,257425,257097,254280,256901,27100,-41983
270,1779177351,117470006,1779177351117470006,0,0,0,0,0,162,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482527,490632,498990,507607,516487,525655,535055,544563,554011,563238,571729,580212,588691,597150,605578,613961,622286,630542,638709,646781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190511,-251672,-242711,-233519,-223968,-213959,-205503,-199912,-194665,-190500,-186013,-181589,-177560,-174503,-171141,-167865,-165913,-163672,-161963,-160079,-103500,-134468,-127508,-120596,-113675,-106701,-100684,-96235,-92111,-88663,-85289,-82043,-79067,-76606,-74084,-71674,-69892,-68046,-66474,-64881,209715,205101,203102,200349,193987,189737,188744,188744,183501,183501,178258,180879,181272,178720,180879,183501,180879,188548,186122,190022,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260375,259523,257425,257097,254280,256901,27100,-41983
271,1779177351,122509812,1779177351122509812,0,0,0,0,0,176,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482654,490763,499125,507747,516632,525805,535211,544723,554176,563406,571902,580388,588872,597335,605768,614155,622484,630744,638915,646991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190561,-251736,-242770,-233573,-224017,-214001,-205544,-199957,-194709,-190536,-186050,-181627,-177597,-174535,-171180,-167899,-165945,-163706,-162005,-160121,-103500,-134466,-127505,-120591,-113669,-106692,-100675,-96228,-92104,-88653,-85280,-82035,-79059,-76596,-74078,-71665,-69884,-68038,-66470,-64877,209715,205099,203098,200337,193987,189718,188744,188744,183501,183501,178258,180879,181295,178670,180879,183501,180879,188613,186122,190058,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260349,259523,257455,257032,254280,256901,27100,-41982
272,1779177351,127491600,1779177351127491600,0,0,0,0,0,165,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482801,490914,499282,507909,516800,525979,535391,544909,554368,563602,572101,580593,589082,597550,605988,614380,622714,630978,639154,647234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190619,-251810,-242839,-233635,-224075,-214050,-205591,-200009,-194760,-190578,-186093,-181671,-177639,-174572,-171225,-167937,-165982,-163744,-162053,-160171,-103500,-134464,-127501,-120584,-113661,-106681,-100664,-96220,-92096,-88642,-85270,-82026,-79050,-76584,-74070,-71656,-69873,-68029,-66465,-64873,209715,205097,203093,200324,193987,189696,188744,188744,183501,183501,178258,180879,181321,178613,180879,183501,180879,188687,186122,190099,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260318,259523,257491,256957,254280,256901,27100,-41981
273,1779177351,132462413,1779177351132462413,0,0,0,0,0,63,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482948,491067,499439,508072,516968,526154,535571,545095,554560,563798,572302,580798,589293,597766,606208,614605,622944,631213,639394,647478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190677,-251885,-242909,-233697,-224133,-214099,-205639,-200061,-194811,-190620,-186136,-181715,-177682,-174609,-171269,-167976,-166019,-163781,-162102,-160220,-103500,-134462,-127497,-120578,-113653,-106670,-100653,-96212,-92088,-88631,-85260,-82017,-79041,-76573,-74062,-71646,-69863,-68019,-66460,-64868,209715,205095,203089,200311,193987,189674,188744,188744,183501,183501,178258,180879,181347,178555,180879,183501,180879,188734,186122,190141,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260287,259523,257526,256911,254280,256901,27100,-41981
274,1779177351,137485674,1779177351137485674,0,0,0,0,0,-53,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483095,491219,499597,508236,517137,526329,535752,545282,554752,563995,572502,581005,589504,597983,606430,614832,623175,631449,639634,647722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190736,-251959,-242978,-233759,-224191,-214148,-205687,-200112,-194862,-190662,-186179,-181760,-177725,-174646,-171314,-168015,-166056,-163815,-162151,-160269,-103500,-134460,-127493,-120571,-113646,-106659,-100643,-96204,-92081,-88619,-85250,-82008,-79032,-76561,-74055,-71636,-69853,-68007,-66455,-64864,209715,205092,203085,200298,193987,189652,188744,188744,183501,183501,178258,180879,181374,178498,180879,183501,180879,188697,186122,190183,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260256,259523,257561,256948,254280,256901,27100,-41981
275,1779177351,142028860,1779177351142028860,0,0,0,0,0,-50,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483243,491372,499755,508399,517306,526504,535933,545469,554944,564192,572703,581210,589715,598199,606651,615058,623406,631684,639874,647966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190794,-252034,-243047,-233821,-224249,-214197,-205735,-200164,-194913,-190704,-186222,-181804,-177768,-174683,-171359,-168054,-166093,-163848,-162200,-160319,-103500,-134458,-127489,-120565,-113638,-106648,-100632,-96196,-92073,-88608,-85239,-81999,-79022,-76550,-74047,-71626,-69843,-67996,-66450,-64859,209715,205090,203080,200284,193987,189630,188744,188744,183501,183501,178258,180879,181401,178440,180879,183501,180879,188659,186122,190225,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260225,259523,257597,256986,254280,256901,27100,-41981
276,1779177351,147525157,1779177351147525157,0,0,0,0,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483391,491525,499913,508562,517476,526679,536115,545656,555137,564389,572904,581417,589926,598415,606873,615284,623637,631920,640115,648211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190852,-252108,-243117,-233884,-224308,-214246,-205783,-200216,-194964,-190746,-186265,-181849,-177811,-174720,-171404,-168093,-166130,-163881,-162248,-160368,-103500,-134456,-127486,-120558,-113630,-106637,-100621,-96188,-92065,-88597,-85229,-81990,-79013,-76538,-74040,-71617,-69832,-67984,-66445,-64855,209715,205088,203076,200271,193987,189608,188744,188744,183501,183501,178258,180879,181427,178383,180879,183501,180879,188621,186122,190268,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260194,259523,257632,257024,254280,256901,27100,-41981
277,1779177351,152443104,1779177351152443104,0,0,0,0,0,81,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483538,491677,500070,508725,517645,526853,536296,545843,555329,564585,573105,581623,590137,598631,607094,615510,623868,632155,640354,648455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190910,-252183,-243186,-233946,-224365,-214295,-205830,-200268,-195015,-190788,-186308,-181893,-177853,-174757,-171449,-168132,-166167,-163914,-162297,-160417,-103500,-134454,-127482,-120551,-113622,-106626,-100611,-96180,-92057,-88585,-85219,-81981,-79004,-76527,-74032,-71607,-69822,-67972,-66440,-64850,209715,205086,203071,200258,193987,189585,188744,188744,183501,183501,178258,180879,181454,178325,180879,183501,180879,188584,186122,190310,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260163,259523,257668,257061,254280,256901,27100,-41980
278,1779177351,157448094,1779177351157448094,0,0,0,0,0,42,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483686,491829,500228,508889,517814,527028,536477,546030,555522,564782,573306,581829,590348,598848,607315,615736,624099,632391,640595,648700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190969,-252257,-243256,-234008,-224424,-214344,-205878,-200320,-195066,-190830,-186351,-181937,-177896,-174793,-171494,-168171,-166204,-163947,-162346,-160467,-103500,-134453,-127478,-120545,-113615,-106615,-100600,-96172,-92049,-88574,-85209,-81972,-78995,-76515,-74024,-71597,-69812,-67961,-66435,-64846,209715,205084,203067,200244,193987,189563,188744,188744,183501,183501,178258,180879,181480,178268,180879,183501,180879,188546,186122,190352,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260132,259523,257703,257099,254280,256901,27100,-41980
279,1779177351,162451035,1779177351162451035,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483833,491982,500386,509052,517983,527203,536658,546216,555714,564979,573506,582034,590559,599064,607536,615962,624329,632626,640835,648944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-191027,-252332,-243325,-234071,-224482,-214392,-205926,-200372,-195117,-190872,-186394,-181982,-177939,-174827,-171539,-168209,-166241,-163981,-162395,-160516,-103500,-134451,-127474,-120538,-113607,-106603,-100590,-96164,-92041,-88563,-85199,-81963,-78985,-76502,-74017,-71587,-69801,-67949,-66430,-64841,209715,205081,203062,200231,193987,189541,188744,188744,183501,183501,178258,180879,181507,178282,180879,183501,180879,188508,186122,190394,262144,262144,270008,270008,264765,264765,270008,264765,264765,264765,264765,264765,262144,262144,260101,259523,257738,257136,254280,256901,27100,-41980
