# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
3.880459,5.095879,-1.047161,-0.665135,-0.207766,5.270550,-1.517095,2.943005,0.430000
3.900461,5.111602,-1.059526,-0.669294,-0.201364,5.261438,-1.691998,2.978117,0.430000
3.920464,5.127276,-1.071954,-0.673155,-0.195002,5.252384,-1.839535,3.010000,0.431836
3.940466,5.142904,-1.084439,-0.676793,-0.189259,5.243932,-1.939603,3.012730,0.450000
3.960468,5.158487,-1.096981,-0.680220,-0.184107,5.235806,-1.983808,3.045119,0.447952
3.980471,5.174026,-1.109578,-0.683468,-0.179643,5.228302,-1.969494,3.091816,0.430000
4.000473,5.189520,-1.122231,-0.686582,-0.175449,5.221051,-1.915306,3.110000,0.430000
4.020476,5.204972,-1.134935,-0.689658,-0.172060,5.214537,-1.824420,3.113209,0.429542
4.040478,5.220381,-1.147690,-0.692704,-0.169205,5.208570,-1.700892,3.148278,0.424532
4.060480,5.235747,-1.160498,-0.695714,-0.166634,5.202667,-1.550668,3.177081,0.420000
4.080483,5.251073,-1.173353,-0.698778,-0.164814,5.197448,-1.382267,3.155652,0.420000
4.100485,5.266358,-1.186255,-0.701871,-0.163611,5.192873,-1.206449,3.200000,0.418980
4.120487,5.281603,-1.199205,-0.705036,-0.162725,5.188733,-1.033832,3.205521,0.410000
4.140490,5.296806,-1.212203,-0.708205,-0.162136,5.185177,-0.871081,3.250550,0.410000
4.160492,5.311972,-1.225245,-0.711444,-0.162311,5.182299,-0.728899,3.255571,0.410000
4.180494,5.327098,-1.238333,-0.714715,-0.163036,5.179515,-0.590864,3.263541,0.408820
4.200497,5.342186,-1.251465,-0.718010,-0.164288,5.177486,-0.451503,3.290000,0.402414
4.220499,5.357232,-1.264645,-0.721279,-0.165924,5.175978,-0.298484,3.291241,0.418759
4.240502,5.372240,-1.277868,-0.724559,-0.168425,5.174993,-0.139228,3.302489,0.408756
4.260504,5.387205,-1.291141,-0.727881,-0.171183,5.174559,0.018048,3.318004,0.399335
4.280506,5.402128,-1.304461,-0.731180,-0.174574,5.174798,0.167400,3.302965,0.394322
4.300509,5.417004,-1.317834,-0.734527,-0.178120,5.175141,0.302810,3.290000,0.391369
4.320511,5.431834,-1.331257,-0.737882,-0.182073,5.176191,0.420981,3.286044,0.400000
4.340513,5.446617,-1.344734,-0.741259,-0.186452,5.177745,0.517733,3.260000,0.402804
4.360516,5.461350,-1.358264,-0.744654,-0.191297,5.179740,0.590380,3.253294,0.418659
4.380518,5.476031,-1.371852,-0.748194,-0.196379,5.182261,0.639647,3.206362,0.408545
4.400520,5.490660,-1.385495,-0.751863,-0.201880,5.185309,0.662439,3.181328,0.398531
4.420523,5.505234,-1.399196,-0.755703,-0.207818,5.188438,0.643835,3.154162,0.392919
4.440525,5.519753,-1.412956,-0.759745,-0.214261,5.192095,0.583548,3.118647,0.410000
4.460528,5.534212,-1.426777,-0.764073,-0.220712,5.196209,0.497694,3.105626,0.408542
4.480530,5.548609,-1.440663,-0.768636,-0.227036,5.200621,0.391217,3.074220,0.401445
4.500532,5.562943,-1.454612,-0.773489,-0.233334,5.204592,0.280891,3.035913,0.411362
4.520535,5.577210,-1.468630,-0.778586,-0.239157,5.204273,0.180071,3.005511,0.419252
4.540537,5.591406,-1.482718,-0.783880,-0.244282,5.203961,0.104050,2.975644,0.414274
4.560539,5.605528,-1.496880,-0.789362,-0.248166,5.203649,0.071922,2.943643,0.410000
4.580542,5.619574,-1.511117,-0.794940,-0.250744,5.203335,0.113027,2.898679,0.410000
4.600544,5.633541,-1.525431,-0.800537,-0.251824,5.203021,0.238792,2.858597,0.410000
4.620546,5.647431,-1.539821,-0.806122,-0.251668,5.202706,0.436158,2.845665,0.411445
4.640549,5.661241,-1.554288,-0.811669,-0.249983,5.202390,0.689161,2.814727,0.421507
4.660551,5.674972,-1.568829,-0.817105,-0.247054,5.202078,0.982163,2.779882,0.431462
4.680554,5.688628,-1.583442,-0.822387,-0.243125,5.201765,1.297390,2.745689,0.440000
4.700556,5.702207,-1.598128,-0.827518,-0.238111,5.202272,1.621185,2.715483,0.438494
4.720558,5.715711,-1.612882,-0.832430,-0.232249,5.208091,1.936221,2.685618,0.430000
4.740561,5.729146,-1.627700,-0.837153,-0.226053,5.217988,2.231908,2.655547,0.430000
4.760563,5.742513,-1.642580,-0.841655,-0.219670,5.228452,2.496176,2.625491,0.430000
4.780565,5.755813,-1.657520,-0.845977,-0.213032,5.242366,2.717761,2.597047,0.431476
4.800568,5.769050,-1.672516,-0.850100,-0.206467,5.257933,2.883402,2.580000,0.441382
4.820570,5.782226,-1.687567,-0.854035,-0.200163,5.275243,2.983799,2.574834,0.450738
4.840572,5.795344,-1.702668,-0.857784,-0.194265,5.293637,3.031889,2.539876,0.455732
4.860575,5.808402,-1.717821,-0.861370,-0.188454,5.311139,3.030783,2.505649,0.458550
4.880577,5.821407,-1.733020,-0.864851,-0.183364,5.322517,2.983441,2.480000,0.452882
4.900580,5.834357,-1.748266,-0.868185,-0.178646,5.328577,2.896205,2.476242,0.470000
4.920582,5.847257,-1.763554,-0.871470,-0.174781,5.334456,2.778560,2.451353,0.470000
4.940584,5.860107,-1.778884,-0.874696,-0.171575,5.340329,2.642589,2.427142,0.468571
4.960587,5.872908,-1.794255,-0.877867,-0.169043,5.346356,2.502835,2.406306,0.462216
4.980589,5.885656,-1.809669,-0.881004,-0.166753,5.353434,2.378538,2.381280,0.477232
5.000591,5.898359,-1.825121,-0.884154,-0.165315,5.360735,2.290284,2.357030,0.492970
5.020594,5.911011,-1.840614,-0.887339,-0.164196,5.369373,2.259548,2.337139,0.507139
5.040596,5.923615,-1.856146,-0.890532,-0.163445,5.378481,2.283411,2.316997,0.490751
5.060599,5.936168,-1.871719,-0.893707,-0.162849,5.388003,2.355831,2.297004,0.495749
5.080601,5.948674,-1.887330,-0.896915,-0.162776,5.397617,2.481027,2.275533,0.498511
5.100603,5.961129,-1.902982,-0.900167,-0.162724,5.407832,2.646380,2.247070,0.495859
5.120606,5.973533,-1.918673,-0.903437,-0.162783,5.418635,2.838682,2.226966,0.528483
5.140608,5.985887,-1.934404,-0.906710,-0.162890,5.429975,3.038326,2.206983,0.518492
5.160610,5.998190,-1.950176,-0.909955,-0.162967,5.441418,3.222630,2.190000,0.511498
5.180613,6.010441,-1.965987,-0.913247,-0.163022,5.453524,3.373477,2.184043,0.521489
5.200615,6.022640,-1.981839,-0.916537,-0.163072,5.466142,3.499300,2.146934,0.528467
5.220617,6.034788,-1.997730,-0.919811,-0.163161,5.479140,3.616444,2.126925,0.523075
5.240620,6.046882,-2.013662,-0.923081,-0.162968,5.492533,3.726109,2.108484,0.542274
5.260622,6.058925,-2.029632,-0.926352,-0.162969,5.506450,3.830094,2.098469,0.557296
5.280625,6.070915,-2.045642,-0.929639,-0.162774,5.520464,3.930284,2.085373,0.567686
5.300627,6.082853,-2.061692,-0.932889,-0.162480,5.535001,4.024893,2.055392,0.552696
5.320629,6.094740,-2.077779,-0.936120,-0.162529,5.549602,4.116177,2.028471,0.538471
5.340632,6.106574,-2.093905,-0.939372,-0.162467,5.564593,4.199993,2.015423,0.531526
5.360634,6.118354,-2.110070,-0.942659,-0.162087,5.579878,4.275340,1.987667,0.540778
5.380636,6.130080,-2.126275,-0.945908,-0.161581,5.595363,4.342181,1.972672,0.545776
5.400639,6.141754,-2.142517,-0.949161,-0.161212,5.610886,4.401999,1.955358,0.551547
5.420641,6.153377,-2.158796,-0.952399,-0.160877,5.626644,4.454486,1.931542,0.561542
5.440643,6.164948,-2.175112,-0.955611,-0.160611,5.642606,4.499232,1.936861,0.572354
5.460646,6.176464,-2.191466,-0.958812,-0.160087,5.658642,4.535403,1.916861,0.587354
5.480648,6.187930,-2.207856,-0.962016,-0.159735,5.674689,4.565128,1.896866,0.601567
5.500651,6.199343,-2.224283,-0.965199,-0.159491,5.690808,4.588197,1.877664,0.612336
5.520653,6.210704,-2.240746,-0.968397,-0.159124,5.707004,4.604251,1.862634,0.627366
5.540655,6.222012,-2.257245,-0.971584,-0.158808,5.723187,4.614135,1.846814,0.640000
5.560658,6.233268,-2.273779,-0.974748,-0.158579,5.739304,4.618402,1.826837,0.640000
5.580660,6.244470,-2.290351,-0.977906,-0.158106,5.755420,4.616372,1.806848,0.641576
5.600662,6.255621,-2.306957,-0.981064,-0.157781,5.771485,4.610012,1.787336,0.650533
