stage,trial_id,condition_id,side,fraction,approach,sweep,raw_target,raw_echo,odom_vx_mps,odom_vx_mad,yaw_rate_rad_s,yaw_rate_mad,curvature_inv_m,delta_eq_rad,delta_eq_deg,split
04_static_map_training,training_high_raw_0.08_inward_sweep_01__attempt_01,training_high_raw_0.08_inward_sweep_01,high_raw,0.08,inward,1.0,0.5646002220481119,0.5646002220481119,0.616189010989011,0.0030205938461536994,-0.0587243305798464,0.012657307946580423,-0.0953024632581344,-0.030868190155540924,-1.768617017119771,train
04_static_map_training,training_high_raw_0.04_inward_sweep_01__attempt_01,training_high_raw_0.04_inward_sweep_01,high_raw,0.04,inward,1.0,0.5485393621371601,0.5485393621371601,0.616189010989011,0.0026849723076922505,-0.014999792385895867,0.01190282989736739,-0.02434284305366064,-0.007886917614104103,-0.451887092655554,train
04_static_map_training,training_low_raw_0.04_outward_sweep_01__attempt_01,training_low_raw_0.04_outward_sweep_01,low_raw,0.04,outward,1.0,0.5158185022262085,0.5158185022262085,0.6157362637362638,0.003356215384615313,0.024253402367541695,0.013614212578551006,0.03938927069257378,0.012761430908735433,0.7311761316183392,train
04_static_map_training,training_low_raw_0.08_outward_sweep_01__attempt_01,training_low_raw_0.08_outward_sweep_01,low_raw,0.08,outward,1.0,0.4991585022262085,0.4991585022262085,0.6164153846153847,0.0030205938461538642,0.06544061591351383,0.013861373329255001,0.10616317753708533,0.03438331365332586,1.9700187580101114,train
04_static_map_training,training_low_raw_0.15_outward_sweep_01__attempt_01,training_low_raw_0.15_outward_sweep_01,low_raw,0.15,outward,1.0,0.47000350222620846,0.47000350222620846,0.6157362637362638,0.0030205938461538642,0.13098186754533975,0.012552157048982939,0.2127239782022044,0.0688137441767763,3.9427371138222274,train
04_static_map_training,training_low_raw_0.27_outward_sweep_01__attempt_01,training_low_raw_0.27_outward_sweep_01,low_raw,0.27,outward,1.0,0.42002350222620843,0.42002350222620843,0.6159626373626373,0.003356215384615313,0.24257306929772995,0.013562985139088414,0.393811336246551,0.1269091251025501,7.271357250073891,train
04_static_map_training,training_low_raw_0.42_outward_sweep_01__attempt_01,training_low_raw_0.42_outward_sweep_01,low_raw,0.42,outward,1.0,0.3575485022262084,0.3575485022262084,0.6152835164835165,0.0040274584615383755,0.3868015182685014,0.014283371199324362,0.6286557463446427,0.20093578836485573,11.512772626440146,train
04_static_map_training,training_low_raw_0.57_outward_sweep_01__attempt_01,training_low_raw_0.57_outward_sweep_01,low_raw,0.57,outward,1.0,0.2950735022262083,0.2950735022262083,0.6146043956043956,0.005034323076923052,0.522628476303643,0.027020794703062845,0.8503493955484902,0.2688432700955588,15.403584726971175,train
04_static_map_training,training_low_raw_0.72_outward_sweep_01__attempt_01,training_low_raw_0.72_outward_sweep_01,low_raw,0.72,outward,1.0,0.23259850222620826,0.23259850222620826,0.6133593406593407,0.006880241538461598,0.6337904347449612,0.04273908945146043,1.0333101539851952,0.32306321992909126,18.510159017843637,train
04_static_map_training,training_low_raw_0.87_outward_sweep_01__attempt_01,training_low_raw_0.87_outward_sweep_01,low_raw,0.87,outward,1.0,0.1701235022262082,0.1701235022262082,0.6121142857142857,0.013089239999999969,0.7507236796503197,0.0746997306876079,1.2264436514078225,0.37823513244212875,21.6712767525057,train
04_static_map_training,training_low_raw_0.87_inward_sweep_01__attempt_01,training_low_raw_0.87_inward_sweep_01,low_raw,0.87,inward,1.0,0.1701235022262082,0.1701235022262082,0.6121142857142857,0.009733024615384491,0.7555652732225702,0.06913771460976202,1.23435327496219,0.38044642833678194,21.797974674523932,train
04_static_map_training,training_low_raw_0.72_inward_sweep_01__attempt_01,training_low_raw_0.72_inward_sweep_01,low_raw,0.72,inward,1.0,0.23259850222620826,0.23259850222620826,0.6130197802197803,0.006712430769230626,0.6415479233947394,0.04414985371192817,1.046537067963339,0.32691182256040513,18.730667705640865,train
04_static_map_training,training_low_raw_0.57_inward_sweep_01__attempt_01,training_low_raw_0.57_inward_sweep_01,low_raw,0.57,inward,1.0,0.2950735022262083,0.2950735022262083,0.6139252747252747,0.006376809230769013,0.5258231377682747,0.02494307120547536,0.8564937125345999,0.27069263172566116,15.509545343169474,train
04_static_map_training,training_low_raw_0.42_inward_sweep_01__attempt_01,training_low_raw_0.42_inward_sweep_01,low_raw,0.42,inward,1.0,0.3575485022262084,0.3575485022262084,0.6155098901098901,0.0030205938461538642,0.3966372379644365,0.014119783942771056,0.6444043293822994,0.20583014772850525,11.7931987613976,train
04_static_map_training,training_low_raw_0.27_inward_sweep_01__attempt_01,training_low_raw_0.27_inward_sweep_01,low_raw,0.27,inward,1.0,0.42002350222620843,0.42002350222620843,0.616189010989011,0.003356215384615478,0.24801760254077432,0.013958047499951597,0.40250247589241317,0.12967895782327804,7.43005697492884,train
04_static_map_training,training_low_raw_0.15_inward_sweep_01__attempt_01,training_low_raw_0.15_inward_sweep_01,low_raw,0.15,inward,1.0,0.47000350222620846,0.47000350222620846,0.616189010989011,0.0030205938461538642,0.13991824606353356,0.012999992278776462,0.22707033648483685,0.07343848052721384,4.207714988063034,train
04_static_map_training,training_low_raw_0.08_inward_sweep_01__attempt_01,training_low_raw_0.08_inward_sweep_01,low_raw,0.08,inward,1.0,0.4991585022262085,0.4991585022262085,0.616189010989011,0.0030205938461538642,0.07284952174373586,0.016691477287157145,0.11822593464756717,0.03828648437359632,2.1936539670006465,train
04_static_map_training,training_low_raw_0.04_inward_sweep_01__attempt_01,training_low_raw_0.04_inward_sweep_01,low_raw,0.04,inward,1.0,0.5158185022262085,0.5158185022262085,0.6132461538461539,0.0030205938461538642,0.028834821746048196,0.0159482429313771,0.0470199797670187,0.015233295023120118,0.8728035129024245,train
04_static_map_training,training_high_raw_0.04_outward_sweep_02__attempt_01,training_high_raw_0.04_outward_sweep_02,high_raw,0.04,outward,2.0,0.5485393621371601,0.5485393621371601,0.616189010989011,0.0026849723076922505,-0.012257611873292888,0.013323456681519217,-0.019892616802138146,-0.00644511859995969,-0.36927809423895624,train
04_static_map_training,training_high_raw_0.08_outward_sweep_02__attempt_01,training_high_raw_0.08_outward_sweep_02,high_raw,0.08,outward,2.0,0.5646002220481119,0.5646002220481119,0.6159626373626373,0.0030205938461538642,-0.05226928998949588,0.01298685150126636,-0.0848578904287067,-0.02748703191700464,-1.5748909201857544,train
04_static_map_training,training_high_raw_0.15_outward_sweep_02__attempt_01,training_high_raw_0.15_outward_sweep_02,high_raw,0.15,outward,2.0,0.5927067268922773,0.5927067268922773,0.6157362637362638,0.0030205938461538642,-0.10392466157245894,0.015443337860101191,-0.1687811286959909,-0.0546306721355227,-3.130106945328399,train
04_static_map_training,training_high_raw_0.27_outward_sweep_02__attempt_01,training_high_raw_0.27_outward_sweep_02,high_raw,0.27,outward,2.0,0.6408893066251323,0.6408893066251323,0.6155098901098901,0.0030205938461538642,-0.2089192715613717,0.015084773546068913,-0.33942471911226685,-0.10953345120501122,-6.275804469549284,train
04_static_map_training,training_high_raw_0.42_outward_sweep_02__attempt_01,training_high_raw_0.42_outward_sweep_02,high_raw,0.42,outward,2.0,0.7011175312912011,0.7011175312912011,0.615057142857143,0.0026849723076924153,-0.34514240809817626,0.020600099762789748,-0.5611550277993296,-0.1798496734685757,-10.304627236555365,train
04_static_map_training,training_high_raw_0.57_outward_sweep_02__attempt_01,training_high_raw_0.57_outward_sweep_02,high_raw,0.57,outward,2.0,0.7613457559572698,0.7613457559572698,0.615057142857143,0.00402745846153854,-0.44863900661867623,0.02764725813568655,-0.7294265448810175,-0.2320759595689441,-13.29697300974923,train
04_static_map_training,training_high_raw_0.72_outward_sweep_02__attempt_01,training_high_raw_0.72_outward_sweep_02,high_raw,0.72,outward,2.0,0.8215739806233386,0.8215739806233386,0.6141516483516484,0.005705566153846115,-0.5560036801749483,0.034279636812075846,-0.9053198532760333,-0.285320487861395,-16.34765976307157,train
04_static_map_training,training_high_raw_0.87_outward_sweep_02__attempt_01,training_high_raw_0.87_outward_sweep_02,high_raw,0.87,outward,2.0,0.8818022052894074,0.8818022052894074,0.6130197802197803,0.008054916923076916,-0.6667408810671557,0.04843619025435891,-1.0876335520986211,-0.3388053161879175,-19.412114694163062,train
04_static_map_training,training_high_raw_0.87_inward_sweep_02__attempt_01,training_high_raw_0.87_inward_sweep_02,high_raw,0.87,inward,2.0,0.8818022052894074,0.8818022052894074,0.6130197802197803,0.007719295384615467,-0.666120830586358,0.04820446837488446,-1.0866220831365994,-0.33851377096662566,-19.39541038344583,train
04_static_map_training,training_high_raw_0.72_inward_sweep_02__attempt_02,training_high_raw_0.72_inward_sweep_02,high_raw,0.72,inward,2.0,0.8215739806233386,0.8215739806233386,0.6132461538461539,0.009061781538461593,-0.559578141700539,0.04008250545048307,-0.9124853669133999,-0.28745684629713714,-16.470064084966765,train
04_static_map_training,training_high_raw_0.57_inward_sweep_02__attempt_01,training_high_raw_0.57_inward_sweep_02,high_raw,0.57,inward,2.0,0.7613457559572698,0.7613457559572698,0.6146043956043956,0.005369944615384501,-0.45484720130430084,0.023299770707490338,-0.7400649988144142,-0.23533795418970388,-13.483871534313142,train
04_static_map_training,training_high_raw_0.42_inward_sweep_02__attempt_01,training_high_raw_0.42_inward_sweep_02,high_raw,0.42,inward,2.0,0.7011175312912011,0.7011175312912011,0.615057142857143,0.003691836923076762,-0.3504497885450815,0.0184027643429645,-0.5697841129315674,-0.18255469684127026,-10.459613659295007,train
04_static_map_training,training_high_raw_0.27_inward_sweep_02__attempt_01,training_high_raw_0.27_inward_sweep_02,high_raw,0.27,inward,2.0,0.6408893066251323,0.6408893066251323,0.6157362637362638,0.0030205938461538642,-0.20759396608965056,0.01470399946723078,-0.33714753915901985,-0.10880440312587893,-6.234033091552884,train
04_static_map_training,training_high_raw_0.15_inward_sweep_02__attempt_01,training_high_raw_0.15_inward_sweep_02,high_raw,0.15,inward,2.0,0.5927067268922773,0.5927067268922773,0.6164153846153847,0.003356215384615313,-0.11288804620858181,0.010989502674759644,-0.18313632175001415,-0.0592666784345509,-3.3957305400587794,train
04_static_map_training,training_high_raw_0.08_inward_sweep_02__attempt_01,training_high_raw_0.08_inward_sweep_02,high_raw,0.08,inward,2.0,0.5646002220481119,0.5646002220481119,0.6159626373626373,0.003356215384615313,-0.05813774854381042,0.012926866628153226,-0.09438518672615986,-0.03057127293909263,-1.7516049137525116,train
04_static_map_training,training_high_raw_0.04_inward_sweep_02__attempt_01,training_high_raw_0.04_inward_sweep_02,high_raw,0.04,inward,2.0,0.5485393621371601,0.5485393621371601,0.6164153846153847,0.0030205938461538642,-0.014374440029904581,0.011026217421031919,-0.023319405045144324,-0.007555343470245694,-0.4328892936168035,train
04_static_map_training,training_low_raw_0.04_outward_sweep_02__attempt_01,training_low_raw_0.04_outward_sweep_02,low_raw,0.04,outward,2.0,0.5158185022262085,0.5158185022262085,0.616189010989011,0.0030205938461536994,0.028379496101050304,0.01356631043443016,0.04605647876696135,0.014921191660746739,0.8549213074665878,train
04_static_map_training,training_low_raw_0.08_outward_sweep_02__attempt_01,training_low_raw_0.08_outward_sweep_02,low_raw,0.08,outward,2.0,0.4991585022262085,0.4991585022262085,0.6155098901098901,0.0030205938461538642,0.06878862968385296,0.015083681565965961,0.11175877234331975,0.036194029133572586,2.0737651129272527,train
04_static_map_training,training_low_raw_0.15_outward_sweep_02__attempt_02,training_low_raw_0.15_outward_sweep_02,low_raw,0.15,outward,2.0,0.47000350222620846,0.47000350222620846,0.6159626373626373,0.0030205938461538642,0.13545722237224467,0.01275644369954297,0.2199114266933963,0.0711310932288656,4.075511434165587,train
04_static_map_training,training_low_raw_0.27_outward_sweep_02__attempt_01,training_low_raw_0.27_outward_sweep_02,low_raw,0.27,outward,2.0,0.42002350222620843,0.42002350222620843,0.616189010989011,0.003356215384615478,0.2450689838713522,0.01171318318344191,0.39771722556039335,0.12815416178784345,7.342692597480158,train
04_static_map_training,training_low_raw_0.42_outward_sweep_02__attempt_01,training_low_raw_0.42_outward_sweep_02,low_raw,0.42,outward,2.0,0.3575485022262084,0.3575485022262084,0.6155098901098901,0.003356215384615478,0.39244435714421577,0.015262426986999325,0.6375922847870904,0.20371430730585796,11.671970035056733,train
04_static_map_training,training_low_raw_0.57_outward_sweep_02__attempt_01,training_low_raw_0.57_outward_sweep_02,low_raw,0.57,outward,2.0,0.2950735022262083,0.2950735022262083,0.6146043956043956,0.005873376923077004,0.5195211332332521,0.02243203519652574,0.8452935529729826,0.2673201102371451,15.316314095560326,train
04_static_map_training,training_low_raw_0.72_outward_sweep_02__attempt_01,training_low_raw_0.72_outward_sweep_02,low_raw,0.72,outward,2.0,0.23259850222620826,0.23259850222620826,0.6139252747252747,0.006376809230769178,0.6231476440806776,0.04163175993327361,1.0150219737402566,0.3177255907410521,18.204335392763152,train
04_static_map_training,training_low_raw_0.87_outward_sweep_02__attempt_01,training_low_raw_0.87_outward_sweep_02,low_raw,0.87,outward,2.0,0.1701235022262082,0.1701235022262082,0.6127934065934065,0.009061781538461593,0.7474011198743369,0.05722311353704744,1.2196624699818999,0.3763362155473908,21.562476828791127,train
04_static_map_training,training_low_raw_0.87_inward_sweep_02__attempt_01,training_low_raw_0.87_inward_sweep_02,low_raw,0.87,inward,2.0,0.1701235022262082,0.1701235022262082,0.6130197802197803,0.010404267692307553,0.7427766737994688,0.05422158721111891,1.2116683633490064,0.37409398128268423,21.434006268743822,train
04_static_map_training,training_low_raw_0.72_inward_sweep_02__attempt_01,training_low_raw_0.72_inward_sweep_02,low_raw,0.72,inward,2.0,0.23259850222620826,0.23259850222620826,0.6132461538461539,0.007383673846153689,0.632031583292532,0.046323745491124946,1.0306327717321335,0.3222829760756847,18.465454338052414,train
04_static_map_training,training_low_raw_0.57_inward_sweep_02__attempt_01,training_low_raw_0.57_inward_sweep_02,low_raw,0.57,inward,2.0,0.2950735022262083,0.2950735022262083,0.614378021978022,0.00704805230769224,0.5263136254620401,0.02206026841119228,0.8566608938378785,0.2707429247259325,15.51242691982407,train
04_static_map_training,training_low_raw_0.42_inward_sweep_02__attempt_01,training_low_raw_0.42_inward_sweep_02,low_raw,0.42,inward,2.0,0.3575485022262084,0.3575485022262084,0.615057142857143,0.0030205938461536994,0.39370639589529066,0.016984201987298296,0.640113525170027,0.20449762840838567,11.716851028235105,train
04_static_map_training,training_low_raw_0.27_inward_sweep_02__attempt_02,training_low_raw_0.27_inward_sweep_02,low_raw,0.27,inward,2.0,0.42002350222620843,0.42002350222620843,0.6164153846153847,0.003356215384615478,0.24440797896641614,0.0117543206033656,0.39649883027970767,0.1277658302274435,7.320442838017512,train
04_static_map_training,training_low_raw_0.15_inward_sweep_02__attempt_01,training_low_raw_0.15_inward_sweep_02,low_raw,0.15,inward,2.0,0.47000350222620846,0.47000350222620846,0.6159626373626373,0.0030205938461538642,0.13860981837522082,0.014710514331573856,0.225029587782638,0.07278080582055166,4.170033003078786,train
04_static_map_training,training_low_raw_0.08_inward_sweep_02__attempt_01,training_low_raw_0.08_inward_sweep_02,low_raw,0.08,inward,2.0,0.4991585022262085,0.4991585022262085,0.6166417582417583,0.0030205938461538642,0.06998615751870992,0.013501069250312954,0.11349565056745865,0.036756029299028735,2.1059653504935443,train
04_static_map_training,training_low_raw_0.04_inward_sweep_02__attempt_01,training_low_raw_0.04_inward_sweep_02,low_raw,0.04,inward,2.0,0.5158185022262085,0.5158185022262085,0.6164153846153847,0.0030205938461538642,0.028429340905921422,0.013469016241132737,0.04612042725646772,0.014941906352295108,0.8561081718662247,train
05_static_map_holdout,validation_high_raw_0.80_shuffled_sweep_01__attempt_01,validation_high_raw_0.80_shuffled_sweep_01,high_raw,0.8,shuffled,1.0,0.853695700445242,0.853695700445242,0.6139252747252747,0.007719295384615302,-0.6158205086555409,0.03737518447568261,-1.0030870759167136,-0.31423209137105573,-18.00417262313075,holdout
05_static_map_holdout,validation_high_raw_0.35_shuffled_sweep_01__attempt_01,validation_high_raw_0.35_shuffled_sweep_01,high_raw,0.35,shuffled,1.0,0.6730110264470357,0.6730110264470357,0.6155098901098901,0.0030205938461538642,-0.29512754374670197,0.018542389731044006,-0.47948464921337225,-0.1541210255589148,-8.830484298753708,holdout
05_static_map_holdout,validation_high_raw_0.20_shuffled_sweep_01__attempt_01,validation_high_raw_0.20_shuffled_sweep_01,high_raw,0.2,shuffled,1.0,0.6127828017809669,0.6127828017809669,0.616189010989011,0.0026849723076922505,-0.1445599058541877,0.014250377359829525,-0.2346031871327315,-0.07586554665446103,-4.3467756337534595,holdout
05_static_map_holdout,validation_high_raw_0.65_shuffled_sweep_01__attempt_02,validation_high_raw_0.65_shuffled_sweep_01,high_raw,0.65,shuffled,1.0,0.7934674757791733,0.7934674757791733,0.6139252747252747,0.007383673846153689,-0.5207951426017172,0.0348353251275182,-0.8483037985930254,-0.2682271522427172,-15.36828377432069,holdout
05_static_map_holdout,validation_high_raw_0.50_shuffled_sweep_01__attempt_01,validation_high_raw_0.50_shuffled_sweep_01,high_raw,0.5,shuffled,1.0,0.7332392511131045,0.7332392511131045,0.615057142857143,0.005034323076923217,-0.40904479200705945,0.020033059789779834,-0.6650516895176791,-0.2122317987855149,-12.159986348879714,holdout
05_static_map_holdout,validation_high_raw_0.06_shuffled_sweep_01__attempt_01,validation_high_raw_0.06_shuffled_sweep_01,high_raw,0.06,shuffled,1.0,0.556569792092636,0.556569792092636,0.616189010989011,0.0030205938461536994,-0.03730848530386597,0.01204361667106482,-0.06054714485086999,-0.019614759025063523,-1.1238429083022812,holdout
05_static_map_holdout,validation_low_raw_0.80_shuffled_sweep_01__attempt_01,validation_low_raw_0.80_shuffled_sweep_01,low_raw,0.8,shuffled,1.0,0.1992785022262082,0.1992785022262082,0.6130197802197803,0.007383673846153689,0.7129922796421861,0.060467713400017914,1.1630820124377774,0.3603815938999475,20.648344344664565,holdout
05_static_map_holdout,validation_low_raw_0.20_shuffled_sweep_01__attempt_01,validation_low_raw_0.20_shuffled_sweep_01,low_raw,0.2,shuffled,1.0,0.4491785022262084,0.4491785022262084,0.6166417582417583,0.0030205938461538642,0.18230383632696012,0.012762212069013384,0.29563978418647213,0.09549593633484524,5.47151411263664,holdout
05_static_map_holdout,validation_low_raw_0.06_shuffled_sweep_01__attempt_01,validation_low_raw_0.06_shuffled_sweep_01,low_raw,0.06,shuffled,1.0,0.5074885022262084,0.5074885022262084,0.6159626373626373,0.0030205938461538642,0.056855683113048026,0.01387363188555201,0.09230378543167259,0.029897515215245262,1.7130014397617166,holdout
05_static_map_holdout,validation_low_raw_0.65_shuffled_sweep_01__attempt_01,validation_low_raw_0.65_shuffled_sweep_01,low_raw,0.65,shuffled,1.0,0.26175350222620825,0.26175350222620825,0.6139252747252747,0.005369944615384501,0.5836420794438467,0.03697136159647939,0.9506728318116902,0.29879642639009113,17.119774165743593,holdout
05_static_map_holdout,validation_low_raw_0.35_shuffled_sweep_01__attempt_02,validation_low_raw_0.35_shuffled_sweep_01,low_raw,0.35,shuffled,1.0,0.3867035022262084,0.3867035022262084,0.6155098901098901,0.0030205938461538642,0.3265200846909876,0.015165098862116772,0.5304871455967869,0.17021467910681226,9.752582723993976,holdout
05_static_map_holdout,validation_low_raw_0.50_shuffled_sweep_01__attempt_01,validation_low_raw_0.50_shuffled_sweep_01,low_raw,0.5,shuffled,1.0,0.32422850222620836,0.32422850222620836,0.6136989010989011,0.003356215384615478,0.46450012524367423,0.02367580670316991,0.7568860306119684,0.24048525025716327,13.77878987488285,holdout
05_static_map_holdout,validation_high_raw_0.65_shuffled_sweep_02__attempt_03,validation_high_raw_0.65_shuffled_sweep_02,high_raw,0.65,shuffled,2.0,0.7934674757791733,0.7934674757791733,0.6136989010989011,0.00704805230769224,-0.5222314353118673,0.034612536508999335,-0.8509570970010695,-0.26902626476450964,-15.414069549175451,holdout
05_static_map_holdout,validation_high_raw_0.35_shuffled_sweep_02__attempt_01,validation_high_raw_0.35_shuffled_sweep_02,high_raw,0.35,shuffled,2.0,0.6730110264470357,0.6730110264470357,0.616189010989011,0.003356215384615478,-0.2968668542546327,0.016600022411189956,-0.48177888433639554,-0.15484675855290672,-8.872065736362838,holdout
05_static_map_holdout,validation_high_raw_0.06_shuffled_sweep_02__attempt_01,validation_high_raw_0.06_shuffled_sweep_02,high_raw,0.06,shuffled,2.0,0.556569792092636,0.556569792092636,0.6164153846153847,0.0030205938461538642,-0.04041722445323449,0.010712213761158572,-0.06556816306337489,-0.021240889800277066,-1.217013338658354,holdout
05_static_map_holdout,validation_high_raw_0.50_shuffled_sweep_02__attempt_01,validation_high_raw_0.50_shuffled_sweep_02,high_raw,0.5,shuffled,2.0,0.7332392511131045,0.7332392511131045,0.615057142857143,0.004698701538461274,-0.4073994577960948,0.023310530104662976,-0.6623765978939619,-0.21140337833287481,-12.112521353281121,holdout
05_static_map_holdout,validation_high_raw_0.20_shuffled_sweep_02__attempt_02,validation_high_raw_0.20_shuffled_sweep_02,high_raw,0.2,shuffled,2.0,0.6127828017809669,0.6127828017809669,0.6159626373626373,0.0026849723076924153,-0.14664297220219885,0.014388176611691589,-0.2380712129392766,-0.07698263688371026,-4.4107801892247425,holdout
05_static_map_holdout,validation_high_raw_0.80_shuffled_sweep_02__attempt_01,validation_high_raw_0.80_shuffled_sweep_02,high_raw,0.8,shuffled,2.0,0.853695700445242,0.853695700445242,0.6136989010989011,0.006376809230769342,-0.6138141496693025,0.0410418685800301,-1.0001877933465335,-0.31338223118617153,-17.955479221360676,holdout
05_static_map_holdout,validation_low_raw_0.06_shuffled_sweep_02__attempt_01,validation_low_raw_0.06_shuffled_sweep_02,low_raw,0.06,shuffled,2.0,0.5074885022262084,0.5074885022262084,0.616189010989011,0.0030205938461536994,0.04191837042106506,0.01367335841610481,0.06802842905910346,0.022037642738353538,1.262663919324784,holdout
05_static_map_holdout,validation_low_raw_0.65_shuffled_sweep_02__attempt_02,validation_low_raw_0.65_shuffled_sweep_02,low_raw,0.65,shuffled,2.0,0.26175350222620825,0.26175350222620825,0.6134725274725275,0.0060411876923077285,0.5857135527187376,0.03957908411488387,0.9547510711389876,0.30000282693076186,17.188895825126327,holdout
05_static_map_holdout,validation_low_raw_0.35_shuffled_sweep_02__attempt_01,validation_low_raw_0.35_shuffled_sweep_02,low_raw,0.35,shuffled,2.0,0.3867035022262084,0.3867035022262084,0.6157362637362638,0.0030205938461538642,0.3361904220832288,0.013380223452252663,0.5459974373496184,0.17509168485315252,10.032014569920323,holdout
05_static_map_holdout,validation_low_raw_0.20_shuffled_sweep_02__attempt_01,validation_low_raw_0.20_shuffled_sweep_02,low_raw,0.2,shuffled,2.0,0.4491785022262084,0.4491785022262084,0.616189010989011,0.0030205938461538642,0.1804303274672246,0.014133591013225397,0.2928165290997738,0.09458943980159819,5.419575687138343,holdout
05_static_map_holdout,validation_low_raw_0.80_shuffled_sweep_02__attempt_02,validation_low_raw_0.80_shuffled_sweep_02,low_raw,0.8,shuffled,2.0,0.1992785022262082,0.1992785022262082,0.612567032967033,0.011746753846153844,0.7153457816765164,0.0655369688293716,1.1677836761989357,0.36171483650857195,20.72473351920576,holdout
