idx,stamp_ns,status,status_api,iters,out_steer_fp,out_accel_fp,ey_fp,epsi_fp,vx_fp,vy_fp,omega_fp,steer_meas_fp,prev_accel_in_fp,pub_steer_rad,pub_accel_mps2,used_fallback
7875,1779174374474572886,0,0,1,-98256,843376,44785,3315,978795,83521,-519864,-102236,855120,-0.3748169,3.2172241,0
7876,1779174374479572944,0,0,1,-99760,798464,45193,4944,982178,83815,-511890,-102236,843376,-0.3805542,3.0458984,0
7877,1779174374484613870,0,0,1,-99952,815712,45120,4600,980753,83929,-504834,-102236,798464,-0.3812866,3.1116943,0
7878,1779174374489562756,0,0,1,-98832,846784,45597,2127,976540,83851,-499550,-102236,815712,-0.3770142,3.2302246,0
7879,1779174374494571423,0,0,1,-99104,896848,44921,4034,976065,83668,-499174,-102236,846784,-0.3780518,3.4212036,0
7880,1779174374499574394,0,0,1,-99264,892368,44810,3709,982059,83559,-502343,-102236,896848,-0.3786621,3.4041138,0
7881,1779174374504612951,0,0,1,-97824,878704,45277,1152,988468,83594,-507466,-102236,892368,-0.3731689,3.3519897,0
7882,1779174374509818689,0,0,1,-99136,860768,45053,3428,990367,83757,-514920,-102236,878704,-0.3781738,3.2835693,0
7883,1779174374514811835,0,0,1,-98368,844896,44970,3013,993809,84094,-522280,-102236,860768,-0.3752441,3.2230225,0
7884,1779174374519980066,0,0,1,-97808,848128,44899,2430,999921,84659,-532113,-102236,844896,-0.3731079,3.2353516,0
7885,1779174374524705800,0,0,1,-97424,836976,44775,2071,999506,85332,-535584,-102236,848128,-0.3716431,3.1928101,0
7886,1779174374529642718,0,0,1,-96128,892800,45166,476,994817,86019,-538188,-102236,836976,-0.3666992,3.4057617,0
7887,1779174374534738143,0,0,1,-95984,931408,45086,-117,994817,86755,-539585,-102236,892800,-0.3661499,3.5530396,0
7888,1779174374539621521,0,0,1,-95216,980368,45487,-2743,999209,87517,-537692,-102236,931408,-0.3632202,3.7398071,0
7889,1779174374544666543,0,0,1,-96640,987200,44315,991,1001701,88273,-536084,-102236,980368,-0.3686523,3.7658691,0
7890,1779174374549578018,0,0,1,-95840,994064,44746,-1613,1001642,88951,-530263,-102236,987200,-0.3656006,3.7920532,0
7891,1779174374554629376,0,0,1,-94256,997312,45141,-4256,1003007,89528,-523112,-102236,994064,-0.3595581,3.8044434,0
7892,1779174374559583543,0,0,1,-96512,963520,44764,-491,1006923,89985,-513650,-102236,997312,-0.3681641,3.6755371,0
7893,1779174374564614292,0,0,1,-96752,973648,44702,-922,1010543,90292,-504539,-102236,963520,-0.3690796,3.7141724,0
7894,1779174374569587308,0,0,1,-97696,976336,44087,845,1009475,90393,-495943,-102236,973648,-0.3726807,3.7244263,0
7895,1779174374574658892,0,0,1,-97456,1012480,44010,421,1006864,90288,-491993,-102236,976336,-0.3717651,3.8623047,0
7896,1779174374579585473,0,0,1,-98192,1022080,43780,1222,1009356,90144,-491790,-102236,1012480,-0.3745728,3.8989258,0
7897,1779174374584580027,0,0,1,-97712,1012304,44229,-1254,1014282,90060,-495600,-102236,1022080,-0.3727417,3.8616333,0
7898,1779174374589586422,0,0,1,-96720,1018208,44133,-1684,1016240,90077,-500214,-102236,1012304,-0.3689575,3.8841553,0
7899,1779174374594715130,0,0,1,-95344,1040992,44536,-4280,1017842,90209,-506169,-102236,1018208,-0.3637085,3.9710693,0
7900,1779174374599586955,0,0,1,-94752,1032976,44418,-4726,1022412,90500,-510218,-102236,1040992,-0.3614502,3.9404907,0
7901,1779174374604647146,0,0,1,-93952,1045584,44297,-5269,1025794,90917,-514612,-102236,1032976,-0.3583984,3.9885864,0
7902,1779174374609579935,0,0,1,-94448,1067504,43899,-4267,1022056,91349,-513605,-102236,1045584,-0.3602905,4.0722046,0
7903,1779174374614601883,0,0,1,-94960,1088992,43240,-2793,1019860,91726,-510264,-102236,1067504,-0.3622437,4.1541748,0
7904,1779174374619586484,0,0,1,-94016,1085712,43620,-5314,1024370,92078,-505901,-102236,1088992,-0.3586426,4.1416626,0
7905,1779174374625469841,0,0,1,-93424,1078592,43154,-5178,1028702,92440,-508937,-102236,1085712,-0.3563843,4.1145020,0
7906,1779174374629586857,0,0,1,-92672,1102816,43435,-7215,1029592,92745,-494716,-102186,1078592,-0.3535156,4.2069092,0
7907,1779174374634947391,0,0,1,-91456,1105248,43303,-7890,1032619,92926,-493870,-101269,1102816,-0.3488770,4.2161865,0
7908,1779174374639908054,0,0,1,-91312,1089168,43129,-8325,1038316,93172,-489778,-100720,1105248,-0.3483276,4.1548462,0
7909,1779174374645517791,0,0,1,-89744,1089664,42991,-9132,1041639,93484,-491769,-99409,1089168,-0.3423462,4.1567383,0
7910,1779174374649647319,0,0,1,-88784,1094192,43212,-11124,1038434,93706,-482381,-99409,1089664,-0.3386841,4.1740112,0
7911,1779174374654651538,0,0,1,-88912,1121888,42559,-9639,1036654,93802,-485556,-98658,1094192,-0.3391724,4.2796631,0
7912,1779174374659769653,0,0,1,-92576,1097920,42152,-3170,1041579,94078,-490419,-97785,1121888,-0.3531494,4.1882324,0
7913,1779174374664647078,0,0,1,-101408,1044416,42024,-3647,1045971,94289,-495252,-100995,1097920,-0.3868408,3.9841309,0
7914,1779174374669588316,0,0,1,-93584,1057072,41895,-4196,1046801,94676,-498638,-99783,1044416,-0.3569946,4.0324097,0
7915,1779174374674585046,0,0,1,-99920,1070192,41872,-5035,1049175,95004,-503836,-102236,1057072,-0.3811646,4.0824585,0
7916,1779174374679695545,0,0,1,-91648,1075184,41761,-5729,1054753,95665,-508804,-99694,1070192,-0.3496094,4.1015015,0
7917,1779174374684595340,0,0,1,-95968,1060000,42094,-8240,1056890,96278,-512608,-101803,1075184,-0.3660889,4.0435791,0
7918,1779174374689591814,0,0,1,-87648,1100944,41954,-8888,1052914,97202,-512115,-97024,1060000,-0.3343506,4.1997681,0
7919,1779174374694618690,0,0,1,-93952,1104784,41811,-9588,1052795,97938,-513175,-99459,1100944,-0.3583984,4.2144165,0
7920,1779174374699628990,0,0,1,-86480,1102688,41182,-8378,1058195,99046,-511744,-94447,1104784,-0.3298950,4.2064209,0
7921,1779174374704647289,0,0,1,-98896,1061616,40864,-6927,1061103,99872,-513799,-98581,1102688,-0.3772583,4.0497437,0
7922,1779174374709759484,0,0,1,-86800,1072624,41209,-9545,1061993,100998,-512086,-94465,1061616,-0.3311157,4.0917358,0
7923,1779174374714855806,0,0,1,-96944,1036256,41072,-10297,1066147,101814,-512889,-99041,1072624,-0.3698120,3.9530029,0
7924,1779174374719770930,0,0,1,-86832,1026384,40443,-9079,1072022,102992,-508833,-93609,1036256,-0.3312378,3.9153442,0
7925,1779174374724809743,0,0,1,-98640,1011568,39798,-7562,1074099,103806,-509357,-98398,1026384,-0.3762817,3.8588257,0
7926,1779174374729809001,0,0,1,-87792,1030576,39663,-8252,1071132,104858,-504601,-93528,1011568,-0.3348999,3.9313354,0
7927,1779174374735072824,0,0,1,-96720,1018336,40012,-10920,1072497,105528,-506709,-98423,1030576,-0.3689575,3.8846436,0
7928,1779174374739605967,0,0,1,-83360,1030048,40270,-13196,1077066,106554,-502068,-91652,1018336,-0.3179932,3.9293213,0
7929,1779174374744705713,0,0,1,-94624,1025600,39663,-12125,1079024,107207,-509434,-97924,1030048,-0.3609619,3.9123535,0
7930,1779174374749604772,0,0,1,-81536,1026496,39924,-14618,1079796,108457,-508924,-89906,1025600,-0.3110352,3.9157715,0
7931,1779174374754587357,0,0,1,-95296,1015376,39043,-9011,1083178,109359,-514413,-95800,1026496,-0.3635254,3.8733521,0
