unix_time_ns,solve_us,status,iterations,primal_residual,dual_residual,closest_wp,e_y,e_psi,vx,vy,omega,v_ref0,kappa0,left_wall0,right_wall0,cmd_steer,cmd_accel,cmd_speed,actual_steer,use_steering_feedback
1777377302831791722,144.0,0,10,7.652515e-02,2.797923e-01,1,-0.0034,-0.5938,0.0000,0.0000,0.0003,2.0859,-0.7454,1.2181,0.9300,0.0855,7.1626,0.5000,0.0142,1
1777377302867436210,47.3,0,2,1.018739e-01,1.847262e-01,1,-0.0034,-0.5938,0.0000,0.0000,-0.0015,2.0890,-0.7451,1.2179,0.9300,0.0997,7.3085,0.5000,0.0855,1
1777377302901832215,58.1,0,3,8.136350e-02,2.097638e-01,1,-0.0034,-0.5938,0.0000,0.0000,0.0088,2.0920,-0.7449,1.2178,0.9300,0.1709,7.3085,0.5000,0.0997,1
1777377302936727529,45.8,0,2,1.099529e-01,1.451969e-01,1,-0.0034,-0.5925,0.0000,0.0000,0.0525,2.0951,-0.7447,1.2177,0.9300,0.1852,7.3085,0.5000,0.1709,1
1777377302972266159,56.8,0,3,1.134585e-01,2.061689e-01,1,-0.0035,-0.5903,0.0000,0.0000,0.0768,2.0982,-0.7445,1.2175,0.9300,0.2564,7.3085,0.5000,0.1852,1
1777377303006655507,90.9,0,6,1.046655e-01,2.641411e-01,1,-0.0056,-0.5869,0.1795,0.0034,0.0833,2.0717,-0.7293,1.2681,0.9200,0.2707,5.4350,0.5000,0.2564,1
1777377303036853470,73.1,0,4,1.485286e-01,3.111105e-01,1,-0.0093,-0.5636,0.2194,0.0044,0.1900,2.0927,-0.6740,1.2365,0.9245,0.3419,4.5118,0.5000,0.2707,1
1777377303066918949,125.6,0,10,1.504465e-01,3.556080e-01,1,-0.0149,-0.5556,0.3325,0.0095,0.3038,2.0970,-0.6732,1.2334,0.9255,0.3561,0.3462,0.5000,0.3419,1
1777377303101815063,139.1,0,10,1.952720e-01,4.664598e-01,2,-0.0284,-0.5110,0.4082,0.0122,0.4419,2.1364,-0.6420,1.1775,0.9363,0.4189,-4.4362,0.5000,0.3561,1
1777377303136952433,164.7,0,14,1.941992e-01,1.693540e-01,2,-0.0370,-0.4826,0.0000,0.0000,0.6375,2.1776,-0.5812,1.1162,0.9500,0.4189,1.6096,0.5000,0.4189,1
1777377303167030840,215.8,0,19,1.961094e-01,5.728769e-02,2,-0.0391,-0.4607,0.0000,0.0000,0.6772,2.1803,-0.5811,1.1161,0.9500,0.4189,2.8205,0.5000,0.4189,1
1777377303201775719,46.7,0,2,1.910197e-01,4.161601e-01,2,-0.0461,-0.4284,0.0000,0.0000,0.5035,2.1984,-0.5540,1.0953,0.9523,0.4189,3.1009,0.5000,0.4189,1
1777377303231856078,55.4,0,3,1.847501e-01,6.826830e-01,2,-0.0498,-0.4139,0.0000,0.0000,0.4292,2.2011,-0.5539,1.0953,0.9524,0.4189,3.7304,0.5000,0.4189,1
1777377303266817987,86.5,0,6,1.564460e-01,4.038985e-01,2,-0.0529,-0.3909,0.0000,0.0000,0.0983,2.2191,-0.5303,1.0747,0.9626,0.4189,7.3085,0.5000,0.4189,1
1777377303296881034,66.9,0,4,1.744954e-01,4.335058e-01,2,-0.0563,-0.3863,0.1569,0.0041,0.2021,2.1955,-0.5428,1.1110,0.9500,0.4189,6.3493,0.5000,0.4189,1
1777377303327669605,45.7,0,2,1.785901e-01,3.171573e-01,2,-0.0597,-0.3707,0.2006,0.0063,0.1346,2.2134,-0.5207,1.0900,0.9550,0.4189,6.9539,0.5000,0.4189,1
1777377303361938022,299.6,0,20,1.950896e-01,4.804015e-02,2,-0.0638,-0.3640,0.3006,0.0096,0.2720,2.2179,-0.5235,1.0882,0.9559,0.4189,2.8705,0.5000,0.4189,1
1777377303392026638,233.2,0,21,1.952515e-01,8.770609e-02,2,-0.0702,-0.3465,0.3796,0.0135,0.4017,2.2362,-0.5047,1.0667,0.9667,0.4189,-1.2536,0.5000,0.4189,1
1777377303422874027,108.1,0,8,1.749571e-01,9.153814e-01,2,-0.0764,-0.3272,0.0000,0.0000,0.4502,2.2778,-0.4738,1.0233,0.9866,0.4189,5.9458,0.5000,0.4189,1
1777377303457085002,47.0,0,2,1.868694e-01,1.041879e+00,2,-0.0782,-0.3083,0.0000,0.0000,0.4973,2.2811,-0.4737,1.0232,0.9866,0.4189,6.7142,0.5000,0.4189,1
1777377303487308150,87.2,0,6,1.719813e-01,4.693962e-01,2,-0.0811,-0.2890,0.0000,0.0000,0.2888,2.2990,-0.4589,0.9949,0.9838,0.4189,7.3085,0.5000,0.4189,1
1777377303521920480,56.2,0,3,1.603913e-01,9.358048e-01,2,-0.0801,-0.2863,0.0000,0.0000,0.1454,2.3022,-0.4588,0.9947,0.9838,0.4189,7.3085,0.5000,0.4189,1
1777377303557151933,106.7,0,8,1.541364e-01,1.015062e-01,2,-0.0823,-0.2821,0.0000,0.0000,-0.0143,2.3055,-0.4588,0.9945,0.9839,0.4189,6.9703,0.5000,0.4189,1
1777377303587568686,86.6,0,6,1.773229e-01,1.479585e-01,2,-0.0829,-0.2813,0.1630,0.0054,0.0853,2.2806,-0.4645,1.0350,0.9950,0.4189,7.3085,0.5000,0.4189,1
1777377303622024820,56.7,0,3,1.701102e-01,2.861595e-01,2,-0.0848,-0.2684,0.2130,0.0068,0.1362,2.2993,-0.4513,1.0188,0.9844,0.4189,7.3085,0.5000,0.4189,1
1777377303657105324,397.6,0,33,1.950971e-01,4.419279e-02,2,-0.0880,-0.2627,0.3242,0.0111,0.3130,2.3040,-0.4542,1.0167,0.9834,0.4189,7.3085,0.5434,0.4189,1
1777377303692601168,818.1,0,34,1.956816e-01,4.205847e-02,2,-0.0924,-0.2407,0.4217,0.0154,0.5668,2.3235,-0.4437,0.9793,0.9877,0.4189,4.9412,0.5700,0.4189,1
1777377303722213514,281.9,0,19,1.961448e-01,3.959727e-02,1,-0.0970,-0.2130,0.4765,0.0181,0.6931,2.3418,-0.3972,0.9536,0.9736,0.4189,5.1180,0.6301,0.4189,1
1777377303757041307,394.5,0,30,1.953773e-01,3.494954e-02,2,-0.1012,-0.1736,0.5370,0.0213,0.8589,2.3755,-0.4138,0.9223,0.9889,0.4189,6.8204,0.7416,0.4189,1
1777377303792172820,242.7,0,15,1.959620e-01,3.590755e-01,2,-0.1027,-0.1387,0.6581,0.0305,0.9505,2.3953,-0.4084,0.9099,1.0200,0.4189,4.1450,0.7824,0.4189,1
1777377303822810668,54.9,0,3,1.650145e-01,1.853955e+00,2,-0.1013,-0.1060,0.7511,0.0406,0.9715,2.4143,-0.3991,0.8978,1.0211,0.4189,4.9920,0.9009,0.4189,1
1777377303857644701,907.5,0,89,1.815383e-01,3.463535e-01,0,-0.1000,-0.0707,0.8636,0.0576,1.1280,2.4192,-0.3542,0.8957,1.0222,0.4189,7.3085,1.0829,0.4189,1
1777377303887638689,785.8,0,74,1.772774e-01,8.353242e-01,1,-0.0978,-0.0167,0.9424,0.0755,1.2026,2.4527,-0.3572,0.8670,1.0330,0.3931,7.3085,1.1616,0.4189,1
1777377303918469342,735.0,0,62,1.646828e-01,1.270196e-01,1,-0.0933,0.0213,0.9727,0.0904,1.2301,2.4707,-0.3497,0.8534,1.0400,0.3554,7.3085,1.1920,0.3931,1
1777377303952185327,153.8,0,13,1.967773e-01,4.931688e-01,0,-0.0862,0.0813,1.0166,0.0983,1.2500,2.4894,-0.3242,0.8284,1.0361,0.3076,7.3085,1.2359,0.3554,1
1777377303986836603,184.6,0,16,1.953492e-01,1.362084e+00,0,-0.0776,0.1431,1.2140,0.0893,1.2955,2.5100,-0.3171,0.8042,1.0358,0.2699,6.1609,1.3989,0.3076,1
1777377304022531749,124.2,0,10,1.922675e-01,2.898266e-01,0,-0.0697,0.1978,1.3890,0.0765,1.2333,2.5446,-0.3024,0.7749,1.0475,0.2222,-2.1743,1.3238,0.2699,1
1777377304053187453,476.2,0,45,1.956530e-01,4.777193e-02,0,-0.0650,0.2516,1.2473,0.0623,1.0182,2.5745,-0.2877,0.7536,1.0564,0.1844,-3.0653,1.1554,0.2222,1
1777377304087069554,291.8,0,27,1.959045e-01,4.464447e-02,1,-0.0507,0.3052,1.2530,0.0522,0.8364,2.6201,-0.2871,0.7232,1.0968,0.1367,-7.3085,1.0337,0.1844,1
1777377304122388465,401.7,0,38,1.957037e-01,2.965593e-02,0,-0.0368,0.3405,1.2256,0.0363,0.7508,2.6372,-0.2599,0.7134,1.0934,0.0990,-7.3085,1.0063,0.1367,1
1777377304153101098,525.9,0,50,1.956888e-01,2.608681e-02,0,-0.0258,0.3806,1.1608,0.0224,0.5451,2.6670,-0.2458,0.6875,1.0900,0.0512,-7.3085,0.9416,0.0990,1
1777377304187060706,203.3,0,18,1.960105e-01,6.267929e-02,0,-0.0108,0.4095,1.0859,0.0116,0.2681,2.6966,-0.2332,0.6600,1.1000,0.0135,-7.3085,0.8667,0.0512,1
1777377304222365601,549.8,0,53,1.961640e-01,2.645159e-02,1,0.0006,0.4265,0.9931,0.0022,0.1254,2.7258,-0.2349,0.6450,1.1100,-0.0342,-7.3085,0.7738,0.0135,1
1777377304252234562,263.3,0,24,1.961914e-01,3.736782e-02,1,0.0105,0.4368,0.9143,-0.0091,0.0451,2.7412,-0.2272,0.6355,1.1145,-0.0720,-7.3085,0.6951,-0.0342,1
1777377304286708872,95.7,0,7,1.869116e-01,2.947369e-01,1,0.0169,0.4454,0.7993,-0.0129,-0.0408,2.7565,-0.2197,0.6264,1.1200,-0.1197,-7.3085,0.5801,-0.0720,1
1777377304316710573,93.7,0,7,1.912379e-01,4.371228e-01,1,0.0212,0.4520,0.7067,-0.0142,-0.0962,2.7714,-0.2121,0.6200,1.1229,-0.1574,-7.3085,0.5000,-0.1197,1
1777377304346969081,305.2,0,28,1.938266e-01,6.311846e-02,1,0.0270,0.4551,0.6316,-0.0137,-0.1340,2.7864,-0.2044,0.6177,1.1255,-0.2052,-7.3085,0.5000,-0.1574,1
1777377304376992479,132.7,0,10,1.924354e-01,7.131257e-01,1,0.0270,0.4563,0.5198,-0.0120,-0.1986,2.7884,-0.2030,0.6187,1.1275,-0.2429,-4.5748,0.5000,-0.2052,1
1777377304411841040,145.6,0,12,1.945214e-01,2.935753e-01,1,0.0313,0.4507,0.4482,-0.0111,-0.1920,2.7914,-0.2021,0.6194,1.1287,-0.2907,-7.3085,0.5000,-0.2429,1
1777377304441805396,86.7,0,6,1.534028e-01,5.837928e-01,1,0.0333,0.4509,0.2753,-0.0064,-0.2165,2.8053,-0.1957,0.6109,1.1118,-0.3284,-7.3085,0.5000,-0.2907,1
1777377304471947805,86.7,0,6,1.646247e-01,9.691515e-01,2,0.0326,0.4466,0.0000,-0.0000,-0.1553,2.8367,-0.2009,0.5900,1.1217,-0.3761,-6.6801,0.5000,-0.3284,1
1777377304503637427,1016.0,1,100,2.050526e-01,2.996457e-02,1,0.0316,0.4445,0.0000,-0.0000,-0.1180,2.8401,-0.2009,0.5900,1.1218,-0.4139,-1.0262,0.5000,-0.3761,1
1777377304536627567,87.4,0,6,1.844443e-01,1.626873e+00,1,0.0315,0.4405,0.0000,-0.0000,-0.1343,2.8439,-0.2008,0.5900,1.1218,-0.4189,-2.2219,0.5000,-0.4139,1
1777377304567745684,1018.0,1,100,2.066991e-01,2.963018e-02,1,0.0316,0.4378,0.0000,-0.0000,-0.1225,2.8473,-0.2008,0.5900,1.1219,-0.4189,-1.6205,0.5000,-0.4189,1
1777377304596921825,108.2,0,8,1.649046e-01,4.033949e-01,1,0.0318,0.4356,0.0000,-0.0000,-0.0332,2.8506,-0.2008,0.5900,1.1219,-0.4189,-4.1393,0.5000,-0.4189,1
1777377304631718961,71.5,0,4,1.811149e-01,1.084141e+00,1,0.0323,0.4361,0.0000,-0.0000,0.0350,2.8545,-0.2007,0.5900,1.1220,-0.4189,-4.2132,0.5000,-0.4189,1
1777377304662032671,60.5,0,3,1.722980e-01,5.651801e-01,1,0.0324,0.4372,0.0000,-0.0000,0.0570,2.8578,-0.2007,0.5900,1.1220,-0.4189,-4.3007,0.5000,-0.4189,1
1777377304692111110,45.7,0,2,1.431522e-01,3.520575e-01,1,0.0324,0.4391,0.0000,-0.0000,0.0612,2.8611,-0.2007,0.5900,1.1221,-0.4189,-4.2931,0.5000,-0.4189,1
1777377304722761086,57.0,0,3,1.957965e-01,2.541500e-01,1,0.0320,0.4407,0.0000,-0.0000,0.0390,2.8645,-0.2007,0.5900,1.1221,-0.4189,-4.0419,0.5000,-0.4189,1
1777377304753203631,37.0,0,1,8.461404e-02,2.149147e-01,1,0.0318,0.4419,0.0000,-0.0000,0.0470,2.8678,-0.2006,0.5900,1.1222,-0.4189,-4.0398,0.5000,-0.4189,1
1777377304787375117,46.1,0,2,1.687188e-01,1.624464e-01,1,0.0316,0.4434,0.0000,-0.0000,0.0352,2.8717,-0.2006,0.5900,1.1222,-0.4189,-3.8627,0.5000,-0.4189,1
1777377304822026553,57.3,0,3,1.802249e-01,1.250224e-01,1,0.0315,0.4445,0.0000,-0.0000,0.0255,2.8756,-0.2006,0.5900,1.1223,-0.4189,-3.6196,0.5000,-0.4189,1
1777377304852664464,47.0,0,2,1.912224e-01,1.055728e-01,1,0.0311,0.4451,0.0000,-0.0000,0.0198,2.8789,-0.2006,0.5900,1.1224,-0.4189,-3.4316,0.5000,-0.4189,1
1777377304886656457,41.5,0,1,9.605992e-02,9.381402e-01,1,0.0309,0.4455,0.0000,-0.0000,0.0076,2.8828,-0.2005,0.5900,1.1224,-0.4189,-3.6594,0.5000,-0.4189,1
1777377304916790065,47.1,0,2,1.387382e-01,6.792505e-01,1,0.0308,0.4456,0.0000,-0.0000,0.0002,2.8861,-0.2005,0.5900,1.1225,-0.4189,-3.8733,0.5000,-0.4189,1
1777377304951968876,46.1,0,2,1.150069e-01,5.252810e-01,1,0.0307,0.4454,0.0000,-0.0000,-0.0072,2.8900,-0.2005,0.5900,1.1225,-0.4189,-3.9117,0.5000,-0.4189,1
1777377304986715707,41.1,0,1,1.019711e-01,5.456214e-01,1,0.0305,0.4451,0.0000,-0.0000,-0.0105,2.8939,-0.2004,0.5900,1.1226,-0.4189,-3.9178,0.5000,-0.4189,1
1777377305017534391,42.1,0,1,1.002406e-01,4.748447e-01,1,0.0304,0.4448,0.0000,-0.0000,-0.0118,2.8972,-0.2004,0.5900,1.1226,-0.4189,-3.9246,0.5000,-0.4189,1
1777377305052014526,37.4,0,1,9.719968e-02,3.331385e-01,1,0.0304,0.4444,0.0000,-0.0000,-0.0110,2.9011,-0.2004,0.5900,1.1227,-0.4189,-3.9265,0.5000,-0.4189,1
1777377305086796653,36.5,0,1,9.286609e-02,2.091565e-01,1,0.0303,0.4440,0.0000,-0.0000,-0.0087,2.9050,-0.2004,0.5900,1.1227,-0.4189,-3.9253,0.5000,-0.4189,1
1777377305121757794,36.2,0,1,1.185439e-01,1.084514e-01,1,0.0303,0.4438,0.0000,-0.0000,-0.0046,2.9088,-0.2003,0.5900,1.1228,-0.4189,-3.9261,0.5000,-0.4189,1
1777377305151861738,34.9,0,1,1.150160e-01,1.013031e-01,1,0.0302,0.4437,0.0000,-0.0000,-0.0033,2.9122,-0.2003,0.5900,1.1228,-0.4189,-3.9340,0.5000,-0.4189,1
1777377305182012019,38.1,0,1,8.618909e-02,1.004319e-01,1,0.0302,0.4437,0.0000,-0.0000,0.0001,2.9155,-0.2003,0.5900,1.1229,-0.4189,-3.9732,0.5000,-0.4189,1
1777377305217166925,37.4,0,1,8.435851e-02,9.519839e-02,1,0.0302,0.4437,0.0000,-0.0000,0.0027,2.9194,-0.2003,0.5900,1.1229,-0.4189,-4.0218,0.5000,-0.4189,1
1777377305247699041,36.9,0,1,8.554858e-02,8.390236e-02,1,0.0302,0.4438,0.0000,-0.0000,0.0018,2.9227,-0.2002,0.5900,1.1230,-0.4189,-4.0403,0.5000,-0.4189,1
1777377305281965249,37.0,0,1,8.643460e-02,6.472564e-02,1,0.0301,0.4438,0.0000,-0.0000,0.0010,2.9266,-0.2002,0.5900,1.1230,-0.4189,-4.0472,0.5000,-0.4189,1
1777377305311983655,36.3,0,1,8.790290e-02,4.172516e-02,1,0.0301,0.4439,0.0000,-0.0000,-0.0009,2.9299,-0.2002,0.5900,1.1231,-0.4189,-4.0366,0.5000,-0.4189,1
1777377305342058190,36.4,0,1,8.670175e-02,2.848935e-02,1,0.0301,0.4439,0.0000,-0.0000,0.0003,2.9333,-0.2001,0.5900,1.1231,-0.4189,-4.0478,0.5000,-0.4189,1
1777377305372615299,37.8,0,1,8.683360e-02,2.795792e-02,1,0.0301,0.4439,0.0000,-0.0000,-0.0000,2.9366,-0.2001,0.5900,1.1232,-0.4189,-4.0511,0.5000,-0.4189,1
