label,phase,raceline,score,passed,failed,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,status,Q_N,Q_CONTOURING,Q_LAG,Q_ALPHA,Q_PROGRESS,Q_VX,VX_REF,Q_VY,Q_OMEGA,R_DELTA,R_AX,R_VTHETA,W_DELTA_RATE,W_AX_RATE,W_VTHETA_RATE,Q_N_TERM,Q_CONTOURING_TERM,Q_LAG_TERM,Q_ALPHA_TERM,Q_PROGRESS_TERM,ADMM_RHO,ADMM_MAX_ITER,ADMM_TOL,HORIZON,DT,V_THETA_MAX
VX_REF=1.0,Phase 1: One-at-a-time,my_track,1168200.0,5,1,9.1671,4.3755,3.1411,2.0984,6.43,2.9436,5.2224,658.2,792.0,11677,0.4,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,1.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
VX_REF=1.5,Phase 1: One-at-a-time,my_track,1168200.0,5,1,9.1671,4.3755,3.1411,2.0984,6.43,2.9436,5.2224,655.7,894.9,11677,0.4,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,1.5,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
VX_REF=2.0,Phase 1: One-at-a-time,my_track,1168200.0,5,1,9.1671,4.3755,3.1411,2.0984,6.43,2.9436,5.2224,658.9,897.0,11677,0.4,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
VX_REF=3.0,Phase 1: One-at-a-time,my_track,1168200.0,5,1,9.1671,4.3755,3.1411,2.0984,6.43,2.9436,5.2224,657.5,956.3,11677,0.4,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,3.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
VX_REF=4.0,Phase 1: One-at-a-time,my_track,1168200.0,5,1,9.1671,4.3755,3.1411,2.0984,6.43,2.9436,5.2224,661.8,718.8,11677,0.4,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,4.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
Q_VY=0.1,Phase 1: One-at-a-time,my_track,1096700.0,6,0,15.3929,8.269,3.1413,1.6236,6.29,2.8076,4.7105,660.9,849.4,10962,0.4,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,0.1,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
Q_VY=0.5,Phase 1: One-at-a-time,my_track,1086100.0,6,0,12.5243,5.7405,3.1416,1.6717,5.58,2.4766,4.8093,660.7,730.7,10856,0.2,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,0.5,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
Q_VY=5.0,Phase 1: One-at-a-time,my_track,75.974,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.5,558.8,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,5.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
Q_VY=10.0,Phase 1: One-at-a-time,my_track,75.974,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.5,469.0,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,10.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
Q_OMEGA=0.1,Phase 1: One-at-a-time,my_track,1021100.0,5,1,9.7067,4.7792,3.1409,1.8133,5.13,3.3753,6.4017,655.1,1500.1,10206,0.0,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.1,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
Q_OMEGA=1.0,Phase 1: One-at-a-time,my_track,75.974,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.2,520.2,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,1.0,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
Q_OMEGA=5.0,Phase 1: One-at-a-time,my_track,75.955,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.6,118.7,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,5.0,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
Q_OMEGA=10.0,Phase 1: One-at-a-time,my_track,75.954,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.5,116.6,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,10.0,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
R_DELTA=0.01,Phase 1: One-at-a-time,my_track,75.974,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.4,729.6,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.01,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
R_DELTA=0.05,Phase 1: One-at-a-time,my_track,75.974,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.3,570.5,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.05,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
R_DELTA=0.1,Phase 1: One-at-a-time,my_track,75.974,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.5,569.7,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.1,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
R_DELTA=1.0,Phase 1: One-at-a-time,my_track,951000.0,4,2,6.0537,3.1293,3.1414,1.4108,4.72,4.4723,9.3085,666.4,944.9,9505,0.0,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,1.0,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
R_DELTA=5.0,Phase 1: One-at-a-time,my_track,75.954,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.4,384.1,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,5.0,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
R_DELTA=10.0,Phase 1: One-at-a-time,my_track,75.954,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.1,281.3,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,10.0,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
R_AX=0.001,Phase 1: One-at-a-time,my_track,1023400.0,6,0,8.6323,2.627,3.1416,1.495,5.5,1.6329,3.7053,664.7,949.7,10229,0.2,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.001,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
R_AX=0.05,Phase 1: One-at-a-time,my_track,75.974,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.4,551.3,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.05,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
R_AX=0.1,Phase 1: One-at-a-time,my_track,75.974,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.5,562.8,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.1,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
R_VTHETA=0.1,Phase 1: One-at-a-time,my_track,75.975,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,15.1,669.3,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,0.1,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
R_VTHETA=0.5,Phase 1: One-at-a-time,my_track,948600.0,6,0,23.5724,4.9416,3.1403,1.3036,9.06,2.4433,5.215,662.7,930.4,9481,2.1,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,0.5,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
R_VTHETA=5.0,Phase 1: One-at-a-time,my_track,75.974,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.4,561.3,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,5.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
R_VTHETA=10.0,Phase 1: One-at-a-time,my_track,1079500.0,6,0,24.6606,8.9142,3.1415,1.2014,5.99,1.5408,3.8303,663.0,896.5,10790,0.4,99.9,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,10.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
W_DELTA_RATE=0.5,Phase 1: One-at-a-time,my_track,923800.0,6,0,16.505,2.3715,3.1414,1.414,5.91,2.7447,5.0194,660.0,706.5,9233,0.7,99.7,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.5,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
W_DELTA_RATE=1.0,Phase 1: One-at-a-time,my_track,1165400.0,5,1,15.6131,6.1154,3.1415,1.415,4.92,1.8161,3.9677,666.0,968.9,11649,0.0,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,1.0,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
W_DELTA_RATE=2.0,Phase 1: One-at-a-time,my_track,75.975,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.6,578.9,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,2.0,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
W_DELTA_RATE=5.0,Phase 1: One-at-a-time,my_track,75.975,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.8,611.9,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,5.0,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
W_DELTA_RATE=10.0,Phase 1: One-at-a-time,my_track,75.954,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,13.9,275.9,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,10.0,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
W_DELTA_RATE=20.0,Phase 1: One-at-a-time,my_track,75.955,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.8,176.7,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,20.0,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
W_AX_RATE=0.01,Phase 1: One-at-a-time,my_track,573600.0,4,2,1.9377,0.7157,3.1416,1.5783,4.48,3.0596,4.5349,662.7,757.1,5731,0.0,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.01,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
W_AX_RATE=0.05,Phase 1: One-at-a-time,my_track,757200.0,5,1,4.5121,1.3607,3.1405,1.427,4.76,3.0413,5.039,662.9,1516.7,7567,0.0,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.05,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
W_AX_RATE=0.5,Phase 1: One-at-a-time,my_track,1065900.0,6,0,10.9829,4.4138,3.1412,1.2866,8.96,2.8873,6.7047,662.8,853.0,10654,1.3,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.5,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
W_AX_RATE=1.0,Phase 1: One-at-a-time,my_track,760700.0,6,0,6.5881,1.0064,3.14,1.6247,5.57,2.3962,4.2777,661.8,844.0,7602,0.2,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,1.0,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
W_VTHETA_RATE=0.01,Phase 1: One-at-a-time,my_track,75.974,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.5,545.4,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.01,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
W_VTHETA_RATE=0.05,Phase 1: One-at-a-time,my_track,75.975,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.6,534.8,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.05,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
W_VTHETA_RATE=0.5,Phase 1: One-at-a-time,my_track,75.974,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.3,713.7,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.5,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
W_VTHETA_RATE=1.0,Phase 1: One-at-a-time,my_track,75.975,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.6,463.0,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,1.0,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
