label,phase,raceline,score,passed,failed,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,status,Q_N,Q_CONTOURING,Q_LAG,Q_ALPHA,Q_PROGRESS,Q_VX,VX_REF,Q_VY,Q_OMEGA,R_DELTA,R_AX,R_VTHETA,W_DELTA_RATE,W_AX_RATE,W_VTHETA_RATE,Q_N_TERM,Q_CONTOURING_TERM,Q_LAG_TERM,Q_ALPHA_TERM,Q_PROGRESS_TERM,ADMM_RHO,ADMM_MAX_ITER,ADMM_TOL,HORIZON,DT,V_THETA_MAX
QC100_QL100_QA5_QP0.1_H12_VT3.0_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1109500.0,3,3,15.3259,5.9891,1.5547,1.2199,0.35,2.5993,3.5604,1241.6,1540.1,11090,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,12,0.04,3.0
QC100_QL100_QA5_QP0.1_H12_VT3.0_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,96.987,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,1246.9,1833.0,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,12,0.05,3.0
QC100_QL100_QA5_QP0.1_H12_VT3.0_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,814200.0,5,1,9.185,1.916,3.1414,1.5202,4.89,1.7552,3.7313,1255.5,1648.0,8137,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,12,0.06,3.0
QC100_QL100_QA5_QP0.1_H12_VT3.0_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,75.967,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,26.9,487.5,0,0.0,1.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,12,0.08,3.0
QC100_QL100_QA5_QP0.1_H12_VT3.5_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1017100.0,5,1,2.9312,1.4501,3.1373,1.846,4.76,2.7583,3.5097,1238.6,1909.2,10166,0.0,99.9,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,12,0.03,3.5
QC100_QL100_QA5_QP0.1_H12_VT3.5_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1003900.0,3,3,14.1512,4.8088,2.3274,1.3913,0.7,3.22,4.9254,1244.4,2153.4,10034,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,12,0.04,3.5
QC100_QL100_QA5_QP0.1_H12_VT3.5_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,97.003,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,1263.4,1560.9,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,12,0.05,3.5
QC100_QL100_QA5_QP0.1_H12_VT3.5_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,954200.0,6,0,29.0124,4.7147,3.1413,1.4736,5.36,2.0858,4.7601,1244.5,1542.3,9537,0.1,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,12,0.06,3.5
QC100_QL100_QA5_QP0.1_H12_VT3.5_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,75.973,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,33.3,494.0,0,0.0,1.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,12,0.08,3.5
QC100_QL100_QA5_QP0.1_H12_VT5.0_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1027800.0,5,1,13.4004,2.931,3.1413,1.4908,4.83,1.8025,5.2353,1291.7,1835.3,10273,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,12,0.03,5.0
QC100_QL100_QA5_QP0.1_H12_VT5.0_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1109300.0,3,3,10.0281,3.3537,1.5763,1.232,0.35,2.73,3.5604,1321.0,1789.5,11088,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,12,0.04,5.0
QC100_QL100_QA5_QP0.1_H12_VT5.0_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,96.999,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,1259.5,1724.8,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,12,0.05,5.0
QC100_QL100_QA5_QP0.1_H12_VT5.0_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1014500.0,5,1,7.7896,2.2159,3.1406,1.6402,4.8,2.2808,3.8262,1212.9,1260.4,10140,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,12,0.06,5.0
QC100_QL100_QA5_QP0.1_H12_VT5.0_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,75.965,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,25.3,473.7,0,0.0,1.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,12,0.08,5.0
QC100_QL100_QA5_QP0.1_H15_VT1.5_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,901000.0,6,0,5.9915,1.4498,3.1413,1.4167,5.16,2.6997,4.9082,1529.0,1849.1,9005,0.1,99.6,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.03,1.5
QC100_QL100_QA5_QP0.1_H15_VT1.5_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,101.309,3,3,0.6505,0.0158,0.7856,0.0333,0.35,2.2719,2.585,1576.6,1856.4,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.04,1.5
QC100_QL100_QA5_QP0.1_H15_VT1.5_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,279300.0,3,3,2.0561,0.4003,1.57,0.1522,0.35,2.3635,3.5604,1520.5,2045.5,2788,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.05,1.5
QC100_QL100_QA5_QP0.1_H15_VT1.5_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,834100.0,5,1,5.1958,1.4215,3.1411,1.5474,4.76,2.6063,4.3247,1558.1,2099.7,8336,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.06,1.5
QC100_QL100_QA5_QP0.1_H15_VT1.5_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,75.972,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,31.7,610.6,0,0.0,1.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.08,1.5
QC100_QL100_QA5_QP0.1_H15_VT2.0_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1024500.0,5,1,9.9298,3.3907,3.1414,1.4373,4.96,1.578,4.0289,1604.8,2381.9,10240,0.0,99.4,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.03,2.0
QC100_QL100_QA5_QP0.1_H15_VT2.0_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,97.29,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,1550.2,1795.1,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.04,2.0
QC100_QL100_QA5_QP0.1_H15_VT2.0_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,279300.0,3,3,2.0561,0.4003,1.57,0.1522,0.35,2.3635,3.5604,1523.6,2250.8,2788,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.05,2.0
QC100_QL100_QA5_QP0.1_H15_VT2.0_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,910700.0,6,0,15.6884,7.6244,3.141,1.2094,6.41,1.9283,4.8964,1522.4,2192.4,9102,0.7,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.06,2.0
QC100_QL100_QA5_QP0.1_H15_VT2.0_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,75.971,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,31.1,658.1,0,0.0,1.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.08,2.0
QC100_QL100_QA5_QP0.1_H15_VT3.0_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1130200.0,5,1,15.6899,5.3162,3.1414,1.6794,4.33,1.9839,4.8547,1502.3,1746.4,11297,0.0,99.9,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.03,3.0
QC100_QL100_QA5_QP0.1_H15_VT3.0_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,97.3,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,1559.9,2611.3,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.04,3.0
QC100_QL100_QA5_QP0.1_H15_VT3.0_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,279300.0,3,3,2.0561,0.4003,1.57,0.1522,0.35,2.3635,3.5604,1559.2,2216.1,2788,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.05,3.0
QC100_QL100_QA5_QP0.1_H15_VT3.0_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,636600.0,5,1,6.2908,1.2272,3.1409,1.3361,4.7,2.2934,4.7345,1561.4,2040.7,6361,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.06,3.0
QC100_QL100_QA5_QP0.1_H15_VT3.0_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,75.971,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,31.5,703.5,0,0.0,1.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.08,3.0
QC100_QL100_QA5_QP0.1_H15_VT3.5_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1014600.0,6,0,7.9173,3.1421,3.1384,1.5762,5.01,1.9645,4.0604,1556.5,2467.9,10141,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.03,3.5
QC100_QL100_QA5_QP0.1_H15_VT3.5_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,97.355,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,1614.8,2394.6,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.04,3.5
QC100_QL100_QA5_QP0.1_H15_VT3.5_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,279300.0,3,3,2.0561,0.4003,1.57,0.1522,0.35,2.3635,3.5604,1527.4,1593.2,2788,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.05,3.5
QC100_QL100_QA5_QP0.1_H15_VT3.5_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1103500.0,6,0,28.7154,10.7671,3.1414,1.3055,5.39,1.3276,3.6351,1524.3,1598.7,11030,0.2,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.06,3.5
QC100_QL100_QA5_QP0.1_H15_VT3.5_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,75.972,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,31.7,565.5,0,0.0,1.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.08,3.5
QC100_QL100_QA5_QP0.1_H15_VT5.0_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1161300.0,5,1,53.5055,21.5164,3.1415,1.3578,4.91,0.9136,3.5623,1520.7,2140.5,11608,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.03,5.0
QC100_QL100_QA5_QP0.1_H15_VT5.0_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,97.341,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,1601.0,2532.5,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.04,5.0
QC100_QL100_QA5_QP0.1_H15_VT5.0_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,97.337,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,1596.6,2152.7,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.05,5.0
QC100_QL100_QA5_QP0.1_H15_VT5.0_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,758800.0,4,2,4.6896,1.3186,3.1412,0.8326,3.53,1.8926,4.7601,1568.1,2217.1,7583,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.06,5.0
QC100_QL100_QA5_QP0.1_H15_VT5.0_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,75.972,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,32.3,581.6,0,0.0,1.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,15,0.08,5.0
QC100_QL100_QA5_QP0.1_H20_VT1.5_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,647700.0,3,3,7.4108,1.6949,1.5671,0.6411,0.35,2.4479,3.5604,2064.5,2683.0,6472,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.03,1.5
QC100_QL100_QA5_QP0.1_H20_VT1.5_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,97.846,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,2105.8,3197.1,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.04,1.5
QC100_QL100_QA5_QP0.1_H20_VT1.5_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,97.786,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,2045.6,2677.2,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.05,1.5
QC100_QL100_QA5_QP0.1_H20_VT1.5_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,879000.0,5,1,11.0261,3.1062,3.1415,1.1677,4.05,1.5461,3.1777,2080.3,2399.5,8785,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.06,1.5
QC100_QL100_QA5_QP0.1_H20_VT1.5_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,75.984,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,44.5,768.0,0,0.0,1.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.08,1.5
QC100_QL100_QA5_QP0.1_H20_VT2.0_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1098800.0,5,1,98.7795,39.1832,3.1368,1.5143,4.62,0.3611,3.4108,2041.3,2681.8,10983,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.03,2.0
QC100_QL100_QA5_QP0.1_H20_VT2.0_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,97.942,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,2201.6,6251.1,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.04,2.0
QC100_QL100_QA5_QP0.1_H20_VT2.0_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,97.91,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,2170.3,2648.3,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.05,2.0
QC100_QL100_QA5_QP0.1_H20_VT2.0_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,220700.0,4,2,4.3014,0.3981,3.1395,0.4349,3.6,2.053,3.0553,2106.0,2403.7,2202,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.06,2.0
QC100_QL100_QA5_QP0.1_H20_VT2.0_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,75.983,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,43.2,762.5,0,0.0,1.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.08,2.0
QC100_QL100_QA5_QP0.1_H20_VT3.0_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,834800.0,5,1,7.2801,1.8927,3.1415,1.4077,4.83,1.8707,4.186,2035.4,3113.6,8343,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.03,3.0
QC100_QL100_QA5_QP0.1_H20_VT3.0_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,123200.0,3,3,1.8509,0.1761,0.8226,0.0856,0.35,2.348,3.5604,2076.2,3151.7,1227,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.04,3.0
QC100_QL100_QA5_QP0.1_H20_VT3.0_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,97.793,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,2053.0,2120.6,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.05,3.0
QC100_QL100_QA5_QP0.1_H20_VT3.0_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1007100.0,4,2,4.2237,2.158,3.1415,1.4863,3.07,1.7669,3.5689,2071.5,3004.2,10066,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.06,3.0
QC100_QL100_QA5_QP0.1_H20_VT3.0_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,75.982,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,42.1,754.7,0,0.0,1.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.08,3.0
QC100_QL100_QA5_QP0.1_H20_VT3.5_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1151300.0,5,1,16.3299,5.7776,3.1411,1.3795,4.3,1.5785,4.0395,1988.3,2080.6,11508,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.03,3.5
QC100_QL100_QA5_QP0.1_H20_VT3.5_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,97.773,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,2032.9,3016.6,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.04,3.5
QC100_QL100_QA5_QP0.1_H20_VT3.5_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,97.759,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,2018.9,2587.0,0,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.05,3.5
QC100_QL100_QA5_QP0.1_H20_VT3.5_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,626400.0,4,2,4.174,1.2078,3.1411,1.0385,3.69,2.3462,4.6555,2048.7,2599.2,6259,0.0,100.0,OK,0.0,100,100,5,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,20,0.06,3.5
