# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
6.986479,-1.128974,-3.539868,1.970288,-0.450074,3.038020,3.702172,0.720000,1.175000
7.036383,-1.148230,-3.492773,1.947680,-0.438669,3.098236,3.228694,0.695000,1.195000
7.086286,-1.165887,-3.446731,1.926438,-0.421711,3.149812,3.135898,0.680000,1.195000
7.136189,-1.182592,-3.400301,1.906051,-0.404947,3.199109,3.184596,0.655000,1.190000
7.186093,-1.198554,-3.352974,1.886208,-0.389913,3.248406,3.233294,0.635000,1.200000
7.235996,-1.213758,-3.304792,1.866854,-0.376461,3.297703,3.125883,0.625000,1.210000
7.285900,-1.228005,-3.256464,1.848191,-0.364629,3.344672,2.782925,0.620000,1.215000
7.335803,-1.241054,-3.209041,1.830515,-0.354292,3.385940,2.817051,0.600000,1.225000
7.385707,-1.253387,-3.160943,1.813161,-0.344831,3.427207,2.851177,0.575000,1.220000
7.435610,-1.264996,-3.112197,1.796102,-0.336189,3.468475,2.885303,0.560000,1.220000
7.485513,-1.275873,-3.062832,1.779310,-0.328313,3.509742,2.721687,0.560000,1.225000
7.535417,-1.285801,-3.013957,1.763165,-0.317654,3.548229,2.599838,0.545000,1.240000
7.585320,-1.294874,-2.965373,1.747776,-0.305225,3.584608,2.626357,0.525000,1.235000
7.635224,-1.303271,-2.916301,1.732872,-0.293682,3.620986,2.652876,0.515000,1.250000
7.685127,-1.311001,-2.866770,1.718421,-0.282973,3.657365,2.679395,0.505000,1.235000
7.735030,-1.318070,-2.816812,1.704398,-0.273046,3.693743,1.052882,0.510000,1.240000
7.784934,-1.324371,-2.767414,1.690994,-0.266080,3.707940,0.211827,0.490000,1.245000
7.834837,-1.329993,-2.718154,1.677935,-0.260825,3.710790,0.211990,0.485000,1.250000
7.884741,-1.335002,-2.668573,1.665057,-0.256090,3.713640,0.212153,0.480000,1.245000
7.934644,-1.339397,-2.618697,1.652343,-0.251853,3.716490,0.212315,0.475000,1.245000
7.984547,-1.343177,-2.568552,1.639774,-0.248090,3.719340,-0.019137,0.470000,1.250000
8.034451,-1.346309,-2.518750,1.627449,-0.246729,3.719083,-0.167166,0.465000,1.240000
8.084354,-1.348819,-2.469113,1.615181,-0.247020,3.716839,-0.167065,0.465000,1.245000
8.134258,-1.350724,-2.419294,1.602850,-0.247697,3.714595,-0.166964,0.460000,1.235000
8.184161,-1.352017,-2.369316,1.590442,-0.248755,3.712352,-0.166863,0.460000,1.235000
8.234065,-1.352688,-2.319208,1.577941,-0.250190,3.710108,-0.359459,0.460000,1.225000
8.283968,-1.352732,-2.269208,1.565396,-0.251329,3.705270,-0.584550,0.460000,1.225000
8.333872,-1.352151,-2.219383,1.552855,-0.252079,3.697389,-0.583305,0.460000,1.215000
8.383775,-1.350942,-2.169506,1.540252,-0.253235,3.689507,-0.582061,0.460000,1.195000
8.433678,-1.349100,-2.119602,1.527568,-0.254795,3.681626,-0.580816,0.465000,1.205000
8.483582,-1.346623,-2.069700,1.514790,-0.256761,3.673745,-0.621431,0.465000,1.230000
