label,score,passed,failed,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,status,ADMM_ALPHA,ADMM_RHO,ADMM_RHO_U,ADMM_TOL,MAX_ADMM_ITER,MIN_LIN_VEL,N,Q_HDG,Q_LAT,Q_LAT_VEL,Q_VEL,Q_YAW,R_ACCEL,R_STEER,STABILITY_LIMIT,WALL_END,WALL_MARGIN,WALL_START,WALL_STRIDE,WP_ADVANCE_MAX,W_ACCEL_RATE,W_DELTA_ACT,W_JERK,dt
dt=0.07+N=10+WE=6+WM=0.05,600.0,4,2,0.3533,0.0212,0.5257,0.016,4.87,0.1661,3.2868,16.0,3129.1,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.05,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=8+WM=0.01,600.0,4,2,0.352,0.0212,0.5212,0.0159,4.9,0.1657,3.2715,18.7,3248.3,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.01,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=6+WM=0.08,600.0,4,2,0.3518,0.0213,0.5238,0.0159,4.87,0.166,3.2669,31.6,3647.6,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.08,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=8+WM=0.0,600.0,4,2,0.3501,0.0211,0.5286,0.0159,4.87,0.1657,3.2845,15.7,206.8,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.0,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=6+WM=0.3,600.0,4,2,0.3564,0.0211,0.511,0.0161,4.83,0.1663,3.3592,15.7,211.0,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.3,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=6+WM=0.15,600.0,4,2,0.3576,0.0213,0.5099,0.0161,4.91,0.1659,3.2935,15.7,215.2,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.15,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=6+WM=0.1,600.0,4,2,0.3544,0.0212,0.526,0.0159,4.82,0.1659,3.2489,22.2,4138.1,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.1,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=6+WM=0.2,600.0,4,2,0.3554,0.0212,0.4921,0.016,4.85,0.1656,3.2468,28.7,3219.7,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.2,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=8+WM=0.04,600.0,4,2,0.3526,0.0211,0.502,0.0161,4.91,0.1659,3.294,14.1,303.3,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.04,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=8+WM=0.03,600.0,4,2,0.3531,0.0212,0.5144,0.0159,4.88,0.1657,3.2713,16.4,3295.9,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.03,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=8+WM=0.02,600.0,4,2,0.35,0.0211,0.5037,0.0159,4.87,0.166,3.2949,25.9,3239.2,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.02,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=8+WM=0.08,600.0,4,2,0.3518,0.0213,0.5238,0.0159,4.87,0.166,3.2669,25.3,10037.6,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.08,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=8+WM=0.15,600.0,4,2,0.3576,0.0213,0.5099,0.0161,4.91,0.1659,3.2935,16.5,4044.1,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.15,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=8+WM=0.05,600.0,4,2,0.3533,0.0212,0.5257,0.016,4.87,0.1661,3.2868,20.6,4037.6,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.05,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=8+WM=0.1,600.0,4,2,0.3544,0.0212,0.526,0.0159,4.82,0.1659,3.2489,14.7,251.2,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.1,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=8+WM=0.2,600.0,4,2,0.3554,0.0212,0.4921,0.016,4.85,0.1656,3.2468,32.6,4047.2,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.2,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=8+WM=0.3,600.0,4,2,0.3564,0.0211,0.511,0.0161,4.83,0.1663,3.3592,15.5,621.3,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.3,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=9+WM=0.01,600.0,4,2,0.3558,0.0213,0.5133,0.0161,4.83,0.1661,3.2667,15.3,255.4,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.01,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=9+WM=0.05,600.0,4,2,0.3587,0.0213,0.5142,0.0162,4.81,0.1658,3.3749,14.8,779.2,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.05,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=9+WM=0.0,600.0,4,2,0.3553,0.0214,0.5069,0.0161,4.84,0.1659,3.2632,15.4,836.8,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.0,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=9+WM=0.03,600.0,4,2,0.3566,0.0212,0.5133,0.0161,4.84,0.1657,3.2467,31.3,6064.4,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.03,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=9+WM=0.04,600.0,4,2,0.3539,0.0213,0.5069,0.0161,4.83,0.1664,3.2905,19.2,6361.6,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.04,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=9+WM=0.1,600.0,4,2,0.3554,0.0212,0.5048,0.016,4.87,0.1659,3.3203,25.4,3663.7,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.1,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=9+WM=0.02,600.0,4,2,0.3513,0.0212,0.5002,0.0161,4.86,0.1659,3.3245,31.2,3209.5,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.02,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=9+WM=0.08,600.0,4,2,0.349,0.0213,0.5142,0.016,4.96,0.1655,3.3262,14.9,285.7,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.08,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=9+WM=0.2,600.0,4,2,0.3533,0.0212,0.5205,0.016,4.88,0.1657,3.2956,14.1,214.7,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.2,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=9+WM=0.15,600.0,4,2,0.3525,0.0212,0.5286,0.0161,4.89,0.1656,3.2958,29.4,4061.7,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.15,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=4+WM=0.0,600.0,4,2,0.3417,0.0213,0.4898,0.0159,5.02,0.1646,3.4181,16.8,967.8,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.0,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=10+WE=9+WM=0.3,600.0,4,2,0.353,0.0214,0.5085,0.0161,4.92,0.1659,3.2677,14.9,1050.3,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.3,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=4+WM=0.01,600.0,4,2,0.3417,0.0213,0.4898,0.0159,5.02,0.1646,3.4181,23.7,4069.6,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.01,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=4+WM=0.02,600.0,4,2,0.3417,0.0213,0.4898,0.0159,5.02,0.1646,3.4181,17.4,209.6,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.02,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=4+WM=0.03,600.0,4,2,0.3417,0.0213,0.4898,0.0159,5.02,0.1646,3.4181,34.6,6062.8,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.03,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=4+WM=0.05,600.0,4,2,0.3417,0.0213,0.4898,0.0159,5.02,0.1646,3.4181,22.8,3140.5,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.05,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=4+WM=0.08,600.0,4,2,0.3417,0.0213,0.4898,0.0159,5.02,0.1646,3.4181,21.8,3571.6,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.08,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=4+WM=0.04,600.0,4,2,0.3417,0.0213,0.4898,0.0159,5.02,0.1646,3.4181,20.8,3083.6,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.04,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=4+WM=0.2,600.0,4,2,0.3417,0.0213,0.4898,0.0159,5.02,0.1646,3.4181,16.4,980.2,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.2,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=4+WM=0.1,600.0,4,2,0.3417,0.0213,0.4898,0.0159,5.02,0.1646,3.4181,17.9,244.6,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.1,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=4+WM=0.15,600.0,4,2,0.3417,0.0213,0.4898,0.0159,5.02,0.1646,3.4181,18.2,229.5,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.15,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=4+WM=0.3,600.0,4,2,0.3417,0.0213,0.4898,0.0159,5.02,0.1646,3.4181,17.1,400.8,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.3,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=6+WM=0.0,600.0,4,2,0.3394,0.0215,0.4806,0.0158,5.02,0.1645,3.3701,16.8,758.5,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.0,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=6+WM=0.01,600.0,4,2,0.3382,0.0214,0.4858,0.0158,5.01,0.1633,3.3633,16.8,3067.4,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.01,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=6+WM=0.02,600.0,4,2,0.343,0.0215,0.4799,0.0158,5.05,0.1644,3.3883,16.0,592.9,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.02,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=6+WM=0.03,600.0,4,2,0.3426,0.0216,0.4796,0.0156,5.04,0.1644,3.3501,20.8,3302.9,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=6+WM=0.05,600.0,4,2,0.3489,0.0217,0.4711,0.0156,5.05,0.1631,3.3056,18.2,5042.8,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.05,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=6+WM=0.04,600.0,4,2,0.34,0.0215,0.4736,0.0157,5.02,0.1641,3.385,15.5,558.0,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.04,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=6+WM=0.3,600.0,4,2,0.3398,0.0214,0.4831,0.0158,5.01,0.1643,3.3404,18.1,862.2,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.3,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=6+WM=0.15,600.0,4,2,0.3485,0.0215,0.4728,0.0158,5.05,0.1645,3.4066,16.7,239.0,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.15,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=6+WM=0.2,600.0,4,2,0.341,0.0216,0.4729,0.0157,5.01,0.1641,3.3157,20.4,4047.2,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.2,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=6+WM=0.08,600.0,4,2,0.3393,0.0217,0.4755,0.0158,5.01,0.164,3.2988,20.2,4051.3,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.08,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=8+WM=0.02,600.0,4,2,0.343,0.0215,0.4799,0.0158,5.05,0.1644,3.3883,17.9,712.8,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.02,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=6+WM=0.1,600.0,4,2,0.3434,0.0217,0.4835,0.0157,5.03,0.1642,3.2663,20.5,4252.6,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.1,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=8+WM=0.03,600.0,4,2,0.3426,0.0216,0.4796,0.0156,5.04,0.1644,3.3501,19.3,3069.6,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.03,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=8+WM=0.05,600.0,4,2,0.3489,0.0217,0.4711,0.0156,5.05,0.1631,3.3056,24.0,5255.3,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.05,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=8+WM=0.01,600.0,4,2,0.3382,0.0214,0.4858,0.0158,5.01,0.1633,3.3633,32.5,3171.7,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.01,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=8+WM=0.04,600.0,4,2,0.34,0.0215,0.4736,0.0157,5.02,0.1641,3.385,25.8,4040.1,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.04,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=8+WM=0.0,600.0,4,2,0.3394,0.0215,0.4806,0.0158,5.02,0.1645,3.3701,17.8,504.2,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.0,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=8+WM=0.08,600.0,4,2,0.3393,0.0217,0.4755,0.0158,5.01,0.164,3.2988,16.9,1332.6,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.08,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=8+WM=0.15,600.0,4,2,0.3485,0.0215,0.4728,0.0158,5.05,0.1645,3.4066,15.2,338.3,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.15,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=8+WM=0.2,600.0,4,2,0.341,0.0216,0.4729,0.0157,5.01,0.1641,3.3157,33.0,6366.7,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.2,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=8+WM=0.1,600.0,4,2,0.3434,0.0217,0.4835,0.0157,5.03,0.1642,3.2663,31.5,3226.5,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.1,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=8+WM=0.3,600.0,4,2,0.3398,0.0214,0.4831,0.0158,5.01,0.1643,3.3404,26.1,3118.1,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.3,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=9+WM=0.0,600.0,4,2,0.3435,0.0217,0.4824,0.0157,5.05,0.1643,3.3049,36.7,5057.1,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.0,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=9+WM=0.02,600.0,4,2,0.3408,0.0216,0.4824,0.0157,5.03,0.1642,3.3151,16.2,257.0,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.02,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=9+WM=0.01,600.0,4,2,0.3456,0.0215,0.4824,0.0158,5.05,0.1643,3.3482,36.2,8995.8,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.01,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=9+WM=0.03,600.0,4,2,0.3422,0.0216,0.4824,0.0156,5.04,0.163,3.2877,15.7,359.4,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.03,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=9+WM=0.04,600.0,4,2,0.346,0.0215,0.4824,0.0157,5.06,0.1643,3.365,17.5,2315.8,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.04,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=9+WM=0.05,600.0,4,2,0.3402,0.0214,0.4824,0.0158,5.0,0.1641,3.3925,18.7,4048.9,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.05,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=9+WM=0.2,600.0,4,2,0.3409,0.0215,0.4752,0.0157,5.04,0.1631,3.2952,17.4,854.6,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.2,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=9+WM=0.08,600.0,4,2,0.3384,0.0214,0.4824,0.0158,5.0,0.1643,3.3667,18.5,737.4,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.08,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=9+WM=0.1,600.0,4,2,0.3403,0.0216,0.4708,0.0157,5.04,0.1632,3.2792,16.4,464.8,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.1,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=9+WM=0.15,600.0,4,2,0.3406,0.0217,0.4848,0.0157,5.03,0.1632,3.2617,17.5,933.8,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.15,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=10+WM=0.01,600.0,4,2,0.3456,0.0215,0.4824,0.0158,5.05,0.1643,3.3482,15.9,219.0,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.01,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=10+WM=0.0,600.0,4,2,0.3435,0.0217,0.4824,0.0157,5.05,0.1643,3.3049,15.9,216.0,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.0,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=9+WM=0.3,600.0,4,2,0.3439,0.0215,0.4769,0.0158,5.03,0.1644,3.3815,17.1,1911.8,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.3,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=10+WM=0.02,600.0,4,2,0.3408,0.0216,0.4824,0.0157,5.03,0.1642,3.3151,29.8,3234.1,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.02,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=10+WM=0.03,600.0,4,2,0.3422,0.0216,0.4824,0.0156,5.04,0.163,3.2877,18.0,3041.2,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.03,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=10+WM=0.04,600.0,4,2,0.346,0.0215,0.4824,0.0157,5.06,0.1643,3.365,17.2,211.6,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.04,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=10+WM=0.08,600.0,4,2,0.3384,0.0214,0.4824,0.0158,5.0,0.1643,3.3667,20.3,1574.5,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.08,1,4,10,0.1,0.53,0.3,0.07
dt=0.07+N=11+WE=10+WM=0.05,600.0,4,2,0.3402,0.0214,0.4824,0.0158,5.0,0.1641,3.3925,20.6,373.9,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.05,1,4,10,0.1,0.53,0.3,0.07
