# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
2.936813,2.082758,-4.480026,0.186501,-0.000282,2.380978,0.000000,0.934733,0.928112
2.998612,2.142970,-4.466112,0.160993,-1.040003,2.353841,0.000000,0.931912,0.922900
3.062333,2.206393,-4.459948,0.055960,-0.008308,2.254495,0.000000,0.928711,0.917923
3.127878,2.271929,-4.458888,0.159919,0.749221,2.056028,0.000000,0.924756,0.913482
3.189020,2.330080,-4.439998,0.150877,-1.179740,1.819349,0.000000,0.920142,0.908907
3.254991,2.396051,-4.440017,0.009959,-2.326201,1.676772,0.000000,0.915260,0.903840
3.321533,2.462579,-4.438678,-0.157375,-1.422320,1.710468,0.000000,0.910072,0.898907
3.382539,2.519862,-4.459664,-0.171456,1.232381,1.855154,0.000000,0.904241,0.894575
3.448377,2.585700,-4.459997,-0.001054,0.079676,1.944029,0.000000,0.897431,0.890272
3.514433,2.651755,-4.459803,-0.160947,-1.266643,1.907301,0.000000,0.889288,0.884801
3.575476,2.709336,-4.480070,-0.162043,1.271014,1.864888,0.000000,0.879660,0.877415
3.641478,2.775338,-4.480006,0.000529,1.228086,1.917877,0.000000,0.868714,0.868041
3.707456,2.841316,-4.480000,0.000039,-0.010334,1.973862,0.000000,0.857470,0.857034
3.773431,2.907291,-4.480001,-0.000834,-1.238114,1.916260,0.000000,0.848213,0.846123
3.839361,2.973221,-4.480110,-0.163274,-1.008448,1.799469,0.000000,0.842732,0.838026
3.900413,3.030820,-4.500351,-0.128889,2.637015,1.756708,0.000000,0.840522,0.833839
3.965006,3.095261,-4.495927,0.168055,0.757578,1.837457,0.000000,0.839894,0.832385
4.026859,3.154840,-4.479311,-0.033096,-2.717858,1.999993,0.000000,0.839743,0.832053
4.087956,3.212397,-4.499806,-0.166105,0.249016,2.190835,0.000000,0.839711,0.832005
4.153848,3.278288,-4.500007,-0.001474,1.260002,2.400125,0.000000,0.839734,0.832000
4.219826,3.344267,-4.500000,0.000051,0.011169,2.630468,0.000000,0.839801,0.832000
4.285801,3.410242,-4.500000,-0.000001,-0.000388,2.834785,0.000000,0.839889,0.832000
4.351777,3.476217,-4.500000,-0.000000,0.000004,2.954470,0.000000,0.839960,0.832006
4.417752,3.542193,-4.500000,0.000000,0.000000,2.988743,0.000000,0.840015,0.832068
4.483728,3.608168,-4.500000,0.000000,-0.000002,2.949768,0.000000,0.840178,0.832448
4.549703,3.674144,-4.500000,-0.000000,0.000083,2.798513,0.000000,0.840850,0.833901
4.615679,3.740119,-4.500000,0.000011,0.003827,2.527818,0.000000,0.842764,0.837356
4.681653,3.806094,-4.499999,0.000505,1.209169,2.284944,0.000000,0.846477,0.842566
4.747602,3.872043,-4.499933,0.159529,1.265895,2.265467,0.000000,0.851514,0.847832
4.808672,3.929800,-4.480095,0.161297,0.074583,2.455894,0.000000,0.856685,0.852367
4.874534,3.995662,-4.479819,0.168995,0.380004,2.620620,0.000000,0.861951,0.857863
4.935551,4.053041,-4.459067,0.209512,-0.188414,2.574583,0.000000,0.868825,0.866233
4.999639,4.116932,-4.454033,0.145424,0.557903,2.364380,0.000000,0.877967,0.876916
5.061573,4.177445,-4.440847,0.279820,1.654548,2.169252,0.000000,0.888864,0.888596
5.122593,4.234847,-4.420149,0.348856,0.456919,2.101970,0.000000,0.902252,0.902210
5.183597,4.292119,-4.399136,0.335575,-1.348744,2.139657,0.000000,0.919802,0.919798
5.244714,4.350142,-4.379938,0.184145,-0.167391,2.204331,0.000000,0.941592,0.941592
5.309292,4.414619,-4.376320,0.314535,2.416790,2.245867,0.000000,0.965340,0.965340
5.371374,4.466423,-4.342108,0.490256,0.290170,2.241628,0.000000,0.988448,0.988448
5.432328,4.522681,-4.318646,0.350236,-1.027789,2.167315,0.000000,1.010959,1.010959
5.493513,4.581033,-4.300242,0.364723,0.452199,2.009664,0.000000,1.035809,1.035809
5.554510,4.636625,-4.275141,0.405486,2.492834,1.806025,0.000000,1.064605,1.064605
5.616750,4.694257,-4.251638,0.671931,5.530126,1.638330,0.000000,1.094812,1.094812
5.678994,4.730128,-4.200769,1.093901,4.800469,1.569343,0.000000,1.123056,1.123056
5.740043,4.750308,-4.143152,1.263798,2.589351,1.609184,0.000000,1.147268,1.147268
5.801405,4.767104,-4.084133,1.410866,0.962323,1.742556,0.000000,1.165093,1.165092
