idx,stamp_sec,stamp_nsec,status,iters,used_fallback,max_iter_streak,ey_fp,epsi_fp,vx_fp,vy_fp,omega_fp,steer_meas_fp,prev_accel_in_fp,out_steer_fp,out_accel_fp,pub_steer,pub_speed,pub_accel,ref_vx0_fp,ref_kappa0_fp,ref_left0_fp,ref_right0_fp
20,1779105634,664326236,1,50,0,20,44729,-80702,0,0,-1287,-90963,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,512427,-103599,398459,235930
21,1779105634,669211392,1,50,0,21,44729,-80680,0,0,-427,-102236,1851568,-102236,-1851569,-0.3899994,0.5000000,0.5000000,512565,-103599,398459,235930
22,1779105634,674154663,1,50,0,22,44729,-80680,0,0,71,-102236,131072,-79832,-1851569,-0.3045349,0.5000000,0.5000000,512704,-103599,398459,235930
23,1779105634,679187987,1,50,0,23,44729,-80677,0,0,516,-79832,131072,-102236,-1851569,-0.3899994,0.5000000,0.5000000,512845,-103599,398459,235930
24,1779105634,684175644,1,50,0,24,44729,-80674,0,0,542,-102236,131072,-102236,-1851569,-0.3899994,0.5000000,0.5000000,512984,-103599,398459,235930
25,1779105634,689239402,1,50,0,25,44729,-80677,0,0,-434,-102236,131072,-102236,-1851569,-0.3899994,0.5000000,0.5000000,513121,-103599,398459,235930
26,1779105634,694194417,1,50,0,26,44729,-80687,0,0,-2144,-102236,131072,-102236,-1851569,-0.3899994,0.5000000,0.5000000,513259,-103599,398459,235930
27,1779105634,699066388,1,50,0,27,44729,-80702,0,0,-3919,-102236,131072,-79832,1851568,-0.3045349,0.5000000,7.0631714,513398,-103599,398459,235930
28,1779105634,704188261,1,50,0,28,44729,-80730,0,0,-5397,-79832,1851568,-57428,1851568,-0.2190704,0.5000000,7.0631714,513537,-103599,398459,235930
29,1779105634,709217936,1,50,0,29,44729,-80760,0,0,-5868,-57428,1851568,-79833,-1851569,-0.3045387,0.5000000,0.5000000,513676,-103599,398459,235930
30,1779105634,714222522,1,50,0,30,44729,-80785,0,0,-5105,-79833,131072,-57429,-1851569,-0.2190742,0.5000000,0.5000000,513814,-103599,398459,235930
31,1779105634,719610777,1,50,0,31,44729,-80799,0,0,-4260,-57429,131072,-79834,-1851569,-0.3045425,0.5000000,0.5000000,513954,-103599,398459,235930
32,1779105634,724599746,1,50,0,32,44729,-80825,0,0,-5132,-79834,131072,-102236,1851568,-0.3899994,0.5000000,7.0631714,514093,-103599,398459,235930
33,1779105634,729234585,1,50,0,33,44729,-80865,0,0,-8736,-102236,1851568,-79832,-1851569,-0.3045349,0.5000000,0.5000000,514231,-103599,398459,235930
34,1779105634,734168127,1,50,0,34,44729,-80931,0,0,-13408,-79832,131072,-57428,1851568,-0.2190704,0.5000000,7.0631714,514370,-103599,398459,235930
35,1779105634,739167945,1,50,0,35,44666,-81044,40234,-568,-22533,-57428,1851568,-79833,-1851569,-0.3045387,0.5000000,-7.0631752,514509,-103599,398459,235930
36,1779105634,744177492,1,50,0,36,44594,-81195,44032,-937,-30160,-79833,-1851569,-57429,1851568,-0.2190742,0.5000000,7.0631714,514649,-103599,398459,235930
37,1779105634,749195455,1,50,0,37,44596,-81240,43379,-728,-32064,-57429,1851568,-79834,1851568,-0.3045425,0.5000000,7.0631714,514787,-103599,398459,235930
38,1779105634,754238891,1,50,0,38,44596,-81391,0,0,-29887,-79834,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,514926,-103599,398459,235930
39,1779105634,759591560,1,50,0,39,44596,-81566,0,0,-32596,-102236,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,515065,-103599,398459,235930
40,1779105634,764251232,1,50,0,40,44596,-81740,0,0,-37442,-102236,1851568,-102236,-1851569,-0.3899994,0.5000000,0.5000000,515203,-103599,398459,235930
41,1779105634,769600540,1,50,0,41,44522,-81969,0,0,-43869,-102236,131072,-102236,1851568,-0.3899994,0.5000000,7.0631714,515342,-103599,398459,235930
42,1779105634,774258356,1,50,0,42,44522,-82210,0,0,-51604,-102236,1851568,-102236,-1851569,-0.3899994,0.5000000,0.5000000,515481,-103599,398459,235930
43,1779105634,779242461,1,50,0,43,44456,-82539,39819,-952,-66056,-102236,131072,-79832,1851568,-0.3045349,0.5000000,7.0631714,515620,-103599,398459,235930
44,1779105634,784190884,1,50,0,44,44372,-82893,51450,-1089,-71445,-79832,1851568,-57428,-1851569,-0.2190704,0.5000000,-7.0631752,515759,-103599,398459,235930
45,1779105634,789204719,1,50,0,45,44287,-83265,51806,-835,-74200,-57428,-1851569,-79833,-1851569,-0.3045387,0.5000000,-7.0631752,515899,-103599,398459,235930
46,1779105634,794195768,1,50,0,46,44197,-83679,53764,-1113,-83122,-79833,-1851569,-57429,1545653,-0.2190742,0.5000000,5.8961983,516038,-103599,398459,235930
47,1779105634,799188354,1,50,0,47,44212,-83892,55129,-872,-87818,-57429,1545653,-35025,-1851569,-0.1336098,0.5000000,-7.0631752,516175,-103599,398459,235930
48,1779105634,804171979,1,50,0,48,44120,-84348,56553,-522,-91534,-35025,-1851569,-57430,-1851569,-0.2190781,0.5000000,-7.0631752,516314,-103599,398459,235930
49,1779105634,809589867,1,50,0,49,44009,-84888,62013,-908,-99591,-57430,-1851569,-35026,1851568,-0.1336136,0.5000000,7.0631714,516454,-103599,398459,235930
50,1779105634,814620855,1,50,0,50,43912,-85375,59046,-536,-96832,-35026,1851568,-12622,-1851569,-0.0481491,0.5000000,-7.0631752,516593,-103599,398459,235930
51,1779105634,819252749,1,50,0,51,43938,-85939,0,0,-92611,-12622,-1851569,-35027,1851568,-0.1336174,0.5000000,7.0631714,516732,-103599,398459,235930
52,1779105634,824605258,1,50,0,52,43938,-86424,0,0,-90523,-35027,1851568,-12623,-1851569,-0.0481529,0.5000000,0.5000000,516871,-103599,398459,235930
53,1779105634,829188318,1,50,0,53,43938,-86857,0,0,-94479,-12623,131072,9781,-1851569,0.0373116,0.5000000,0.5000000,517011,-103599,398459,235930
54,1779105634,834178183,1,50,0,54,43938,-87377,0,0,-104332,9781,131072,-12624,-1851569,-0.0481567,0.5000000,0.5000000,517150,-103599,398459,235930
55,1779105634,839192210,1,50,0,55,43862,-87934,46465,-11,-110986,-12624,131072,9780,-1851569,0.0373077,0.5000000,-7.0631752,517287,-103599,398459,235930
56,1779105634,844181531,1,50,0,56,43770,-88493,56672,317,-112173,9780,-1851569,32184,-1851569,0.1227722,0.5000000,-7.0631752,517426,-103599,398459,235930
57,1779105634,849174725,1,50,0,57,43661,-89334,55129,678,-109489,32184,-1851569,9779,-1851569,0.0373039,0.5000000,-7.0631752,517566,-103599,398459,235930
58,1779105634,854178991,1,50,0,58,43577,-89889,51747,404,-110888,9779,-1851569,32183,1851568,0.1227684,0.5000000,7.0631714,517704,-103599,398459,235930
59,1779105634,859174617,1,50,0,59,43495,-90426,50263,631,-107450,32183,1851568,9778,-1851569,0.0373001,0.5000000,-7.0631752,517843,-103599,398459,235930
60,1779105634,864171651,1,50,0,60,43495,-91008,0,0,-116541,9778,-1851569,32182,1851568,0.1227646,0.5000000,7.0631714,517981,-103599,398459,235930
61,1779105634,869186797,1,50,0,61,43372,-92057,0,0,-116207,32182,1851568,54586,1851568,0.2082291,0.5000000,7.0631714,518120,-103599,398459,235930
62,1779105634,874600365,1,50,0,62,43372,-92674,0,0,-113962,54586,1851568,76990,1851568,0.2936935,0.5000000,7.0631714,518259,-103599,398459,235930
63,1779105634,879258885,1,50,0,63,43372,-93181,0,0,-108863,76990,1851568,54585,-1851569,0.2082253,0.5000000,0.5000000,518398,-103599,398459,235930
64,1779105634,884250127,1,50,0,64,43306,-93636,39641,661,-91220,54585,131072,76989,-1851569,0.2936897,0.5000000,-7.0631752,518537,-103599,398459,235930
65,1779105634,889682832,1,50,0,65,43226,-94050,45041,1154,-76219,76989,-1851569,54584,-1851569,0.2082214,0.5000000,-7.0631752,518676,-103599,398459,235930
66,1779105634,894192095,1,50,0,66,43155,-94356,47415,859,-67890,54584,-1851569,32179,1851568,0.1227531,0.5000000,7.0631714,518816,-103599,398459,235930
67,1779105634,899241836,1,50,0,67,43107,-95089,44744,580,-58327,32179,1851568,54583,1851568,0.2082176,0.5000000,7.0631714,518954,-103599,398459,235930
68,1779105634,904191923,1,50,0,68,43107,-95358,0,0,-54374,54583,1851568,76987,-1851569,0.2936821,0.5000000,0.5000000,519092,-103599,398459,235930
69,1779105634,909181597,1,50,0,69,43107,-95601,0,0,-48638,76987,131072,99391,1851568,0.3791466,0.5000000,7.0631714,519230,-103599,398459,235930
70,1779105634,914599325,1,50,0,70,43107,-95858,0,0,-47419,99391,1851568,102236,-1851569,0.3899994,0.5000000,0.5000000,519370,-103599,398459,235930
71,1779105634,919605927,1,50,0,71,43019,-96376,0,0,-48372,102236,131072,79831,1851568,0.3045311,0.5000000,7.0631714,519509,-103599,398459,235930
72,1779105634,924259839,1,50,0,72,43019,-96602,0,0,-48511,79831,1851568,57426,-1851569,0.2190628,0.5000000,0.5000000,519647,-103599,398459,235930
73,1779105634,929595003,1,50,0,73,43019,-96849,0,0,-46377,57426,131072,35021,1851568,0.1335945,0.5000000,7.0631714,519787,-103599,398459,235930
74,1779105634,934255378,1,50,0,74,43019,-97037,0,0,-40240,35021,1851568,12616,-1851569,0.0481262,0.5000000,0.5000000,519924,-103599,398459,235930
75,1779105634,939675379,1,50,0,75,43019,-97213,0,0,-32540,12616,131072,-9789,-1851569,-0.0373421,0.5000000,0.5000000,520063,-103599,398459,235930
76,1779105634,944259271,1,50,0,76,43019,-97324,0,0,-24084,-9789,131072,12615,1851568,0.0481224,0.5000000,7.0631714,520202,-103599,398459,235930
77,1779105634,949596963,1,50,0,77,42994,-97702,0,0,-16788,12615,1851568,35019,1851568,0.1335869,0.5000000,7.0631714,520342,-103599,398459,235930
78,1779105634,954261627,1,50,0,78,42994,-97752,0,0,-10834,35019,1851568,57423,-1851569,0.2190514,0.5000000,0.5000000,520481,-103599,398459,235930
79,1779105634,959602455,1,50,0,79,42994,-97781,0,0,-5474,57423,131072,35018,1851568,0.1335831,0.5000000,7.0631714,520618,-103599,398459,235930
80,1779105634,964089317,1,50,0,80,42994,-97783,0,0,-438,35018,1851568,12613,1851568,0.0481148,0.5000000,7.0631714,520757,-103599,398459,235930
81,1779105634,969193717,1,50,0,81,42966,-97914,0,0,3304,12613,1851568,-9792,1851568,-0.0373535,0.5000000,7.0631714,520896,-103599,398459,235930
82,1779105634,974172478,1,50,0,82,42966,-97885,0,0,5895,-9792,1851568,12612,-1851569,0.0481110,0.5000000,0.5000000,521035,-103599,398459,235930
83,1779105634,979179208,1,50,0,83,42966,-97846,0,0,7778,12612,131072,-9793,-1851569,-0.0373573,0.5000000,0.5000000,521174,-103599,398459,235930
84,1779105634,984169362,1,50,0,84,42966,-97796,0,0,10010,-9793,131072,12611,1851568,0.0481071,0.5000000,7.0631714,521313,-103599,398459,235930
85,1779105634,989191069,1,50,0,85,42966,-97731,0,0,12944,12611,1851568,-9794,1851568,-0.0373611,0.5000000,7.0631714,521452,-103599,398459,235930
86,1779105634,994313325,1,50,0,86,42966,-97650,0,0,15801,-9794,1851568,12610,1851568,0.0481033,0.5000000,7.0631714,521592,-103599,398459,235930
87,1779105634,999213330,1,50,0,87,42938,-97688,0,0,17281,12610,1851568,-9795,-1851569,-0.0373650,0.5000000,0.5000000,521729,-103599,398459,235930
88,1779105635,4648403,1,50,0,88,42938,-97607,0,0,14995,-9795,131072,-32200,1851568,-0.1228333,0.5000000,7.0631714,521870,-103599,398459,235930
89,1779105635,9202629,1,50,0,89,42938,-97560,0,0,10293,-32200,1851568,-54605,1851568,-0.2083015,0.5000000,7.0631714,522009,-103599,398459,235930
90,1779105635,14207887,1,50,0,90,42938,-97538,0,0,4290,-54605,1851568,-32201,-1851569,-0.1228371,0.5000000,0.5000000,522147,-103599,398459,235930
91,1779105635,19185943,1,50,0,91,42907,-97504,0,0,-515,-32201,131072,-54606,-1851569,-0.2083054,0.5000000,0.5000000,522287,-103599,398459,235930
92,1779105635,24185889,1,50,0,92,42907,-97522,0,0,-3660,-54606,131072,-77011,-1851569,-0.2937737,0.5000000,0.5000000,522423,-103599,398459,235930
93,1779105635,29215980,1,50,0,93,42907,-97550,0,0,-5653,-77011,131072,-99416,-1851569,-0.3792419,0.5000000,0.5000000,522562,-103599,398459,235930
94,1779105635,34262968,1,50,0,94,42907,-97584,0,0,-6744,-99416,131072,-77012,1851568,-0.2937775,0.5000000,7.0631714,522702,-103599,398459,235930
95,1779105635,39615989,1,50,0,95,42907,-97620,0,0,-6572,-77012,1851568,-54608,1851568,-0.2083130,0.5000000,7.0631714,522842,-103599,398459,235930
96,1779105635,44095683,1,50,0,96,42907,-97636,0,0,-3589,-54608,1851568,-32204,1851568,-0.1228485,0.5000000,7.0631714,522982,-103599,398459,235930
97,1779105635,49367803,1,50,0,97,42874,-97587,0,0,1461,-32204,1851568,-9800,-1851569,-0.0373840,0.5000000,0.5000000,523119,-103599,398459,235930
98,1779105635,54200476,1,50,0,98,42874,-97553,0,0,6899,-9800,131072,12604,-1851569,0.0480804,0.5000000,0.5000000,523257,-103599,398459,235930
99,1779105635,59188645,1,50,0,99,42799,-97497,41302,124,11320,12604,131072,35008,-1851569,0.1335449,0.5000000,-7.0631752,523395,-103599,398459,235930
100,1779105635,64198223,1,50,0,100,42720,-97420,44922,403,15255,35008,-1851569,12603,1851568,0.0480766,0.5000000,7.0631714,523534,-103599,398459,235930
101,1779105635,69186296,1,50,0,101,42684,-97433,45278,185,11564,12603,1851568,35007,1851568,0.1335411,0.5000000,7.0631714,523673,-103599,398459,235930
102,1779105635,74183938,1,50,0,102,42684,-97405,0,0,5490,35007,1851568,57411,1851568,0.2190056,0.5000000,7.0631714,523812,-103599,398459,235930
103,1779105635,79176299,1,50,0,103,42684,-97416,0,0,-2021,57411,1851568,35006,-1851569,0.1335373,0.5000000,0.5000000,523951,-103599,398459,235930
104,1779105635,84195254,1,50,0,104,42684,-97471,0,0,-11031,35006,131072,57410,-1851569,0.2190018,0.5000000,0.5000000,524090,-103599,398459,235930
105,1779105635,89184895,1,50,0,105,42684,-97569,0,0,-19601,57410,131072,79814,-1851569,0.3044662,0.5000000,0.5000000,524228,-103599,398459,235930
106,1779105635,94185833,1,50,0,106,42684,-97701,0,0,-26487,79814,131072,57409,-1851569,0.2189980,0.5000000,0.5000000,524369,-103599,398459,235930
107,1779105635,99155921,1,50,0,107,42570,-97661,0,0,-31481,57409,131072,35004,1851568,0.1335297,0.5000000,7.0631714,524506,-103599,398459,235930
108,1779105635,104179996,1,50,0,108,42570,-97836,0,0,-34853,35004,1851568,57408,-1851569,0.2189941,0.5000000,0.5000000,524645,-103599,398459,235930
109,1779105635,109193958,1,50,0,109,42570,-98021,0,0,-36838,57408,131072,35003,1851568,0.1335258,0.5000000,7.0631714,524784,-103599,398459,235930
110,1779105635,114258739,1,50,0,110,42570,-98210,0,0,-37299,35003,1851568,12598,-1851569,0.0480576,0.5000000,0.5000000,524923,-103599,398459,235930
111,1779105635,119266141,1,50,0,111,42539,-98344,0,0,-35516,12598,131072,-9807,-1851569,-0.0374107,0.5000000,0.5000000,525063,-103599,398459,235930
112,1779105635,124255718,1,50,0,112,42539,-98483,0,0,-27775,-9807,131072,12597,-1851569,0.0480537,0.5000000,0.5000000,525200,-103599,398459,235930
113,1779105635,129267633,1,50,0,113,42539,-98573,0,0,-18022,12597,131072,35001,1851568,0.1335182,0.5000000,7.0631714,525339,-103599,398459,235930
114,1779105635,134271418,1,50,0,114,42539,-98593,0,0,-3917,35001,1851568,57405,1851568,0.2189827,0.5000000,7.0631714,525478,-103599,398459,235930
115,1779105635,139274116,1,50,0,115,42539,-98552,0,0,8250,57405,1851568,79809,-1851569,0.3044472,0.5000000,0.5000000,525617,-103599,398459,235930
116,1779105635,144677699,1,50,0,116,42539,-98454,0,0,17984,79809,131072,102213,-1851569,0.3899117,0.5000000,0.5000000,525755,-103599,398459,235930
117,1779105635,149210100,1,50,0,117,42502,-98575,0,0,23276,102213,131072,102236,-1851569,0.3899994,0.5000000,0.5000000,525896,-103599,398459,235930
118,1779105635,154211934,1,50,0,118,42502,-98455,0,0,23979,102236,131072,102236,-1851569,0.3899994,0.5000000,0.5000000,526033,-103599,398459,235930
119,1779105635,159220456,1,50,0,119,42502,-98345,0,0,22009,102236,131072,102236,1851568,0.3899994,0.5000000,7.0631714,526173,-103599,398459,235930
120,1779105635,164224562,1,50,0,120,42502,-98249,0,0,19192,102236,1851568,79831,1851568,0.3045311,0.5000000,7.0631714,526312,-103599,398459,235930
121,1779105635,169626065,1,50,0,121,42466,-98108,0,0,16562,79831,1851568,57426,-1851569,0.2190628,0.5000000,0.5000000,526451,-103599,398459,235930
122,1779105635,174642428,1,50,0,122,42466,-98037,0,0,14270,57426,131072,79830,1851568,0.3045273,0.5000000,7.0631714,526590,-103599,398459,235930
123,1779105635,179275538,1,50,0,123,42466,-97984,0,0,11477,79830,1851568,102234,1851568,0.3899918,0.5000000,7.0631714,526728,-103599,398459,235930
124,1779105635,184265435,1,50,0,124,42466,-97947,0,0,7326,102234,1851568,102236,-1851569,0.3899994,0.5000000,0.5000000,526866,-103599,398459,235930
125,1779105635,189272165,1,50,0,125,42466,-97934,0,0,2659,102236,131072,79831,1851568,0.3045311,0.5000000,7.0631714,527005,-103599,398459,235930
126,1779105635,194737223,1,50,0,126,42466,-97956,0,0,-4020,79831,1851568,57426,1851568,0.2190628,0.5000000,7.0631714,527144,-103599,398459,235930
127,1779105635,199226646,1,50,0,127,42432,-97862,0,0,-9749,57426,1851568,35021,1851568,0.1335945,0.5000000,7.0631714,527283,-103599,398459,235930
128,1779105635,204212191,1,50,0,128,42432,-97927,0,0,-13035,35021,1851568,57425,1851568,0.2190590,0.5000000,7.0631714,527422,-103599,398459,235930
129,1779105635,209206632,1,50,0,129,42432,-97996,0,0,-13929,57425,1851568,79829,1851568,0.3045235,0.5000000,7.0631714,527561,-103599,398459,235930
130,1779105635,214206130,1,50,0,130,42432,-98061,0,0,-13026,79829,1851568,57424,1851568,0.2190552,0.5000000,7.0631714,527699,-103599,398459,235930
131,1779105635,219631058,1,50,0,131,42396,-98056,0,0,-9433,57424,1851568,35019,1851568,0.1335869,0.5000000,7.0631714,527839,-103599,398459,235930
132,1779105635,224705568,1,50,0,132,42323,-98054,40531,376,488,35019,1851568,57423,1851568,0.2190514,0.5000000,7.0631714,527978,-103599,398459,235930
133,1779105635,229619109,1,50,0,133,42250,-97994,42430,656,12068,57423,1851568,35018,-1851569,0.1335831,0.5000000,-7.0631752,528117,-103599,398459,235930
134,1779105635,234248379,1,50,0,134,42175,-97899,45219,456,20531,35018,-1851569,12613,1851568,0.0481148,0.5000000,7.0631714,528254,-103599,398459,235930
135,1779105635,239202530,1,50,0,135,41382,-94991,47771,196,28726,12613,1851568,35017,-1851569,0.1335793,0.5000000,-7.0631752,533056,-102147,395837,235930
136,1779105635,244194475,1,50,0,136,41304,-94792,44863,390,39929,35017,-1851569,57421,1851568,0.2190437,0.5000000,7.0631714,533197,-102147,395837,235930
137,1779105635,249207510,1,50,0,137,41263,-94765,48305,710,50415,57421,1851568,79825,1851568,0.3045082,0.5000000,7.0631714,533335,-102147,395837,235930
138,1779105635,254178558,1,50,0,138,41263,-94512,0,0,50843,79825,1851568,57420,-1851569,0.2190399,0.5000000,0.5000000,533476,-102147,395837,235930
139,1779105635,259200873,1,50,0,139,41263,-94259,0,0,50334,57420,131072,35015,-1851569,0.1335716,0.5000000,0.5000000,533616,-102147,395837,235930
140,1779105635,264609384,1,50,0,140,41263,-94016,0,0,45020,35015,131072,57419,1851568,0.2190361,0.5000000,7.0631714,533756,-102147,395837,235930
141,1779105635,269619250,1,50,0,141,41149,-93818,0,0,38466,57419,1851568,35014,-1851569,0.1335678,0.5000000,0.5000000,533898,-102147,395837,235930
142,1779105635,274618012,1,50,0,142,41149,-93656,0,0,32534,35014,131072,12609,1851568,0.0480995,0.5000000,7.0631714,534036,-102147,395837,235930
143,1779105635,279213712,1,50,0,143,41149,-93527,0,0,27880,12609,1851568,-9796,1851568,-0.0373688,0.5000000,7.0631714,534176,-102147,395837,235930
144,1779105635,284201273,1,50,0,144,41149,-93403,0,0,24915,-9796,1851568,-32201,1851568,-0.1228371,0.5000000,7.0631714,534316,-102147,395837,235930
145,1779105635,289202755,1,50,0,145,41149,-93283,0,0,23953,-32201,1851568,-9797,1851568,-0.0373726,0.5000000,7.0631714,534456,-102147,395837,235930
146,1779105635,294616099,1,50,0,146,41149,-93151,0,0,24392,-9797,1851568,-32202,-1851569,-0.1228409,0.5000000,0.5000000,534596,-102147,395837,235930
147,1779105635,299689936,1,50,0,147,41118,-92889,0,0,25559,-32202,131072,-54607,1851568,-0.2083092,0.5000000,7.0631714,534736,-102147,395837,235930
148,1779105635,304203968,1,50,0,148,41118,-92763,0,0,27863,-54607,1851568,-77012,1851568,-0.2937775,0.5000000,7.0631714,534877,-102147,395837,235930
149,1779105635,309197193,1,50,0,149,41118,-92607,0,0,31181,-77012,1851568,-54608,-1851569,-0.2083130,0.5000000,0.5000000,535017,-102147,395837,235930
150,1779105635,314192211,1,50,0,150,41118,-92437,0,0,34087,-54608,131072,-32204,1851568,-0.1228485,0.5000000,7.0631714,535157,-102147,395837,235930
151,1779105635,319210333,1,50,0,151,41083,-92256,0,0,35682,-32204,1851568,-54609,1851568,-0.2083168,0.5000000,7.0631714,535297,-102147,395837,235930
152,1779105635,324202823,1,50,0,152,41083,-92076,0,0,36081,-54609,1851568,-32205,1851568,-0.1228523,0.5000000,7.0631714,535437,-102147,395837,235930
153,1779105635,329206096,1,50,0,153,41083,-91897,0,0,35774,-32205,1851568,-54610,-1851569,-0.2083206,0.5000000,0.5000000,535577,-102147,395837,235930
154,1779105635,334602351,1,50,0,154,41083,-91710,0,0,34670,-54610,131072,-32206,-1851569,-0.1228561,0.5000000,0.5000000,535717,-102147,395837,235930
155,1779105635,339622778,1,50,0,155,41083,-91547,0,0,32475,-32206,131072,-54611,1851568,-0.2083244,0.5000000,7.0631714,535859,-102147,395837,235930
156,1779105635,344633220,1,50,0,156,41083,-91403,0,0,28786,-54611,1851568,-77016,1851568,-0.2937927,0.5000000,7.0631714,535999,-102147,395837,235930
157,1779105635,349211735,1,50,0,157,41039,-91230,0,0,22931,-77016,1851568,-99421,1851568,-0.3792610,0.5000000,7.0631714,536137,-102147,395837,235930
158,1779105635,354198592,1,50,0,158,41039,-91161,0,0,13979,-99421,1851568,-77017,-1851569,-0.2937965,0.5000000,0.5000000,536277,-102147,395837,235930
159,1779105635,359205995,1,50,0,159,41039,-91146,0,0,2976,-77017,131072,-99422,-1851569,-0.3792648,0.5000000,0.5000000,536417,-102147,395837,235930
160,1779105635,364608970,1,50,0,160,41039,-91194,0,0,-8872,-99422,131072,-77018,-1851569,-0.2938004,0.5000000,0.5000000,536557,-102147,395837,235930
161,1779105635,369216798,1,50,0,161,40997,-91093,0,0,-18247,-77018,131072,-99423,1851568,-0.3792686,0.5000000,7.0631714,536698,-102147,395837,235930
162,1779105635,374206856,1,50,0,162,40997,-91208,0,0,-23161,-99423,1851568,-102236,-1851569,-0.3899994,0.5000000,0.5000000,536837,-102147,395837,235930
163,1779105635,379226002,1,50,0,163,40997,-91329,0,0,-23986,-102236,131072,-102236,-1851569,-0.3899994,0.5000000,0.5000000,536977,-102147,395837,235930
164,1779105635,384236477,1,50,0,164,40997,-91445,0,0,-23160,-102236,131072,-79832,1851568,-0.3045349,0.5000000,7.0631714,537121,-102147,395837,235930
165,1779105635,389623259,1,50,0,165,40997,-91574,0,0,-24046,-79832,1851568,-102236,-1851569,-0.3899994,0.5000000,0.5000000,537258,-102147,395837,235930
166,1779105635,394642629,1,50,0,166,40997,-91714,0,0,-27798,-102236,131072,-79832,1851568,-0.3045349,0.5000000,7.0631714,537399,-102147,395837,235930
167,1779105635,399817752,1,50,0,167,40950,-91775,0,0,-34758,-79832,1851568,-57428,1851568,-0.2190704,0.5000000,7.0631714,537542,-102147,395837,235930
168,1779105635,404327528,1,50,0,168,40950,-91961,0,0,-41305,-57428,1851568,-35024,-1851569,-0.1336060,0.5000000,0.5000000,537679,-102147,395837,235930
169,1779105635,409227500,1,50,0,169,40879,-92178,41302,-312,-44174,-35024,131072,-12620,1851568,-0.0481415,0.5000000,7.0631714,537822,-102147,395837,235930
